department,targeted_productivity,smv,over_time,incentive,idle_time,idle_men,no_of_style_change,actual_productivity
1,0.8,22.52,6960,113,0,0,0,1.000457471
1,0.8,22.52,6840,113,0,0,0,1.000230409
2,0.8,3.94,1200,0,0,0,0,0.971866667
2,0.8,3.94,960,0,0,0,0,0.971866667
2,0.8,3.94,1200,0,0,0,0,0.971866667
2,0.8,3.94,1200,0,0,0,0,0.971866667
2,0.75,3.94,1800,0,0,0,0,0.971866667
2,0.75,3.94,240,0,0,0,0,0.971866667
2,0.75,4.08,1080,0,0,0,0,0.971866667
2,0.7,3.94,240,0,0,0,0,0.971866667
2,0.7,3.94,1200,0,0,0,0,0.971866667
2,0.65,3.94,960,0,0,0,0,0.971866667
2,0.65,3.94,600,0,0,0,0,0.971866667
2,0.6,3.94,1200,0,0,0,0,0.971866667
1,0.8,22.52,6720,93,0,0,0,0.920236905
1,0.8,22.52,6660,88,0,0,0,0.900537069
1,0.75,29.12,6840,81,0,0,0,0.850610526
1,0.75,22.94,6960,81,0,0,0,0.850362069
1,0.75,15.26,4200,45,0,0,0,0.750646667
1,0.7,50.89,5880,56,0,0,0,0.656763743
1,0.65,20.1,6480,49,0,0,0,0.650148148
1,0.6,18.79,3960,23,0,0,0,0.600710606
1,0.7,23.54,6720,0,0,0,0,0.388830357
1,0.5,23.54,6480,0,0,0,0,0.286984568
2,0.65,4.15,960,0,0,0,0,1.0115625
1,0.8,22.52,6900,113,0,0,0,1.000671304
1,0.8,22.94,3060,113,0,0,0,1.000402055
2,0.75,3.94,2280,0,0,0,0,0.950438596
1,0.8,22.52,6840,100,0,0,0,0.950185965
2,0.8,3.94,1200,0,0,0,0,0.912766667
2,0.7,3.94,2160,0,0,0,0,0.892194444
2,0.8,3.94,1200,0,0,0,0,0.8865
1,0.8,22.52,6720,75,0,0,0,0.850532143
1,0.8,22.52,7020,60,0,0,0,0.85011396
2,0.8,4.3,1440,0,0,0,0,0.845069444
1,0.75,29.12,6960,45,0,0,0,0.750593103
1,0.75,15.26,1440,45,0,0,0,0.750450658
2,0.75,4.08,1080,0,0,0,0,0.702666667
1,0.7,20.1,6120,75,0,0,0,0.700508929
1,0.65,18.79,3960,26,0,0,0,0.651007071
1,0.6,24.26,6600,0,0,0,0,0.466821212
1,0.7,24.26,6720,0,0,0,0,0.411553571
2,0.6,2.9,1200,0,0,0,0,0.314166667
1,0.8,22.94,7020,113,0,0,0,1.000602279
2,0.75,3.94,960,0,0,0,0,0.994270833
1,0.8,22.52,7020,88,0,0,0,0.900158405
1,0.8,22.52,6840,70,0,0,0,0.90014152
1,0.8,22.52,6720,88,0,0,0,0.900129762
2,0.8,3.94,1200,0,0,0,0,0.85695
2,0.8,4.3,1440,0,0,0,0,0.809236111
1,0.8,15.26,3600,63,0,0,0,0.800401961
1,0.8,22.52,5940,50,0,0,0,0.800393224
1,0.75,29.12,6960,55,0,0,0,0.799963218
2,0.75,4.08,1080,0,0,0,0,0.740444444
1,0.7,20.55,6480,60,0,0,0,0.700398148
1,0.7,18.79,3960,30,0,0,0,0.700354545
2,0.65,4.15,960,0,0,0,0,0.561979167
2,0.75,3.94,2280,0,0,0,0,0.504596491
1,0.5,30.1,6960,0,0,0,0,0.500801724
1,0.7,24.26,6720,0,0,0,0,0.295307738
2,0.6,2.9,1200,0,0,0,0,0.280333333
1,0.65,24.26,6600,0,0,0,0,0.260978788
2,0.8,3.94,2400,0,0,0,0,1.001416667
1,0.8,22.52,6900,113,0,0,0,1.000018551
1,0.8,22.52,6720,90,0,0,0,0.999995238
2,0.8,3.94,1200,0,0,0,0,0.99485
2,0.7,4.15,960,0,0,0,0,0.976979167
1,0.8,22.52,6840,100,0,0,0,0.950185965
1,0.8,22.52,6960,100,0,0,0,0.949981609
2,0.75,3.94,1320,0,0,0,0,0.919954545
1,0.8,22.52,5460,63,0,0,0,0.800434622
1,0.8,15.26,2040,50,0,0,0,0.800259023
2,0.8,4.08,1080,0,0,0,0,0.778222222
1,0.75,29.12,6960,34,0,0,0,0.750593103
1,0.7,25.31,5760,60,0,0,0,0.700513566
1,0.7,18.79,4020,30,0,0,0,0.700184577
1,0.7,24.26,6660,0,0,0,0,0.586465465
1,0.7,24.26,6720,0,0,0,0,0.541517857
2,0.8,4.3,1440,0,0,0,0,0.5375
2,0.7,2.9,960,0,0,0,0,0.495416667
1,0.6,30.1,6960,0,0,0,0,0.415172414
1,0.8,22.52,6900,100,0,0,0,1.05028058
1,0.8,22.52,6840,113,0,0,0,1.000230409
1,0.8,22.52,6720,113,0,0,0,0.999995238
2,0.8,3.94,2160,0,0,0,0,0.966759259
2,0.8,3.94,1200,0,0,0,0,0.929183333
2,0.7,4.15,3000,0,0,0,0,0.915766667
1,0.8,22.52,6900,88,0,0,0,0.900147246
1,0.8,15.26,4080,38,0,0,0,0.800401961
1,0.8,22.52,6960,50,0,0,0,0.799963218
2,0.7,3.94,960,0,0,0,0,0.779791667
2,0.75,3.94,960,0,0,0,0,0.755166667
1,0.7,18.79,3360,30,0,0,0,0.700710417
1,0.7,24.26,6960,0,0,0,0,0.700612069
1,0.7,10.05,6120,60,0,0,0,0.700278846
1,0.7,29.12,6840,0,0,0,0,0.700135088
2,0.8,4.08,1080,0,0,0,0,0.687555556
1,0.65,30.1,5820,0,90,10,0,0.650834808
2,0.7,2.9,960,0,0,0,0,0.531666667
1,0.35,30.1,6060,23,150,15,0,0.350706422
1,0.8,22.52,6780,113,0,0,0,1.000446018
1,0.8,22.52,6900,113,0,0,0,1.000018551
1,0.8,22.52,6720,113,0,0,0,0.999995238
2,0.8,3.94,2640,0,0,0,0,0.999924242
1,0.8,22.52,6840,100,0,0,0,0.950185965
2,0.7,2.9,960,0,0,0,0,0.9425
2,0.8,4.08,1080,0,0,0,0,0.906666667
2,0.7,3.94,1200,0,0,0,0,0.8471
2,0.8,3.94,1440,0,0,0,0,0.845458333
1,0.8,15.26,720,38,0,0,0,0.800612676
1,0.8,29.12,6960,50,0,0,0,0.799963218
2,0.8,3.94,960,0,0,0,0,0.771583333
1,0.75,10.05,2520,34,0,0,0,0.7504
1,0.7,18.79,2760,30,0,0,0,0.700079032
1,0.7,30.1,6960,0,0,0,0,0.562212644
1,0.07,24.26,6960,0,0,0,0,0.522844828
1,0.5,30.1,6360,23,0,0,1,0.500720126
1,0.7,24.26,6840,0,0,0,0,0.496549708
2,0.8,3.94,3000,0,0,0,0,1.050666667
1,0.8,22.52,6900,113,0,0,0,1.000018551
1,0.8,22.52,6840,100,0,0,0,0.950185965
1,0.8,22.52,6780,88,0,0,0,0.900135693
1,0.8,22.52,6720,88,0,0,0,0.900129762
2,0.8,4.08,1080,0,0,0,0,0.899111111
2,0.8,3.94,1200,0,0,0,0,0.870083333
2,0.75,2.9,960,0,0,0,0,0.845833333
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,29.12,6960,50,0,0,0,0.799963218
2,0.8,3.94,960,0,0,0,0,0.771583333
1,0.75,18.79,1560,34,0,0,0,0.750520115
1,0.75,10.05,3240,45,0,0,0,0.750027778
2,0.7,3.94,1200,0,0,0,0,0.715766667
1,0.7,24.26,6960,0,270,45,0,0.662270115
1,0.6,30.1,6780,30,0,0,1,0.600224189
1,0.7,30.1,7500,0,0,0,0,0.545657673
2,0.8,4.3,960,0,0,0,0,0.447916667
1,0.7,24.26,6840,0,300,37,0,0.365318713
1,0.8,22.52,6900,113,0,0,0,1.000018551
2,0.7,4.15,1440,0,0,0,0,0.928680556
1,0.8,22.52,6720,88,0,0,0,0.9008
1,0.8,22.52,6780,88,0,0,0,0.900135693
1,0.8,22.52,6720,88,0,0,0,0.900129762
2,0.8,3.94,1200,0,0,0,0,0.893066667
2,0.8,4.08,1080,0,0,0,0,0.891555556
2,0.8,3.94,2160,0,0,0,0,0.875555556
2,0.7,4.15,1800,0,0,0,0,0.840888889
1,0.8,15.26,2880,63,0,0,0,0.800355208
1,0.8,29.12,6960,50,0,0,0,0.799963218
1,0.75,18.79,3960,34,0,0,0,0.75065101
1,0.75,10.05,3240,45,0,0,0,0.750027778
1,0.7,30.1,7020,0,0,0,0,0.700618234
2,0.75,2.9,960,0,0,0,0,0.610208333
2,0.8,3.94,960,0,0,0,0,0.607416667
1,0.65,30.1,6780,44,0,0,1,0.568259587
1,0.7,24.26,6960,0,0,0,0,0.355534483
1,0.7,24.26,6840,0,0,0,0,0.353259649
2,0.8,3.94,2160,0,0,0,0,1.057962963
2,0.8,3.94,1200,0,0,0,0,0.962016667
1,0.8,22.52,120,88,0,0,0,0.9008
1,0.8,22.52,3600,70,0,0,0,0.900509044
1,0.8,22.52,360,70,0,0,0,0.900477825
2,0.75,2.9,960,0,0,0,0,0.888125
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,22.52,5400,50,0,0,0,0.800161172
1,0.8,29.12,6960,50,0,0,0,0.799963218
1,0.7,30.1,3300,50,0,0,1,0.790003236
1,0.75,10.05,0,45,0,0,0,0.750648148
2,0.35,4.15,1800,0,0,0,0,0.707111111
1,0.7,30.1,7020,40,0,0,0,0.700618234
2,0.8,3.94,960,0,0,0,0,0.697708333
1,0.75,18.79,4080,0,0,0,0,0.612517157
1,0.35,30.1,6960,0,0,0,1,0.350301724
1,0.35,30.1,6960,0,0,0,1,0.350301724
2,0.8,4.08,1080,0,0,0,0,0.272
2,0.8,4.08,1080,0,0,0,0,1.004888889
2,0.8,3.94,2160,0,0,0,0,0.966759259
1,0.8,22.52,0,88,0,0,0,0.90063244
1,0.8,22.52,0,88,0,0,0,0.90047076
1,0.8,22.52,0,88,0,0,0,0.90047076
1,0.8,22.52,0,88,0,0,0,0.899984058
2,0.8,3.94,1440,0,0,0,0,0.853666667
1,0.8,29.12,2160,38,0,0,0,0.8008
1,0.8,15.26,4080,50,0,0,0,0.800401961
2,0.7,4.15,1800,0,0,0,0,0.796755556
1,0.75,18.79,2400,0,0,0,0,0.750797009
1,0.8,10.05,3240,34,0,0,0,0.750648148
1,0.75,30.1,7020,45,0,0,0,0.750356125
2,0.35,4.15,960,0,0,0,0,0.703770833
1,0.7,30.1,7020,40,0,0,1,0.700618234
2,0.8,3.94,960,0,0,0,0,0.6895
2,0.75,2.9,960,0,0,0,0,0.628333333
1,0.5,30.1,6960,23,0,0,1,0.500801724
1,0.5,30.1,6960,30,0,0,1,0.393548851
2,0.7,4.15,1800,0,0,0,0,1.033155556
2,0.8,4.08,1080,0,0,0,0,1.02
1,0.8,22.52,0,90,0,0,0,1.000344928
1,0.8,22.52,0,113,0,0,0,1.000065789
2,0.35,4.15,1440,0,0,0,0,0.994375
2,0.8,3.94,2160,0,0,0,0,0.912037037
2,0.7,4.15,240,0,0,0,0,0.87
1,0.8,22.52,0,75,0,0,0,0.850364583
1,0.8,18.79,3480,38,0,0,0,0.800947475
1,0.8,15.26,4080,50,0,0,0,0.800401961
1,0.8,29.12,3240,50,0,0,0,0.800144144
1,0.75,30.1,7380,56,0,0,0,0.750406233
1,0.6,30.1,4560,30,0,0,1,0.714410494
1,0.7,30.1,5940,40,0,0,1,0.700588406
2,0.8,3.94,1440,0,0,0,0,0.618361111
1,0.6,30.1,3360,23,0,0,1,0.600070513
2,0.8,3.94,960,0,0,0,0,0.54175
1,0.8,22.52,6840,0,0,0,1,0.536901754
1,0.35,11.41,3240,0,0,0,1,0.507903226
1,0.8,22.52,0,138,0,0,0,1.100483918
2,0.7,4.15,1800,0,0,0,0,1.096633333
1,0.8,22.52,0,113,0,0,0,1.000344928
2,0.8,4.08,1080,0,0,0,0,0.838666667
1,0.8,15.26,4080,50,0,0,0,0.800401961
2,0.35,4.15,1440,0,0,0,0,0.755486111
1,0.75,30.1,7080,56,0,0,0,0.750799435
1,0.8,18.79,3960,0,0,0,0,0.688017677
2,0.8,3.94,1440,0,0,0,0,0.664875
2,0.8,3.94,960,0,0,0,0,0.656666667
1,0.7,30.1,7080,0,0,0,1,0.637711864
2,0.8,3.94,2160,0,0,0,0,0.601944444
2,0.7,4.15,240,0,0,0,0,0.58
1,0.65,30.1,7080,0,0,0,1,0.535677966
1,0.5,11.41,2280,0,0,0,2,0.50012336
1,0.8,29.12,6960,0,0,0,0,0.497885057
1,0.65,30.1,7080,0,0,0,1,0.463403955
1,0.8,22.52,6000,0,0,0,0,0.441392
1,0.35,30.1,6960,0,0,0,1,0.350301724
1,0.8,22.52,6840,113,0,0,0,1.000230409
2,0.7,4.15,1800,0,0,0,0,0.929277778
2,0.75,4.15,2400,0,0,0,0,0.902916667
2,0.8,4.08,1080,0,0,0,0,0.800888889
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,22.52,3660,63,0,0,0,0.80037492
2,0.8,3.94,1440,0,0,0,0,0.796208333
1,0.75,30.1,7140,0,0,0,1,0.750392157
1,0.75,30.1,7140,56,0,0,0,0.750392157
2,0.7,4.15,960,0,0,0,0,0.725625
1,0.7,30.1,5160,0,0,0,1,0.700206125
1,0.7,30.1,7200,0,0,0,1,0.602
1,0.6,11.41,2280,23,0,0,2,0.600447507
1,0.8,18.79,4080,0,0,0,0,0.557252451
1,0.5,30.1,6960,30,0,0,1,0.500801724
2,0.8,2.9,960,0,0,0,0,0.483333333
2,0.8,3.94,960,0,0,0,0,0.238041667
2,0.8,3.94,960,0,0,0,0,1.1204375
2,0.8,3.94,960,0,0,0,0,1.108125
1,0.8,22.52,6840,113,0,0,0,1.000230409
2,0.8,4.08,1080,0,0,0,0,0.876444444
1,0.8,15.26,1440,50,0,0,0,0.800806306
2,0.75,4.15,240,0,0,0,0,0.760833333
1,0.8,30.1,7140,0,0,0,0,0.722568627
2,0.6,2.9,1200,0,0,0,0,0.715333333
1,0.7,30.1,7080,0,0,0,1,0.700632768
1,0.7,30.1,5880,40,2,10,1,0.700573099
1,0.75,18.79,4080,0,0,0,0,0.681598039
1,0.65,11.41,2640,23,0,0,2,0.650223718
2,0.7,4.15,960,0,0,0,0,0.605208333
2,0.8,2.9,960,0,0,0,0,0.604166667
1,0.75,30.1,7140,0,0,0,1,0.598627451
1,0.6,30.1,6960,30,0,0,1,0.475718391
1,0.8,22.52,6900,0,0,0,0,0.432122899
2,0.75,4.15,2400,0,0,0,0,0.287041667
1,0.5,18.79,5280,0,0,0,1,0.283054487
1,0.8,22.52,6840,113,0,0,0,1.000230409
2,0.8,3.94,1200,0,0,0,0,0.960433333
2,0.8,4.08,1080,0,0,0,0,0.891555556
2,0.5,4.15,960,0,0,0,0,0.864583333
1,0.65,30.1,600,63,0,0,1,0.802243319
1,0.8,30.1,0,0,0,0,0,0.800980392
1,0.8,15.26,3720,38,0,0,0,0.800312375
2,0.8,2.9,960,0,0,0,0,0.773333333
1,0.75,18.79,3960,0,0,0,0,0.75065101
1,0.75,30.1,7020,0,0,0,1,0.750356125
2,0.75,4.15,1800,0,0,0,0,0.722333333
1,0.7,30.1,600,30,0,0,1,0.700459889
2,0.75,4.15,1200,0,0,0,0,0.629416667
1,0.7,30.1,7080,27,2,10,2,0.621971751
1,0.7,11.41,2160,30,0,0,2,0.565972222
1,0.6,18.22,5280,0,0,0,1,0.35542803
1,0.6,18.79,5400,0,0,0,1,0.329964879
2,0.7,4.15,1800,0,0,0,0,0.258
1,0.8,22.52,6840,113,0,0,0,1.000230409
2,0.8,3.94,960,0,0,0,0,0.927541667
2,0.7,5.13,1200,0,0,0,0,0.91375
2,0.8,5.13,1080,0,0,0,0,0.9025
1,0.8,15.26,4080,38,0,0,0,0.800401961
2,0.5,5.13,1800,0,0,0,0,0.7866
1,0.75,18.79,3360,0,0,0,0,0.750621354
1,0.75,30.1,7020,45,0,0,1,0.750356125
2,0.8,2.9,960,0,0,0,0,0.749166667
1,0.7,30.1,840,30,0,0,1,0.700888203
1,0.7,11.41,3420,30,0,0,2,0.700614035
1,0.7,30.1,6960,50,0,0,1,0.700603448
2,0.75,5.13,960,0,0,0,0,0.656666667
1,0.8,30.1,7140,0,0,0,0,0.653431373
1,0.65,18.79,5520,0,0,0,1,0.650134
1,0.6,29.4,0,23,5,30,2,0.600982906
2,0.8,3.94,960,0,0,0,0,0.586041667
2,0.8,5.13,1800,0,0,0,0,0.5814
1,0.5,30.33,6720,0,0,0,1,0.361071429
1,0.65,18.22,0,0,8,35,1,0.302117347
2,0.8,5.13,1200,0,0,0,0,0.9918
2,0.8,2.9,1440,0,0,0,0,0.936861111
2,0.8,5.13,1440,0,0,0,0,0.919125
1,0.7,11.41,3360,30,0,0,2,0.8211125
1,0.8,30.1,480,50,0,0,1,0.800980392
1,0.8,30.1,0,0,0,0,0,0.800980392
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,22.52,3960,63,0,0,0,0.800279693
1,0.75,18.79,3960,34,0,0,0,0.75065101
1,0.75,30.1,2280,45,0,0,1,0.75053268
2,0.75,5.13,960,0,0,0,0,0.734645833
1,0.7,30.1,0,40,0,0,1,0.700603448
1,0.7,18.79,4560,30,0,0,1,0.70009573
2,0.7,5.13,960,0,0,0,0,0.671875
2,0.8,3.94,960,0,0,0,0,0.64025
2,0.7,5.13,960,0,0,0,0,0.58
2,0.8,3.94,960,0,0,0,0,0.549791667
1,0.6,30.33,6840,0,0,0,1,0.328131579
1,0.7,19.68,5640,0,8,35,1,0.303574468
2,0.5,5.13,960,0,0,0,0,0.2565
1,0.65,29.4,4560,0,4.5,30,2,0.251399254
2,0.5,5.13,2880,0,0,0,0,0.81640625
1,0.8,15.26,1080,38,0,0,0,0.800711494
1,0.8,22.52,3840,63,0,0,0,0.800470513
1,0.8,30.1,7020,63,0,0,1,0.800094017
1,0.8,30.1,600,63,3.5,15,0,0.799982853
2,0.8,2.9,4320,0,0,0,0,0.785864198
1,0.75,18.79,3960,56,0,0,0,0.75065101
2,0.8,3.94,2400,0,0,0,0,0.733277778
2,0.8,5.13,3600,0,0,0,0,0.710125
1,0.7,30.1,6960,50,0,0,1,0.700603448
1,0.7,11.41,3480,30,0,0,2,0.700540441
1,0.7,29.4,6240,0,0,0,2,0.7
2,0.75,5.13,1920,0,0,0,0,0.684027778
2,0.7,5.13,1920,0,0,0,0,0.672135417
1,0.7,18.79,6120,30,0,0,1,0.638614379
2,0.75,5.13,1920,0,0,0,0,0.631354167
1,0.75,30.1,0,0,5,20,1,0.611140537
2,0.8,5.13,2160,0,0,0,0,0.609583333
1,0.65,30.33,6840,0,0,0,1,0.585315789
1,0.7,19.68,5760,0,0,0,1,0.249416667
2,0.5,5.13,1800,0,0,0,0,0.8721
2,0.8,2.9,960,0,0,0,0,0.8319375
2,0.8,5.13,4800,0,0,0,0,0.8300625
2,0.6,2.9,2880,0,0,0,0,0.805555556
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,30.1,5820,63,0,0,1,0.80000295
2,0.8,5.13,2400,0,0,0,0,0.78375
2,0.8,3.94,2400,0,0,0,0,0.753525
1,0.75,18.79,3960,45,0,0,0,0.75065101
2,0.8,3.94,2880,0,0,0,0,0.727349537
1,0.7,29.4,6840,40,0,0,2,0.700614035
1,0.7,30.33,6840,0,0,0,1,0.700605263
1,0.75,11.41,3480,0,0,0,2,0.672140805
1,0.7,18.79,3240,30,0,0,1,0.627011183
1,0.7,30.1,8160,33,0,0,2,0.626577778
1,0.7,21.25,6000,0,0,0,1,0.456875
1,0.75,30.1,6960,0,3.5,20,1,0.393548851
2,0.8,3.94,960,0,0,0,0,0.385791667
1,0.8,30.1,5700,0,4.5,25,0,0.307501459
2,0.7,5.13,960,0,0,0,0,0.283958333
2,0.8,3.94,2400,0,0,0,0,0.955791667
2,0.7,5.13,960,0,0,0,0,0.930416667
2,0.8,5.13,1080,0,0,0,0,0.9025
2,0.8,5.13,2160,0,0,0,0,0.87115
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,30.1,7140,38,0,0,1,0.800137255
1,0.8,30.1,7140,38,0,0,0,0.800137255
1,0.75,30.1,6960,45,0,0,1,0.750770115
1,0.75,18.79,3960,45,0,0,0,0.75065101
1,0.75,11.41,2820,0,0,0,2,0.750293939
1,0.7,30.33,2160,30,0,0,1,0.700623
1,0.7,29.4,6840,40,0,0,2,0.700614035
1,0.7,29.4,6960,30,0,0,2,0.700362069
1,0.7,18.79,6000,40,0,0,1,0.60128
1,0.7,21.25,6000,0,0,0,1,0.417916667
2,0.8,2.9,960,0,0,0,0,0.3715625
2,0.8,2.9,960,0,0,0,0,0.3715625
2,0.8,5.13,960,0,0,0,0,0.36871875
2,0.7,5.13,960,0,0,0,0,0.356458333
2,0.7,2.9,1800,0,0,0,0,0.902222222
2,0.8,4.6,1440,0,0,0,0,0.811388889
1,0.8,15.26,4080,50,0,0,0,0.800401961
1,0.8,30.1,7140,50,0,0,0,0.800137255
1,0.8,30.1,6480,50,0,0,1,0.800071839
2,0.7,4.6,960,0,0,0,0,0.791458333
1,0.75,30.1,5640,45,0,0,1,0.750727326
1,0.75,18.79,3360,45,0,0,0,0.75065101
1,0.75,11.61,3360,34,0,0,2,0.750437269
1,0.75,29.4,5340,45,0,0,2,0.750176991
2,0.75,2.9,1800,0,0,0,0,0.726933333
2,0.7,2.9,1800,0,0,0,0,0.726933333
1,0.7,30.33,1680,30,0,0,1,0.700623
1,0.7,29.4,4560,40,0,0,2,0.700518519
1,0.7,18.79,3000,30,0,0,1,0.700256795
2,0.7,2.9,960,0,0,0,0,0.5046875
1,0.7,21.25,6360,0,0,0,1,0.471108491
2,0.7,3.9,960,0,0,0,0,0.325
1,0.6,22.53,5040,0,0,0,1,0.268214286
1,0.75,18.79,6240,56,0,0,1,0.970816667
2,0.8,4.6,1080,0,0,0,0,0.902962963
2,0.8,4.6,2400,0,0,0,0,0.900833333
2,0.8,4.6,1800,0,0,0,0,0.899555556
2,0.7,2.9,1200,0,0,0,0,0.845833333
1,0.8,30.1,4080,50,0,0,1,0.800808642
1,0.8,15.26,4080,50,0,0,0,0.800401961
1,0.8,30.1,7080,50,0,0,2,0.800115819
1,0.75,18.79,3960,45,0,0,1,0.75065101
1,0.75,11.61,3360,45,0,0,0,0.750503571
1,0.75,29.4,6960,45,0,0,2,0.750206897
1,0.7,29.4,6960,30,0,0,1,0.700362069
1,0.7,30.33,3960,30,0,0,1,0.700069811
1,0.7,21.82,6240,0,0,0,2,0.700058333
2,0.75,4.6,960,0,0,0,0,0.676666667
2,0.7,4.6,960,0,0,0,0,0.658541667
1,0.8,30.1,1200,49,0,0,1,0.598792339
1,0.65,22.53,5040,0,0,0,1,0.581130952
2,0.7,3.9,960,0,0,0,0,0.440375
2,0.75,2.9,960,0,0,0,0,0.410833333
2,0.7,2.9,960,0,0,0,0,0.410833333
2,0.8,4.6,6300,0,0,0,0,0.921703704
2,0.8,4.6,7560,0,0,0,0,0.921604938
1,0.8,30.1,4080,50,0,0,1,0.800808642
1,0.8,11.61,2820,50,0,0,2,0.800516667
1,0.8,15.26,4080,63,0,0,0,0.800401961
2,0.5,3.94,3360,0,0,0,0,0.768847222
1,0.75,18.79,3960,45,0,0,0,0.75065101
1,0.75,29.4,6840,45,0,0,2,0.750473684
1,0.75,18.79,5640,45,0,0,1,0.750371895
1,0.75,29.4,6960,56,0,0,2,0.750206897
1,0.7,21.82,3240,0,0,0,1,0.700251773
1,0.7,30.33,6960,0,0,0,1,0.66237931
2,0.8,4.6,3780,0,0,0,0,0.590617284
2,0.7,3.9,960,0,0,0,0,0.5565625
1,0.8,30.1,7080,32,0,0,2,0.495617514
1,0.35,27.48,6840,38,0,0,1,0.449964912
2,0.7,2.9,3360,0,0,0,0,0.410833333
2,0.75,2.9,960,0,0,0,0,0.4078125
1,0.35,26.66,6600,23,0,0,2,0.378895152
2,0.75,4.6,3360,0,0,0,0,0.376597222
2,0.75,2.9,3360,0,0,0,0,0.271875
2,0.8,4.6,6300,0,0,0,0,0.921703704
2,0.8,4.6,7560,0,0,0,0,0.921604938
1,0.8,11.61,0,50,0,0,2,0.800779018
1,0.8,15.26,1700,62,0,0,0,0.800260821
1,0.8,30.1,840,38,0,0,1,0.799982853
2,0.5,3.94,3360,0,0,0,0,0.768847222
1,0.75,29.4,4440,45,0,0,2,0.750716981
1,0.75,18.79,3960,45,0,0,0,0.75065101
1,0.75,29.4,4560,56,0,0,2,0.750425926
1,0.75,18.79,6240,45,0,0,1,0.750395513
1,0.7,21.82,6120,40,0,0,1,0.700236601
1,0.7,30.33,4560,0,0,0,1,0.700211111
2,0.8,4.6,3780,0,0,0,0,0.590617284
2,0.7,3.9,960,0,0,0,0,0.5565625
1,0.5,27.48,6840,30,0,0,1,0.550403509
1,0.5,26.66,6840,30,0,0,2,0.550349708
1,0.5,26.66,6960,23,0,0,2,0.500258046
2,0.7,2.9,3360,0,0,0,0,0.410833333
2,0.75,2.9,960,0,0,0,0,0.4078125
2,0.75,4.6,3360,0,0,0,0,0.376597222
2,0.75,2.9,3360,0,0,0,0,0.271875
2,0.8,4.6,10500,0,0,0,0,0.936355556
2,0.75,4.6,3360,0,0,0,0,0.813611111
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.75,29.4,6240,56,0,0,0,0.75075
1,0.75,18.79,3960,45,0,0,0,0.75065101
1,0.75,29.4,6840,45,0,0,0,0.750473684
1,0.75,18.79,6240,34,0,0,0,0.750395513
1,0.6,27.48,6720,38,0,0,0,0.707446429
1,0.7,21.82,5640,30,0,0,0,0.700236601
1,0.6,26.66,6840,38,0,0,0,0.700019883
1,0.7,30.33,1800,0,0,0,0,0.683550607
1,0.8,11.61,0,50,4,20,0,0.682433036
2,0.6,3.94,960,0,0,0,0,0.673083333
2,0.7,2.9,3360,0,0,0,0,0.664583333
1,0.6,26.66,6840,23,0,0,0,0.600239766
2,0.7,3.9,960,0,0,0,0,0.585
1,0.8,30.1,6960,0,3.5,15,0,0.579511494
2,0.6,3.94,3360,0,0,0,0,0.448722222
2,0.75,2.9,960,0,0,0,0,0.447083333
2,0.8,4.6,3360,0,0,0,0,0.350416667
2,0.7,3.9,1200,0,0,0,0,0.92885
2,0.8,4.6,10080,0,0,0,0,0.86037037
2,0.65,3.94,960,0,0,0,0,0.806879167
1,0.65,26.66,6840,65,0,0,0,0.800579532
1,0.8,15.26,4080,63,0,0,0,0.800401961
2,0.75,2.9,1200,0,0,0,0,0.8004
1,0.8,11.61,0,50,0,0,0,0.800309211
1,0.8,29.4,4680,50,0,0,0,0.800149813
1,0.8,30.1,7080,0,0,0,0,0.800115819
2,0.75,4.6,3360,0,0,0,0,0.773333333
1,0.75,18.79,2880,34,0,0,0,0.750797009
1,0.75,29.4,6840,45,0,0,0,0.750473684
1,0.75,18.79,6240,45,0,0,0,0.750395513
1,0.65,26.66,6780,55,0,0,0,0.750254867
1,0.65,27.48,6720,34,0,0,0,0.700903571
1,0.7,21.82,3600,30,0,0,0,0.70013604
2,0.7,2.9,3360,0,0,0,0,0.632361111
2,0.8,4.6,3780,0,0,0,0,0.607654321
2,0.65,3.94,3360,0,0,0,0,0.537919444
2,0.8,4.6,3360,0,0,0,0,0.342361111
2,0.8,4.6,4200,0,0,0,0,0.999533333
2,0.8,4.6,6300,0,0,0,0,0.902962963
1,0.8,11.41,0,50,0,0,0,0.800701754
1,0.7,26.66,6960,60,0,0,0,0.800566092
1,0.8,15.26,4080,50,0,0,0,0.800401961
1,0.8,29.4,6840,50,0,0,0,0.800333333
1,0.8,30.1,7080,50,0,0,0,0.800115819
1,0.7,26.66,6960,50,0,0,0,0.750770115
1,0.75,29.4,6840,56,0,0,0,0.750473684
1,0.75,18.79,6240,34,0,0,0,0.750395513
1,0.75,20.2,3120,45,0,0,0,0.750212553
2,0.75,4.6,3360,0,0,0,0,0.702777778
1,0.7,27.48,6840,30,0,0,0,0.700659649
1,0.7,21.82,5040,30,0,0,0,0.699984417
2,0.8,4.6,3780,0,0,0,0,0.636049383
