incentive,smv,no_of_workers,over_time,targeted_productivity,department,wip,team,quarter,no_of_style_change,idle_time,idle_men,actual_productivity
0,4.15,15,2700,0.7,2,,5,4,0,0,0,0.966666667
0,3.94,10,1800,0.75,2,,10,4,0,0,0,0.937242424
0,2.9,9,1620,0.8,2,,8,4,0,0,0,0.910521886
94,22.94,57,10260,0.75,1,1606,2,4,0,0,0,0.90064806
94,22.52,57,10260,0.75,1,727,4,4,0,0,0,0.900321106
0,4.15,10,1800,0.75,2,,11,4,0,0,0,0.896022727
0,3.94,8,1440,0.75,2,,3,4,0,0,0,0.895454545
0,3.94,12,2160,0.65,2,,7,4,0,0,0,0.870580808
0,4.08,9,1620,0.7,2,,12,4,0,0,0,0.858585859
75,22.94,57,10260,0.7,1,1472,1,4,0,0,0,0.800643806
69,22.52,56,10080,0.75,1,1332,10,4,0,0,0,0.80062987
63,11.61,32,5640,0.8,1,1009,6,4,0,0,0,0.800537143
69,22.52,57,10260,0.75,1,1266,3,4,0,0,0,0.80035194
40,15.26,34,6120,0.75,1,1316,12,4,0,0,0,0.750079323
56,42.97,57,10260,0.75,1,1282,11,4,0,0,0,0.750041201
50,20.4,58,10440,0.7,1,1382,5,4,0,0,0,0.700250784
0,4.3,12,2160,0.75,2,,4,4,0,0,0,0.651515152
26,22.52,56.5,10170,0.65,1,1295,7,4,0,0,0,0.650416734
23,29.12,58,6660,0.6,1,925,9,4,0,0,0,0.600125217
0,3.94,8,1440,0.75,2,,2,4,0,0,0,0.578314394
0,3.94,8,1440,0.7,2,,1,4,0,0,0,0.578314394
23,15.09,52,9360,0.35,1,1448,8,4,0,0,0,0.34998951
0,3.94,8,1440,0.6,2,,9,4,0,0,0,0.261174242
0,4.15,17,3060,0.7,2,,5,4,0,0,0,0.973796791
0,3.94,8,1440,0.75,2,,2,4,0,0,0,0.970075758
0,3.94,8,1440,0.7,2,,1,4,0,0,0,0.970075758
0,3.94,9,1620,0.75,2,,3,4,0,0,0,0.961784512
0,3.94,19,3420,0.75,2,,10,4,0,0,0,0.955151515
0,4.3,12,2160,0.75,2,,4,4,0,0,0,0.952020202
94,22.52,57,10260,0.75,1,867,4,4,0,0,0,0.900321106
81,22.94,58.5,10530,0.75,1,1636,2,4,0,0,0,0.850223776
75,22.94,58.5,10530,0.7,1,1682,1,4,0,0,0,0.800909609
55,22.52,57.5,10350,0.75,1,1495,3,4,0,0,0,0.800513307
63,11.61,32,5760,0.8,1,1181,6,4,0,0,0,0.800386364
69,22.52,56,10080,0.75,1,1413,10,4,0,0,0,0.800020563
0,3.94,14,2520,0.65,2,,7,4,0,0,0,0.749188312
40,22.52,56.5,10170,0.7,1,360,7,4,0,0,0,0.7005417
40,15.26,34,6120,0.7,1,1296,12,4,0,0,0,0.70043672
50,20.4,58,10440,0.7,1,1217,5,4,0,0,0,0.700250784
26,29.12,58,10440,0.65,1,1086,9,4,0,0,0,0.650407524
0,4.08,9,1620,0.7,2,,12,4,0,0,0,0.618181818
40,42.97,57,10260,0.75,1,532,11,4,0,0,0,0.59114168
23,15.09,52,720,0.5,1,1557,8,4,0,0,0,0.500061916
0,2.9,4,720,0.8,2,,8,4,0,0,0,0.329545455
0,3.94,10,1800,0.75,2,,3,4,0,0,0,1.059621212
0,3.94,21,3780,0.75,2,,10,4,0,0,0,0.997792208
0,4.3,12,2160,0.75,2,,4,4,0,0,0,0.963699495
0,4.15,15,2700,0.7,2,,5,4,0,0,0,0.959191919
0,3.94,10,1800,0.75,2,,2,4,0,0,0,0.910378788
0,3.94,10,1800,0.7,2,,1,4,0,0,0,0.910378788
60,22.52,56.5,10170,0.8,1,1016,4,4,0,0,0,0.850312684
50,11.61,32,5760,0.8,1,1072,6,4,0,0,0,0.800386364
69,22.52,57,10260,0.75,1,1584,3,4,0,0,0,0.80035194
55,22.94,57,10260,0.75,1,1764,2,4,0,0,0,0.800034024
60,22.94,58,10440,0.7,1,1745,1,4,0,0,0,0.800023511
55,22.52,56,10080,0.75,1,1250,10,4,0,0,0,0.800020563
0,4.08,9,1620,0.7,2,,12,4,0,0,0,0.769292929
56,20.4,58,10320,0.75,1,1118,5,4,0,0,0,0.750031447
40,29.12,58,10440,0.7,1,1143,9,4,0,0,0,0.70061442
40,15.26,34,6120,0.7,1,1337,12,4,0,0,0,0.70043672
0,3.94,8,1440,0.65,2,,7,4,0,0,0,0.646306818
23,15.09,52,360,0.6,1,1519,8,4,0,0,0,0.600143365
23,28.08,57,10260,0.35,1,749,11,4,0,0,0,0.350066986
119,22.52,57,6840,0.75,1,1635,2,4,0,0,0,1.000230409
119,22.52,57,6840,0.75,1,1299,3,4,0,0,0,1.000230409
0,3.94,12,1440,0.8,2,,10,4,0,0,0,0.979527778
0,4.3,12,1440,0.8,2,,4,4,0,0,0,0.940625
0,4.15,12,1440,0.5,2,,5,4,0,0,0,0.926388889
70,22.52,56,6720,0.8,1,1134,10,4,0,0,0,0.900129762
0,3.94,12,1440,0.75,2,,3,4,0,0,0,0.861875
60,22.52,56.5,6780,0.8,1,1106,4,4,0,0,0,0.850312684
0,3.94,8,960,0.65,2,,8,4,0,0,0,0.845458333
0,4.15,9,1080,0.7,2,,12,4,0,0,0,0.823555556
0,4.15,8,960,0.5,2,,7,4,0,0,0,0.803541667
55,22.94,58,6960,0.75,1,1871,1,4,0,0,0,0.800263218
0,3.94,10,1200,0.75,2,,2,4,0,0,0,0.788
0,3.94,10,1200,0.75,2,,1,4,0,0,0,0.77815
50,29.12,58,6960,0.7,1,1294,9,4,0,0,0,0.700386207
40,15.26,34,4080,0.7,1,1462,12,4,0,0,0,0.700164706
23,15.09,52,240,0.65,1,976,8,4,0,0,0,0.650307143
34,30.4,32,3840,0.8,1,338,6,4,0,0,0,0.622828125
0,2.9,8,960,0.8,2,,6,4,0,0,0,0.6225
30,20.79,58,6960,0.5,1,1455,5,4,0,0,0,0.500035345
23,48.18,54,6480,0.5,1,1282,11,4,0,0,0,0.37046657
90,22.52,57,6840,0.8,1,1559,2,4,0,0,0,1.000230409
113,22.52,57,6840,0.8,1,1350,3,4,0,0,0,1.000230409
0,2.9,15,1800,0.35,2,,6,4,0,0,0,0.977555556
0,3.94,10,1200,0.75,2,,1,4,0,0,0,0.9456
0,3.94,15,1800,0.8,2,,2,4,0,0,0,0.902222222
60,22.52,56,6720,0.8,1,1175,10,4,0,0,0,0.850532143
81,22.94,58,6960,0.75,1,1868,1,4,0,0,0,0.850362069
0,3.94,10,1200,0.8,2,,10,4,0,0,0,0.840533333
88,20.79,58,6960,0.6,1,1045,5,4,0,0,0,0.800534483
50,22.52,56.5,6780,0.8,1,1342,4,4,0,0,0,0.800489676
0,4.08,9,1080,0.75,2,,12,4,0,0,0,0.755555556
63,29.12,58,6960,0.7,1,1340,9,4,0,0,0,0.750593103
45,15.26,35,3600,0.75,1,1429,12,4,0,0,0,0.750283333
0,4.3,12,1440,0.8,2,,4,4,0,0,0,0.722638889
0,4.15,8,960,0.65,2,,8,4,0,0,0,0.553333333
46,20.1,54,5880,0.5,1,1413,11,4,0,0,0,0.500567308
0,38.09,52,6240,0.7,1,336,8,4,0,0,0,0.467693269
23,18.79,32,1800,0.35,1,511,6,4,0,0,0,0.437995338
0,3.94,8,960,0.6,2,,7,4,0,0,0,0.406354167
0,23.54,55,6600,0.6,1,958,7,4,0,0,0,0.285333333
0,2.9,8,960,0.5,2,,11,4,0,0,0,0.259375
113,22.52,57,6840,0.8,1,1416,2,5,0,0,0,1.000230409
0,4.3,10,1200,0.8,2,,4,5,0,0,0,0.989
100,22.52,57,6840,0.8,1,1287,3,5,0,0,0,0.950185965
88,22.52,57.5,6900,0.8,1,1444,4,5,0,0,0,0.9008
88,22.52,56,6720,0.8,1,1088,10,5,0,0,0,0.900129762
0,2.9,10,1200,0.5,2,,6,5,0,0,0,0.899
0,4.15,8,960,0.65,2,,8,5,0,0,0,0.877552083
0,2.9,8,960,0.6,2,,11,5,0,0,0,0.864583333
0,3.94,10,1200,0.8,2,,10,5,0,0,0,0.85695
0,3.94,10,1200,0.75,2,,1,5,0,0,0,0.853666667
81,22.94,58,6960,0.75,1,1579,1,5,0,0,0,0.850362069
53,29.12,58,6960,0.7,1,1170,9,5,0,0,0,0.850170115
81,20.79,59,7080,0.65,1,1015,5,5,0,0,0,0.800473729
0,3.94,10,1200,0.8,2,,2,5,0,0,0,0.773333333
45,15.26,35,4200,0.75,1,1436,12,5,0,0,0,0.750646667
0,4.08,9,1080,0.75,2,,12,5,0,0,0,0.634666667
46,20.1,51,4320,0.6,1,1601,11,5,0,0,0,0.60059761
23,18.79,33,3960,0.5,1,717,6,5,0,0,0,0.500117677
0,3.94,8,960,0.8,2,,3,5,0,0,0,0.4925
0,23.54,55,6600,0.65,1,830,7,5,0,0,0,0.48792
113,22.52,58,6960,0.8,1,1136,3,5,0,0,0,1.000457471
113,22.52,57,6840,0.8,1,1397,2,5,0,0,0,1.000230409
0,3.94,10,1200,0.8,2,,2,5,0,0,0,0.971866667
0,3.94,8,960,0.8,2,,3,5,0,0,0,0.971866667
0,3.94,10,1200,0.8,2,,4,5,0,0,0,0.971866667
0,3.94,10,1200,0.8,2,,10,5,0,0,0,0.971866667
0,3.94,15,1800,0.75,2,,1,5,0,0,0,0.971866667
0,3.94,2,240,0.75,2,,9,5,0,0,0,0.971866667
0,4.08,9,1080,0.75,2,,12,5,0,0,0,0.971866667
0,3.94,2,240,0.7,2,,5,5,0,0,0,0.971866667
0,3.94,10,1200,0.7,2,,7,5,0,0,0,0.971866667
0,3.94,8,960,0.65,2,,8,5,0,0,0,0.971866667
0,3.94,5,600,0.65,2,,11,5,0,0,0,0.971866667
0,3.94,10,1200,0.6,2,,6,5,0,0,0,0.971866667
93,22.52,56,6720,0.8,1,1116,10,5,0,0,0,0.920236905
88,22.52,57.5,6660,0.8,1,1432,4,5,0,0,0,0.900537069
81,29.12,57,6840,0.75,1,1082,9,5,0,0,0,0.850610526
81,22.94,58,6960,0.75,1,1502,1,5,0,0,0,0.850362069
45,15.26,35,4200,0.75,1,1209,12,5,0,0,0,0.750646667
56,50.89,59,5880,0.7,1,282,5,5,0,0,0,0.656763743
49,20.1,54,6480,0.65,1,1417,11,5,0,0,0,0.650148148
23,18.79,33,3960,0.6,1,799,6,5,0,0,0,0.600710606
0,23.54,56,6720,0.7,1,1109,7,5,0,0,0,0.388830357
0,23.54,54,6480,0.5,1,1144,8,5,0,0,0,0.286984568
0,4.15,8,960,0.65,2,,8,1,0,0,0,1.0115625
113,22.52,57.5,6900,0.8,1,1396,2,1,0,0,0,1.000671304
113,22.94,58.5,3060,0.8,1,1582,1,1,0,0,0,1.000402055
0,3.94,19,2280,0.75,2,,1,1,0,0,0,0.950438596
100,22.52,57,6840,0.8,1,1124,3,1,0,0,0,0.950185965
0,3.94,10,1200,0.8,2,,2,1,0,0,0,0.912766667
0,3.94,18,2160,0.7,2,,7,1,0,0,0,0.892194444
0,3.94,10,1200,0.8,2,,10,1,0,0,0,0.8865
75,22.52,56,6720,0.8,1,1282,10,1,0,0,0,0.850532143
60,22.52,58.5,7020,0.8,1,1472,4,1,0,0,0,0.85011396
0,4.3,12,1440,0.8,2,,4,1,0,0,0,0.845069444
45,29.12,58,6960,0.75,1,1282,9,1,0,0,0,0.750593103
45,15.26,35,1440,0.75,1,1276,12,1,0,0,0,0.750450658
0,4.08,9,1080,0.75,2,,12,1,0,0,0,0.702666667
75,20.1,54,6120,0.7,1,1192,11,1,0,0,0,0.700508929
26,18.79,33,3960,0.65,1,881,6,1,0,0,0,0.651007071
0,24.26,55,6600,0.6,1,1196,8,1,0,0,0,0.466821212
0,24.26,56,6720,0.7,1,1400,7,1,0,0,0,0.411553571
0,2.9,10,1200,0.6,2,,6,1,0,0,0,0.314166667
113,22.94,58.5,7020,0.8,1,16882,1,1,0,0,0,1.000602279
0,3.94,8,960,0.75,2,,9,1,0,0,0,0.994270833
88,22.52,58.5,7020,0.8,1,21385,2,1,0,0,0,0.900158405
70,22.52,57,6840,0.8,1,21266,3,1,0,0,0,0.90014152
88,22.52,56,6720,0.8,1,21540,10,1,0,0,0,0.900129762
0,3.94,10,1200,0.8,2,,10,1,0,0,0,0.85695
0,4.3,12,1440,0.8,2,,4,1,0,0,0,0.809236111
63,15.26,35,3600,0.8,1,12261,12,1,0,0,0,0.800401961
50,22.52,56.5,5940,0.8,1,23122,4,1,0,0,0,0.800393224
55,29.12,58,6960,0.75,1,8992,9,1,0,0,0,0.799963218
0,4.08,9,1080,0.75,2,,12,1,0,0,0,0.740444444
60,20.55,54,6480,0.7,1,9792,11,1,0,0,0,0.700398148
30,18.79,33,3960,0.7,1,2984,6,1,0,0,0,0.700354545
0,4.15,8,960,0.65,2,,8,1,0,0,0,0.561979167
0,3.94,19,2280,0.75,2,,1,1,0,0,0,0.504596491
0,30.1,58,6960,0.5,1,839,5,1,0,0,0,0.500801724
0,24.26,56,6720,0.7,1,2698,7,1,0,0,0,0.295307738
0,2.9,10,1200,0.6,2,,6,1,0,0,0,0.280333333
0,24.26,55,6600,0.65,1,1435,8,1,0,0,0,0.260978788
0,3.94,20,2400,0.8,2,,2,1,0,0,0,1.001416667
113,22.52,57.5,6900,0.8,1,1500,1,1,0,0,0,1.000018551
90,22.52,56,6720,0.8,1,1188,10,1,0,0,0,0.999995238
0,3.94,10,1200,0.8,2,,1,1,0,0,0,0.99485
0,4.15,8,960,0.7,2,,8,1,0,0,0,0.976979167
100,22.52,57,6840,0.8,1,1112,3,1,0,0,0,0.950185965
100,22.52,58,6960,0.8,1,1452,2,1,0,0,0,0.949981609
0,3.94,11,1320,0.75,2,,9,1,0,0,0,0.919954545
63,22.52,56.5,5460,0.8,1,340,4,1,0,0,0,0.800434622
50,15.26,35,2040,0.8,1,1029,12,1,0,0,0,0.800259023
0,4.08,9,1080,0.8,2,,12,1,0,0,0,0.778222222
34,29.12,58,6960,0.75,1,1070,9,1,0,0,0,0.750593103
60,25.31,54,5760,0.7,1,946,11,1,0,0,0,0.700513566
30,18.79,33.5,4020,0.7,1,913,6,1,0,0,0,0.700184577
0,24.26,55.5,6660,0.7,1,1363,8,1,0,0,0,0.586465465
0,24.26,56,6720,0.7,1,1639,7,1,0,0,0,0.541517857
0,4.3,12,1440,0.8,2,,4,1,0,0,0,0.5375
0,2.9,8,960,0.7,2,,6,1,0,0,0,0.495416667
0,30.1,58,6960,0.6,1,415,5,1,0,0,0,0.415172414
100,22.52,57.5,6900,0.8,1,1263,2,1,0,0,0,1.05028058
113,22.52,57,6840,0.8,1,968,3,1,0,0,0,1.000230409
113,22.52,56,6720,0.8,1,1108,10,1,0,0,0,0.999995238
0,3.94,18,2160,0.8,2,,2,1,0,0,0,0.966759259
0,3.94,10,1200,0.8,2,,1,1,0,0,0,0.929183333
0,4.15,25,3000,0.7,2,,8,1,0,0,0,0.915766667
88,22.52,57.5,6900,0.8,1,1532,1,1,0,0,0,0.900147246
38,15.26,34,4080,0.8,1,1094,12,1,0,0,0,0.800401961
50,22.52,58,6960,0.8,1,1086,9,1,0,0,0,0.799963218
0,3.94,8,960,0.7,2,,7,1,0,0,0,0.779791667
0,3.94,8,960,0.75,2,,9,1,0,0,0,0.755166667
30,18.79,33,3360,0.7,1,941,6,1,0,0,0,0.700710417
0,24.26,58,6960,0.7,1,1471,7,1,0,0,0,0.700612069
60,10.05,53,6120,0.7,1,1042,11,1,0,0,0,0.700278846
0,29.12,57,6840,0.7,1,1248,8,1,0,0,0,0.700135088
0,4.08,9,1080,0.8,2,,12,1,0,0,0,0.687555556
0,30.1,58.5,5820,0.65,1,326,5,1,0,90,10,0.650834808
0,2.9,8,960,0.7,2,,6,1,0,0,0,0.531666667
23,30.1,55.5,6060,0.35,1,287,4,1,0,150,15,0.350706422
113,22.52,56.5,6780,0.8,1,1300,2,1,0,0,0,1.000446018
113,22.52,57.5,6900,0.8,1,1485,1,1,0,0,0,1.000018551
113,22.52,56,6720,0.8,1,1039,10,1,0,0,0,0.999995238
0,3.94,22,2640,0.8,2,,2,1,0,0,0,0.999924242
100,22.52,57,6840,0.8,1,1063,3,1,0,0,0,0.950185965
0,2.9,8,960,0.7,2,,6,1,0,0,0,0.9425
0,4.08,9,1080,0.8,2,,12,1,0,0,0,0.906666667
0,3.94,10,1200,0.7,2,,7,1,0,0,0,0.8471
0,3.94,12,1440,0.8,2,,1,1,0,0,0,0.845458333
38,15.26,34,720,0.8,1,1083,12,1,0,0,0,0.800612676
50,29.12,58,6960,0.8,1,1069,9,1,0,0,0,0.799963218
0,3.94,8,960,0.8,2,,10,1,0,0,0,0.771583333
34,10.05,26,2520,0.75,1,668,11,1,0,0,0,0.7504
30,18.79,33,2760,0.7,1,766,6,1,0,0,0,0.700079032
0,30.1,58,6960,0.7,1,557,5,1,0,0,0,0.562212644
0,24.26,58,6960,0.07,1,1608,7,1,0,0,0,0.522844828
23,30.1,53,6360,0.5,1,417,4,1,1,0,0,0.500720126
0,24.26,57,6840,0.7,1,1167,8,1,0,0,0,0.496549708
0,3.94,25,3000,0.8,2,,2,1,0,0,0,1.050666667
113,22.52,58,6900,0.8,1,1186,2,1,0,0,0,1.000018551
100,22.52,57,6840,0.8,1,1060,3,1,0,0,0,0.950185965
88,22.52,57,6780,0.8,1,1534,1,1,0,0,0,0.900135693
88,22.52,56,6720,0.8,1,1142,10,1,0,0,0,0.900129762
0,4.08,9,1080,0.8,2,,12,1,0,0,0,0.899111111
0,3.94,10,1200,0.8,2,,1,1,0,0,0,0.870083333
0,2.9,8,960,0.75,2,,6,1,0,0,0,0.845833333
63,15.26,34,4080,0.8,1,1021,12,1,0,0,0,0.800401961
50,29.12,58,6960,0.8,1,829,9,1,0,0,0,0.799963218
0,3.94,8,960,0.8,2,,9,1,0,0,0,0.771583333
34,18.79,33,1560,0.75,1,813,6,1,0,0,0,0.750520115
45,10.05,27,3240,0.75,1,677,11,1,0,0,0,0.750027778
0,3.94,10,1200,0.7,2,,7,1,0,0,0,0.715766667
0,24.26,58,6960,0.7,1,658,7,1,0,270,45,0.662270115
30,30.1,57,6780,0.6,1,486,4,1,1,0,0,0.600224189
0,30.1,59,7500,0.7,1,687,5,1,0,0,0,0.545657673
0,4.3,8,960,0.8,2,,4,1,0,0,0,0.447916667
0,24.26,57,6840,0.7,1,652,8,1,0,300,37,0.365318713
113,22.52,57.5,6900,0.8,1,1233,2,2,0,0,0,1.000018551
0,4.15,12,1440,0.7,2,,7,2,0,0,0,0.928680556
88,22.52,56,6720,0.8,1,1388,10,2,0,0,0,0.9008
88,22.52,56.5,6780,0.8,1,1615,1,2,0,0,0,0.900135693
88,22.52,56,6720,0.8,1,1283,3,2,0,0,0,0.900129762
0,3.94,10,1200,0.8,2,,1,2,0,0,0,0.893066667
0,4.08,9,1080,0.8,2,,12,2,0,0,0,0.891555556
0,3.94,18,2160,0.8,2,,2,2,0,0,0,0.875555556
0,4.15,15,1800,0.7,2,,8,2,0,0,0,0.840888889
63,15.26,34,2880,0.8,1,1026,12,2,0,0,0,0.800355208
50,29.12,58,6960,0.8,1,909,9,2,0,0,0,0.799963218
34,18.79,33,3960,0.75,1,670,6,2,0,0,0,0.75065101
45,10.05,27,3240,0.75,1,629,11,2,0,0,0,0.750027778
0,30.1,58.5,7020,0.7,1,754,5,2,0,0,0,0.700618234
0,2.9,8,960,0.75,2,,6,2,0,0,0,0.610208333
0,3.94,8,960,0.8,2,,9,2,0,0,0,0.607416667
44,30.1,56.5,6780,0.65,1,712,4,2,1,0,0,0.568259587
0,24.26,58,6960,0.7,1,148,7,2,0,0,0,0.355534483
0,24.26,57,6840,0.7,1,154,8,2,0,0,0,0.353259649
0,3.94,18,2160,0.8,2,,2,2,0,0,0,1.057962963
0,3.94,10,1200,0.8,2,,1,2,0,0,0,0.962016667
88,22.52,56,120,0.8,1,1127,10,2,0,0,0,0.9008
70,22.52,57,3600,0.8,1,1506,1,2,0,0,0,0.900509044
70,22.52,57,360,0.8,1,1413,2,2,0,0,0,0.900477825
0,2.9,8,960,0.75,2,,6,2,0,0,0,0.888125
63,15.26,34,4080,0.8,1,970,12,2,0,0,0,0.800401961
50,22.52,57,5400,0.8,1,1271,3,2,0,0,0,0.800161172
50,29.12,58,6960,0.8,1,1073,9,2,0,0,0,0.799963218
50,30.1,57,3300,0.7,1,767,4,2,1,0,0,0.790003236
45,10.05,54,0,0.75,1,103,11,2,0,0,0,0.750648148
0,4.15,15,1800,0.35,2,,8,2,0,0,0,0.707111111
40,30.1,58,7020,0.7,1,773,5,2,0,0,0,0.700618234
0,3.94,8,960,0.8,2,,9,2,0,0,0,0.697708333
0,18.79,34,4080,0.75,1,708,6,2,0,0,0,0.612517157
0,30.1,58,6960,0.35,1,842,7,2,1,0,0,0.350301724
0,30.1,58,6960,0.35,1,901,8,2,1,0,0,0.350301724
0,4.08,9,1080,0.8,2,,12,2,0,0,0,0.272
0,4.08,9,1080,0.8,2,,12,2,0,0,0,1.004888889
0,3.94,18,2160,0.8,2,,2,2,0,0,0,0.966759259
88,22.52,56,0,0.8,1,1268,10,2,0,0,0,0.90063244
88,22.52,57,0,0.8,1,1546,1,2,0,0,0,0.90047076
88,22.52,57,0,0.8,1,813,3,2,0,0,0,0.90047076
88,22.52,57,0,0.8,1,1512,2,2,0,0,0,0.899984058
0,3.94,12,1440,0.8,2,,1,2,0,0,0,0.853666667
38,29.12,58,2160,0.8,1,1263,9,2,0,0,0,0.8008
50,15.26,34,4080,0.8,1,900,12,2,0,0,0,0.800401961
0,4.15,15,1800,0.7,2,,4,2,0,0,0,0.796755556
0,18.79,34,2400,0.75,1,640,6,2,0,0,0,0.750797009
34,10.05,54,3240,0.8,1,13,11,2,0,0,0,0.750648148
45,30.1,58,7020,0.75,1,855,5,2,0,0,0,0.750356125
0,4.15,8,960,0.35,2,,8,2,0,0,0,0.703770833
40,30.1,58,7020,0.7,1,855,4,2,1,0,0,0.700618234
0,3.94,8,960,0.8,2,,9,2,0,0,0,0.6895
0,2.9,8,960,0.75,2,,6,2,0,0,0,0.628333333
23,30.1,58,6960,0.5,1,1025,7,2,1,0,0,0.500801724
30,30.1,58,6960,0.5,1,1061,8,2,1,0,0,0.393548851
0,4.15,15,1800,0.7,2,,4,2,0,0,0,1.033155556
0,4.08,9,1080,0.8,2,,12,2,0,0,0,1.02
90,22.52,57.5,0,0.8,1,1557,2,2,0,0,0,1.000344928
113,22.52,57,0,0.8,1,1498,1,2,0,0,0,1.000065789
0,4.15,12,1440,0.35,2,,8,2,0,0,0,0.994375
0,3.94,18,2160,0.8,2,,2,2,0,0,0,0.912037037
0,4.15,2,240,0.7,2,,5,2,0,0,0,0.87
75,22.52,56,0,0.8,1,598,10,2,0,0,0,0.850364583
38,18.79,34,3480,0.8,1,656,6,2,0,0,0,0.800947475
50,15.26,34,4080,0.8,1,854,12,2,0,0,0,0.800401961
50,29.12,58,3240,0.8,1,609,9,2,0,0,0,0.800144144
56,30.1,59.5,7380,0.75,1,788,5,2,0,0,0,0.750406233
30,30.1,58,4560,0.6,1,1069,8,2,1,0,0,0.714410494
40,30.1,59.5,5940,0.7,1,667,4,2,1,0,0,0.700588406
0,3.94,12,1440,0.8,2,,1,2,0,0,0,0.618361111
23,30.1,58,3360,0.6,1,829,7,2,1,0,0,0.600070513
0,3.94,8,960,0.8,2,,9,2,0,0,0,0.54175
0,22.52,57,6840,0.8,1,11,3,2,1,0,0,0.536901754
0,11.41,52,3240,0.35,1,434,11,2,1,0,0,0.507903226
138,22.52,57,0,0.8,1,1397,1,2,0,0,0,1.100483918
0,4.15,15,1800,0.7,2,,4,2,0,0,0,1.096633333
113,22.52,57.5,0,0.8,1,1327,2,2,0,0,0,1.000344928
0,4.08,9,1080,0.8,2,,12,2,0,0,0,0.838666667
50,15.26,34,4080,0.8,1,894,12,2,0,0,0,0.800401961
0,4.15,12,1440,0.35,2,,8,2,0,0,0,0.755486111
56,30.1,59,7080,0.75,1,610,5,2,0,0,0,0.750799435
0,18.79,33,3960,0.8,1,779,6,2,0,0,0,0.688017677
0,3.94,12,1440,0.8,2,,1,2,0,0,0,0.664875
0,3.94,8,960,0.8,2,,9,2,0,0,0,0.656666667
0,30.1,59,7080,0.7,1,419,4,2,1,0,0,0.637711864
0,3.94,18,2160,0.8,2,,2,2,0,0,0,0.601944444
0,4.15,2,240,0.7,2,,5,2,0,0,0,0.58
0,30.1,59,7080,0.65,1,909,7,2,1,0,0,0.535677966
0,11.41,55,2280,0.5,1,1039,11,2,2,0,0,0.50012336
0,29.12,58,6960,0.8,1,14,9,2,0,0,0,0.497885057
0,30.1,59,7080,0.65,1,1193,8,2,1,0,0,0.463403955
0,22.52,50,6000,0.8,1,10,10,2,0,0,0,0.441392
0,30.1,58,6960,0.35,1,770,3,2,1,0,0,0.350301724
113,22.52,57,6840,0.8,1,1416,1,2,0,0,0,1.000230409
0,4.15,15,1800,0.7,2,,7,2,0,0,0,0.929277778
0,4.15,20,2400,0.75,2,,4,2,0,0,0,0.902916667
0,4.08,9,1080,0.8,2,,12,2,0,0,0,0.800888889
63,15.26,34,4080,0.8,1,942,12,2,0,0,0,0.800401961
63,22.52,57,3660,0.8,1,674,2,2,0,0,0,0.80037492
0,3.94,12,1440,0.8,2,,1,2,0,0,0,0.796208333
0,30.1,59,7140,0.75,1,481,4,2,1,0,0,0.750392157
56,30.1,59,7140,0.75,1,664,5,2,0,0,0,0.750392157
0,4.15,8,960,0.7,2,,8,2,0,0,0,0.725625
0,30.1,60,5160,0.7,1,824,8,2,1,0,0,0.700206125
0,30.1,60,7200,0.7,1,957,7,2,1,0,0,0.602
23,11.41,55,2280,0.6,1,1039,11,2,2,0,0,0.600447507
0,18.79,34,4080,0.8,1,822,6,2,0,0,0,0.557252451
30,30.1,58,6960,0.5,1,1261,3,2,1,0,0,0.500801724
0,2.9,8,960,0.8,2,,6,2,0,0,0,0.483333333
0,3.94,8,960,0.8,2,,9,2,0,0,0,0.238041667
0,3.94,8,960,0.8,2,,1,3,0,0,0,1.1204375
0,3.94,8,960,0.8,2,,2,3,0,0,0,1.108125
113,22.52,57,6840,0.8,1,1420,1,3,0,0,0,1.000230409
0,4.08,9,1080,0.8,2,,12,3,0,0,0,0.876444444
50,15.26,34,1440,0.8,1,1120,12,3,0,0,0,0.800806306
0,4.15,2,240,0.75,2,,5,3,0,0,0,0.760833333
0,30.1,59.5,7140,0.8,1,679,5,3,0,0,0,0.722568627
0,2.9,10,1200,0.6,2,,11,3,0,0,0,0.715333333
0,30.1,59,7080,0.7,1,881,7,3,1,0,0,0.700632768
40,30.1,59,5880,0.7,1,507,8,3,1,2,10,0.700573099
0,18.79,34,4080,0.75,1,814,6,3,0,0,0,0.681598039
23,11.41,53,2640,0.65,1,700,11,3,2,0,0,0.650223718
0,4.15,8,960,0.7,2,,8,3,0,0,0,0.605208333
0,2.9,8,960,0.8,2,,6,3,0,0,0,0.604166667
0,30.1,59.5,7140,0.75,1,919,4,3,1,0,0,0.598627451
30,30.1,58,6960,0.6,1,1361,3,3,1,0,0,0.475718391
0,22.52,57.5,6900,0.8,1,12,2,3,0,0,0,0.432122899
0,4.15,20,2400,0.75,2,,4,3,0,0,0,0.287041667
0,18.79,54,5280,0.5,1,1688,9,3,1,0,0,0.283054487
113,22.52,57,6840,0.8,1,1422,1,3,0,0,0,1.000230409
0,3.94,10,1200,0.8,2,,9,3,0,0,0,0.960433333
0,4.08,9,1080,0.8,2,,12,3,0,0,0,0.891555556
0,4.15,8,960,0.5,2,,3,3,0,0,0,0.864583333
63,30.1,58,600,0.65,1,1263,3,3,1,0,0,0.802243319
0,30.1,59,0,0.8,1,461,5,3,0,0,0,0.800980392
38,15.26,34,3720,0.8,1,1079,12,3,0,0,0,0.800312375
