duration,contact,housing,pdays,previous,campaign,poutcome,loan,education,balance,marital,job,day,default,month,age,deposit
415,0,0,89,1,1,2,0,1,259,1,9,15,0,6,59,1
382,0,1,-1,0,2,3,0,1,-1206,1,5,15,0,6,56,1
257,0,0,-1,0,1,3,0,2,372,2,4,15,0,6,47,1
181,0,0,-1,0,2,3,0,2,3518,1,4,15,0,6,43,1
284,0,0,-1,0,1,3,0,1,505,2,7,15,0,6,25,1
220,0,0,207,1,1,1,0,1,1776,2,8,15,0,6,31,1
188,0,0,-1,0,1,3,0,2,20585,2,4,15,0,6,27,1
155,0,0,105,1,1,0,0,1,1595,1,0,15,0,6,26,1
322,0,1,90,1,1,2,0,2,1000,2,0,15,0,6,37,1
89,0,0,-1,0,2,3,0,2,138,2,0,15,0,6,27,1
173,0,0,-1,0,1,3,0,2,561,1,4,15,0,6,49,1
129,0,0,-1,0,1,3,0,2,170,2,4,15,0,6,26,1
136,0,0,-1,0,2,3,0,2,502,2,4,16,0,6,28,1
263,0,1,-1,0,2,3,1,1,379,1,1,16,0,6,33,1
245,0,0,-1,0,2,3,0,3,14533,1,9,16,0,6,31,1
162,0,1,-1,0,3,3,1,1,689,1,7,16,0,6,32,1
813,0,0,-1,0,4,3,0,1,2567,2,9,18,0,6,30,1
235,0,0,-1,0,3,3,0,2,443,1,4,18,0,6,34,1
259,0,0,-1,0,2,3,0,0,2074,1,5,18,0,6,58,1
270,0,1,314,2,2,0,1,2,2374,1,4,18,0,6,34,1
280,1,0,92,5,6,1,0,1,1347,2,7,18,0,6,26,1
293,1,0,211,2,5,0,0,2,7443,2,4,19,0,6,49,1
295,0,0,-1,0,3,3,0,2,10583,1,4,22,0,6,57,1
883,1,0,140,1,1,0,0,0,425,1,5,22,0,6,83,1
269,0,0,104,1,1,2,0,2,997,1,4,22,0,6,61,1
983,0,1,-1,0,1,3,0,1,5966,1,5,22,0,6,64,1
459,0,1,109,3,1,0,1,1,2061,1,0,22,0,6,37,1
586,0,0,-1,0,1,3,0,1,0,1,5,22,0,6,68,1
128,0,0,-1,0,1,3,0,2,2887,1,5,30,0,6,71,1
157,0,0,-1,0,1,3,0,2,1464,1,4,30,0,6,54,1
224,0,0,-1,0,1,3,0,2,1315,1,4,30,0,6,37,1
377,0,0,-1,0,1,3,0,3,466,2,8,30,0,6,22,1
571,0,0,-1,0,2,3,0,2,2383,1,4,1,0,5,44,1
140,0,0,-1,0,3,3,1,2,1649,1,2,1,0,5,37,1
260,0,0,65,1,2,2,0,2,132,1,6,1,0,5,72,1
260,0,0,-1,0,2,3,0,0,482,0,5,2,0,5,69,1
342,0,0,-1,0,2,3,0,1,203,1,1,2,0,5,41,1
275,0,1,-1,0,1,3,0,1,88,1,1,2,0,5,44,1
356,0,0,-1,0,1,3,0,1,2881,2,7,2,0,5,32,1
363,1,0,-1,0,1,3,0,1,668,1,5,2,0,5,79,1
218,0,1,-1,0,1,3,0,1,73,1,9,2,0,5,33,1
367,0,0,-1,0,1,3,0,2,1309,1,4,2,0,5,45,1
566,0,1,395,2,1,2,0,2,2763,1,4,2,0,5,40,1
711,1,1,342,1,1,0,0,1,2959,1,2,2,0,5,42,1
396,0,0,-1,0,1,3,0,1,930,2,9,2,0,5,30,1
940,0,1,399,3,1,2,0,2,12956,2,4,2,0,5,28,1
478,0,0,-1,0,2,3,0,1,0,0,3,2,0,5,58,1
503,0,1,147,5,2,2,0,1,19,0,0,2,0,5,39,1
135,0,1,49,3,2,0,0,1,625,1,1,2,0,5,31,1
272,0,0,-1,0,1,3,0,3,5511,1,0,2,0,5,45,1
176,1,0,-1,0,1,3,0,0,1137,1,1,2,0,5,56,1
247,0,0,-1,0,2,3,0,2,1329,0,4,3,0,5,46,1
353,1,0,-1,0,2,3,0,1,1044,1,5,3,0,5,56,1
203,0,0,-1,0,1,3,0,1,302,2,7,3,0,5,27,1
264,0,0,80,1,1,2,0,2,330,1,10,3,0,5,30,1
446,0,0,-1,0,1,3,0,2,2857,2,6,3,0,5,26,1
175,0,0,-1,0,1,3,0,0,68,2,10,3,0,5,35,1
1007,0,0,-1,0,6,3,0,0,1524,1,1,3,0,5,52,1
409,0,0,-1,0,2,3,0,1,1633,1,0,3,0,5,54,1
438,0,0,389,1,2,1,0,0,0,1,2,3,0,5,41,1
257,0,0,-1,0,1,3,0,2,507,2,4,3,0,5,24,1
308,0,0,-1,0,2,3,0,1,643,2,1,3,0,5,28,1
270,0,0,-1,0,3,3,0,2,2785,1,4,6,0,5,62,1
227,0,0,-1,0,2,3,0,1,137,1,9,6,0,5,52,1
316,0,0,-1,0,4,3,0,1,870,2,7,6,0,5,23,1
429,0,0,-1,0,1,3,0,0,8603,1,5,7,0,5,82,1
371,0,0,-1,0,1,3,0,1,18016,1,5,7,0,5,63,1
297,0,1,-1,0,1,3,1,1,51,1,0,7,0,5,32,1
284,0,0,-1,0,1,3,0,2,1032,1,4,7,0,5,31,1
682,0,0,386,1,2,2,0,1,981,1,7,7,0,5,37,1
180,0,0,-1,0,2,3,0,2,431,2,9,7,0,5,40,1
376,0,0,-1,0,1,3,0,1,203,1,5,7,0,5,66,1
224,0,0,-1,0,1,3,0,2,3737,1,4,7,0,5,37,1
370,0,1,412,1,1,0,0,0,7005,1,10,7,0,5,38,1
495,0,0,-1,0,2,3,0,1,111,2,8,7,0,5,27,1
876,1,0,-1,0,1,3,0,0,565,1,5,7,0,5,58,1
388,1,0,-1,0,1,3,0,0,889,1,3,7,0,5,49,1
167,0,1,62,1,1,0,0,1,202,2,4,8,0,5,31,1
361,0,0,229,2,1,0,0,2,307,2,4,8,0,5,31,1
341,0,0,385,1,1,0,0,3,0,1,8,8,0,5,38,1
1006,1,0,-1,0,2,3,0,0,429,1,5,8,0,5,79,1
896,0,0,-1,0,2,3,0,2,4388,1,5,8,0,5,71,1
340,0,0,156,1,1,1,0,2,2557,1,9,8,0,5,52,1
349,0,0,-1,0,1,3,0,3,3122,1,4,8,0,5,55,1
576,1,1,-1,0,1,3,0,1,922,1,1,8,0,5,46,1
315,0,0,-1,0,2,3,0,2,3796,2,4,8,0,5,28,1
153,0,0,-1,0,1,3,0,1,185,2,8,8,0,5,22,1
97,0,1,-1,0,3,3,0,2,151,2,4,8,0,5,49,1
253,0,0,-1,0,2,3,0,3,829,2,8,9,0,5,20,1
104,0,0,-1,0,2,3,0,0,103,2,8,10,0,5,19,1
336,1,0,-1,0,4,3,0,0,79,2,1,10,0,5,34,1
169,0,0,-1,0,2,3,0,2,1609,1,4,14,0,5,73,1
323,0,0,163,2,2,1,0,2,2489,2,4,15,0,5,27,1
125,0,0,-1,0,2,3,0,0,989,0,1,20,0,5,59,1
139,0,0,-1,0,5,3,0,2,58,2,8,24,0,5,25,1
332,0,0,181,2,2,0,0,3,323,2,2,28,0,5,44,1
486,0,0,-1,0,5,3,0,2,5474,2,4,28,0,5,28,1
576,0,0,96,1,1,2,0,2,219,2,4,4,0,1,25,1
849,0,0,-1,0,1,3,0,2,1240,1,4,4,0,1,28,1
218,0,1,-1,0,1,3,1,1,1228,1,0,4,0,1,52,1
642,0,0,-1,0,1,3,0,2,1660,1,4,4,0,1,57,1
185,0,0,-1,0,1,3,0,2,914,0,4,4,0,1,49,1
600,0,0,-1,0,1,3,0,2,1699,1,9,4,0,1,33,1
505,0,1,96,6,1,2,0,1,1167,1,9,4,0,1,47,1
249,0,1,-1,0,1,3,0,1,19317,1,5,4,0,1,68,1
173,0,1,92,5,1,2,0,2,1646,2,9,4,0,1,40,1
120,0,0,96,1,2,2,0,2,242,1,4,4,0,1,46,1
409,0,0,-1,0,4,3,0,1,382,2,9,5,0,1,29,1
1019,0,0,63,2,2,2,0,2,2383,0,4,5,0,1,55,1
475,0,0,93,4,2,2,0,2,2666,1,6,5,0,1,30,1
211,0,0,-1,0,1,3,1,1,1718,0,0,5,0,1,49,1
389,0,0,64,2,1,2,0,2,1147,1,4,5,0,1,48,1
414,0,0,-1,0,1,3,0,1,216,2,8,5,0,1,21,1
277,0,0,-1,0,1,3,0,1,153,1,0,5,0,1,45,1
254,0,0,-1,0,1,3,0,2,1791,1,4,5,0,1,43,1
253,0,0,97,4,1,2,0,2,86,2,4,5,0,1,47,1
179,0,0,69,26,2,1,0,2,6791,2,4,5,0,1,27,1
385,0,0,93,1,2,0,0,3,292,1,8,5,0,1,20,1
150,0,0,97,2,1,2,0,2,1291,2,10,5,0,1,37,1
270,1,0,-1,0,2,3,0,2,175,1,4,5,0,1,61,1
355,0,0,-1,0,1,3,0,1,0,2,7,6,0,1,57,1
131,0,0,98,6,2,2,0,2,0,1,4,6,0,1,40,1
1452,0,1,98,2,1,0,1,1,0,0,0,6,0,1,53,1
256,1,0,-1,0,1,3,0,3,4717,1,11,6,0,1,65,1
254,0,0,-1,0,2,3,0,2,701,1,5,6,0,1,67,1
550,0,0,-1,0,1,3,0,2,3,1,5,6,0,1,66,1
345,0,0,-1,0,2,3,0,2,405,1,4,7,0,1,67,1
342,0,0,-1,0,1,3,0,1,168,1,5,7,0,1,57,1
206,0,0,-1,0,2,3,0,2,4297,1,0,7,0,1,38,1
324,0,0,-1,0,1,3,0,2,10532,0,4,7,0,1,56,1
79,0,0,394,2,1,0,1,2,4693,1,4,7,0,1,46,1
714,0,0,-1,0,1,3,0,1,9064,1,9,7,0,1,69,1
255,0,0,-1,0,1,3,0,1,6983,2,7,7,0,1,32,1
147,0,0,-1,0,2,3,0,2,2,1,5,7,0,1,72,1
273,0,0,95,2,1,0,0,2,1536,1,0,7,0,1,41,1
530,0,0,-1,0,2,3,0,0,1612,1,5,7,0,1,72,1
456,0,0,-1,0,1,3,0,1,1211,1,10,7,0,1,33,1
155,0,0,99,2,1,2,0,1,96,1,0,7,0,1,37,1
262,0,1,99,2,1,2,0,2,0,1,4,7,0,1,34,1
166,0,0,99,2,1,1,0,1,1534,2,0,7,0,1,44,1
215,0,1,99,1,1,0,0,1,3403,2,7,7,0,1,42,1
221,0,1,99,2,1,2,0,1,687,1,10,7,0,1,58,1
130,0,0,-1,0,1,3,0,2,7050,1,9,7,0,1,34,1
353,0,1,-1,0,2,3,0,1,538,0,2,7,0,1,55,1
212,0,0,-1,0,1,3,0,0,2600,1,5,7,0,1,71,1
217,0,0,99,7,1,2,0,1,0,2,8,7,0,1,23,1
231,0,1,-1,0,3,3,0,2,1034,2,4,7,0,1,60,1
167,0,0,-1,0,1,3,0,3,108,2,8,10,0,1,18,1
559,0,0,70,2,1,1,0,1,10185,1,9,10,0,1,54,1
252,0,0,185,2,1,2,0,2,3444,0,5,10,0,1,59,1
235,1,0,102,2,1,0,0,2,1815,2,6,10,0,1,32,1
290,0,0,-1,0,1,3,0,2,52587,0,6,10,0,1,61,1
294,0,0,98,2,3,2,0,2,10884,1,4,10,0,1,31,1
265,0,1,103,3,1,2,0,0,201,1,1,11,0,1,42,1
704,0,0,-1,0,2,3,0,3,190,1,10,11,0,1,42,1
176,0,1,90,4,2,0,0,2,94,2,7,11,0,1,42,1
651,0,0,-1,0,1,3,0,0,1311,0,3,11,0,1,70,1
167,0,1,190,5,1,0,0,1,589,1,9,11,0,1,57,1
408,0,0,-1,0,1,3,0,1,1853,1,5,11,0,1,60,1
254,1,0,-1,0,1,3,0,0,4401,0,1,11,0,1,53,1
140,0,0,-1,0,1,3,0,1,201,0,10,11,0,1,48,1
229,0,0,99,4,2,2,0,2,533,2,4,11,0,1,30,1
315,0,1,-1,0,2,3,0,2,3840,2,4,11,0,1,39,1
149,0,1,78,5,1,0,0,1,994,1,9,11,0,1,42,1
349,0,0,70,3,1,0,0,1,96,2,0,11,0,1,26,1
1244,0,1,-1,0,1,3,1,2,1600,1,4,11,0,1,46,1
221,0,1,461,1,1,2,0,1,100,2,0,11,0,1,40,1
175,0,1,116,2,2,0,0,1,260,1,0,11,0,1,39,1
206,0,1,461,1,1,0,0,0,1013,1,6,11,0,1,58,1
589,0,1,-1,0,2,3,0,1,413,1,1,11,0,1,42,1
182,0,0,104,1,1,2,0,1,181,2,7,12,0,1,31,1
449,1,0,-1,0,1,3,0,1,123,2,8,12,0,1,21,1
582,0,0,-1,0,1,3,0,2,353,2,6,12,0,1,35,1
1336,0,0,-1,0,2,3,0,3,2794,0,9,12,0,1,50,1
239,0,1,100,4,2,0,0,2,3850,2,4,12,0,1,36,1
641,0,0,-1,0,1,3,0,0,2970,1,5,12,0,1,75,1
178,0,0,-1,0,2,3,0,0,6991,2,8,12,0,1,20,1
1064,0,0,-1,0,1,3,0,1,2223,2,0,12,0,1,57,1
147,0,0,104,1,2,0,0,2,27696,1,4,12,0,1,41,1
398,0,0,422,3,4,0,0,1,116,1,9,12,0,1,59,1
307,0,1,-1,0,1,3,0,2,2987,1,4,12,0,1,36,1
267,0,0,-1,0,1,3,0,0,608,2,8,12,0,1,18,1
810,0,1,93,6,3,0,0,2,48,2,4,12,0,1,34,1
306,0,0,457,3,1,0,0,0,113,1,4,12,0,1,55,1
338,0,0,104,1,2,2,0,1,498,2,1,12,0,1,33,1
188,0,0,100,5,3,2,0,2,2643,1,9,12,0,1,43,1
255,0,0,104,1,2,2,0,1,1337,1,7,12,0,1,34,1
293,0,0,104,1,1,2,0,3,618,1,7,12,0,1,35,1
289,0,0,-1,0,2,3,0,1,451,2,9,12,0,1,43,1
562,1,0,-1,0,2,3,0,0,0,1,5,13,0,1,74,1
489,0,0,-1,0,5,3,0,0,11,0,10,13,1,1,45,1
784,0,1,94,10,3,0,0,1,1165,1,1,13,0,1,38,1
414,0,0,-1,0,1,3,0,2,2465,2,4,13,0,1,32,1
148,0,1,-1,0,2,3,0,2,41,2,0,13,0,1,29,1
315,0,0,105,1,2,2,0,1,35,1,0,13,0,1,31,1
399,0,0,430,1,1,0,0,1,3169,1,7,13,0,1,50,1
234,0,0,-1,0,1,3,0,1,14,0,9,13,0,1,44,1
496,0,0,-1,0,2,3,0,1,431,2,8,13,0,1,23,1
293,0,0,105,2,2,2,0,2,616,1,4,13,0,1,56,1
227,0,0,192,1,2,0,0,0,3324,1,5,13,0,1,76,1
204,0,0,105,1,3,0,0,1,113,2,9,13,0,1,28,1
738,0,0,-1,0,1,3,0,2,13014,2,4,13,0,1,34,1
320,0,0,101,2,2,2,0,0,9367,1,5,13,0,1,56,1
393,0,1,462,1,2,2,0,2,2067,2,4,13,0,1,45,1
479,0,0,-1,0,1,3,0,1,376,2,9,13,0,1,36,1
284,0,0,-1,0,3,3,0,2,842,2,5,13,0,1,57,1
354,0,0,-1,0,3,3,0,2,1235,1,9,13,0,1,49,1
640,1,0,101,4,2,2,0,2,1,1,4,13,0,1,49,1
156,0,0,-1,0,2,3,0,2,1276,1,4,14,0,1,37,1
225,0,0,-1,0,1,3,0,2,44,2,10,14,0,1,46,1
209,0,0,106,2,2,2,0,1,255,2,0,14,0,1,26,1
436,0,0,403,5,1,2,0,1,926,1,10,14,0,1,47,1
326,0,0,-1,0,3,3,0,0,1506,1,4,14,0,1,36,1
137,0,0,102,5,1,2,0,3,444,2,8,14,0,1,37,1
185,0,0,-1,0,1,3,0,2,557,1,4,14,0,1,62,1
125,0,0,-1,0,1,3,0,1,535,2,1,14,0,1,26,1
94,0,0,-1,0,4,3,0,2,2671,1,4,14,0,1,45,1
276,0,1,-1,0,2,3,0,1,896,1,9,14,0,1,63,1
201,0,0,-1,0,1,3,0,2,528,2,4,14,0,1,25,1
391,0,0,106,1,3,0,0,3,209,1,5,14,0,1,60,1
190,0,1,270,3,3,0,0,2,226,1,4,14,0,1,44,1
498,0,0,191,1,2,0,0,2,1974,2,10,14,0,1,33,1
880,0,1,267,1,3,1,0,2,942,1,2,14,0,1,39,1
260,0,1,457,1,3,1,0,3,336,1,1,14,0,1,46,1
308,0,1,459,1,1,2,0,0,-306,1,0,17,0,1,42,1
348,0,0,-1,0,1,3,0,3,4623,1,4,17,0,1,56,1
199,1,0,-1,0,1,3,0,1,276,1,5,17,0,1,82,1
286,0,0,-1,0,1,3,0,2,0,1,5,17,0,1,77,1
220,0,0,-1,0,1,3,0,2,1189,2,7,17,0,1,36,1
343,0,0,397,1,2,0,0,2,431,2,4,17,0,1,35,1
711,0,1,-1,0,1,3,0,1,2218,1,9,17,0,1,50,1
606,0,0,196,1,1,2,0,1,1495,1,5,17,0,1,62,1
156,0,1,199,1,1,0,0,2,828,2,4,17,0,1,26,1
205,1,0,-1,0,1,3,0,2,12972,1,4,18,0,1,55,1
215,1,0,197,2,1,0,0,1,948,2,8,18,0,1,22,1
161,0,0,173,1,1,0,0,1,48,2,8,18,0,1,30,1
148,0,0,84,2,1,0,0,2,0,1,3,18,0,1,34,1
216,0,1,-1,0,1,3,0,2,537,1,4,18,0,1,31,1
193,0,0,386,3,1,2,1,1,1938,1,9,18,0,1,55,1
532,0,1,461,5,1,0,0,1,9131,2,9,18,0,1,49,1
441,0,0,-1,0,1,3,0,2,443,0,5,18,0,1,67,1
574,0,0,84,3,1,2,0,1,132,1,0,19,0,1,43,1
225,0,0,-1,0,2,3,0,2,3411,2,9,19,0,1,25,1
335,0,0,-1,0,1,3,0,1,1,0,5,19,0,1,59,1
240,0,0,271,1,2,1,0,1,10905,1,0,19,0,1,44,1
164,0,0,-1,0,1,3,0,2,976,1,4,19,0,1,42,1
634,0,0,-1,0,1,3,0,2,2531,2,4,19,0,1,29,1
232,0,0,-1,0,3,3,0,2,1270,1,4,19,0,1,32,1
145,0,0,84,2,1,2,0,2,5359,2,4,19,0,1,30,1
195,0,0,197,4,1,1,0,1,10596,1,9,19,0,1,38,1
338,0,0,-1,0,1,3,0,2,691,2,8,19,0,1,22,1
267,0,0,-1,0,1,3,0,2,347,2,2,20,0,1,25,1
474,0,0,-1,0,1,3,0,2,9962,2,6,20,0,1,34,1
217,0,0,87,6,1,0,0,2,11862,2,9,20,0,1,27,1
195,0,0,-1,0,1,3,0,2,1756,2,4,20,0,1,35,1
184,0,0,-1,0,1,3,0,1,4068,1,3,20,0,1,45,1
273,0,1,90,3,1,2,0,0,5310,1,4,20,0,1,42,1
228,0,0,183,1,4,1,0,1,215,2,8,21,0,1,20,1
216,0,0,91,1,3,2,0,1,106,1,0,21,0,1,60,1
374,0,0,-1,0,1,3,1,2,0,1,4,21,0,1,47,1
273,0,0,86,1,1,1,0,1,469,2,8,21,0,1,25,1
276,0,0,-1,0,1,3,1,1,2326,1,5,21,0,1,65,1
531,0,0,80,2,2,2,0,1,3370,1,9,21,0,1,50,1
116,0,0,-1,0,1,3,0,1,144,2,8,21,0,1,22,1
126,0,1,88,4,1,2,0,1,733,2,0,21,0,1,43,1
343,0,1,428,2,2,2,0,2,-309,0,5,21,0,1,53,1
534,0,0,-1,0,3,3,0,1,5584,0,5,21,0,1,71,1
744,0,1,109,3,1,2,0,1,61,1,1,21,0,1,28,1
438,0,0,184,3,1,2,0,1,1047,1,10,21,0,1,59,1
130,0,0,94,1,2,2,0,2,265,2,4,24,0,1,29,1
467,0,0,88,4,2,1,0,1,117,1,9,24,0,1,51,1
232,0,0,-1,0,2,3,0,2,5473,1,3,24,0,1,48,1
511,0,1,392,13,1,0,0,0,106,1,1,25,0,1,37,1
192,0,1,193,1,1,2,0,2,127,1,9,25,0,1,37,1
479,0,0,-1,0,1,3,0,2,380,1,5,25,0,1,64,1
412,0,0,-1,0,2,3,0,1,0,1,5,25,0,1,69,1
242,0,0,95,4,6,2,0,2,255,1,4,25,0,1,36,1
291,0,0,95,4,2,2,0,1,2145,1,7,25,0,1,43,1
128,1,0,-1,0,3,3,0,0,91,1,3,26,0,1,63,1
314,1,0,-1,0,1,3,0,1,1853,1,5,26,0,1,70,1
323,0,0,-1,0,1,3,0,0,11262,2,9,26,0,1,60,1
189,1,0,-1,0,1,3,0,0,0,0,5,26,0,1,86,1
186,0,0,-1,0,1,3,0,1,1129,1,5,26,0,1,72,1
624,0,0,-1,0,1,3,0,2,108,1,5,26,0,1,60,1
257,0,1,474,3,1,0,0,2,1696,2,4,26,0,1,43,1
700,0,0,92,1,4,0,0,3,854,0,4,27,0,1,57,1
157,1,1,119,1,2,1,0,2,223,2,4,27,0,1,28,1
259,0,1,475,4,3,2,0,1,40,2,1,27,0,1,36,1
212,0,0,-1,0,1,3,0,1,2048,1,5,27,0,1,66,1
445,0,0,-1,0,3,3,0,2,3689,2,9,27,0,1,33,1
398,0,1,477,1,2,0,0,1,539,2,9,27,0,1,36,1
81,0,0,94,1,1,2,0,1,590,2,9,27,0,1,29,1
162,0,0,-1,0,2,3,0,1,780,1,10,28,0,1,62,1
207,0,1,130,5,3,1,0,1,1464,1,1,28,0,1,34,1
622,0,0,-1,0,1,3,0,2,1311,2,10,28,0,1,29,1
173,0,1,164,4,1,1,0,2,7,1,4,28,0,1,30,1
370,0,1,116,4,1,2,0,2,636,1,9,28,0,1,32,1
261,0,0,-1,0,1,3,0,0,24277,2,1,28,0,1,39,1
155,0,0,93,8,2,0,0,1,1872,0,0,28,0,1,55,1
207,0,0,98,1,8,0,0,2,490,2,4,28,0,1,36,1
160,0,0,98,1,3,0,0,2,118,2,8,31,0,1,27,1
473,1,1,283,1,2,2,1,2,4119,1,4,31,0,1,45,1
186,0,1,101,2,3,2,0,3,1504,1,4,31,0,1,55,1
267,0,1,474,1,1,0,0,1,2087,1,1,31,0,1,52,1
470,0,0,97,3,1,0,0,2,5689,2,4,31,0,1,49,1
219,0,1,157,12,1,0,0,0,201,1,1,31,0,1,30,1
265,0,1,476,4,2,2,0,2,119,1,4,1,0,11,39,1
120,0,1,98,5,1,2,0,2,17964,0,4,1,0,11,48,1
212,0,0,-1,0,1,3,0,2,1113,1,4,1,0,11,36,1
82,0,0,-1,0,1,3,0,1,1596,1,0,1,0,11,27,1
181,0,0,98,2,1,0,0,2,2635,1,4,1,0,11,51,1
378,0,1,386,1,2,2,0,1,568,1,9,2,0,11,48,1
140,0,0,-1,0,2,3,0,1,2626,1,5,2,0,11,70,1
233,0,0,-1,0,2,3,0,1,4752,1,5,2,0,11,63,1
121,0,1,100,5,3,1,0,1,528,2,7,2,0,11,34,1
260,0,0,94,8,1,2,0,2,2552,1,0,3,0,11,46,1
365,0,0,94,1,1,2,0,2,3343,2,6,3,0,11,31,1
331,0,0,99,2,1,1,0,1,995,1,0,3,0,11,32,1
733,0,0,93,1,1,2,0,2,7968,2,10,3,0,11,40,1
316,0,0,-1,0,3,3,0,1,0,2,0,4,0,11,30,1
328,0,0,94,2,2,2,0,0,2587,1,4,4,0,11,55,1
730,0,1,157,4,1,0,0,2,6468,0,4,4,0,11,57,1
879,0,0,-1,0,1,3,0,1,4744,2,0,4,0,11,59,1
230,0,1,93,7,1,2,0,1,1231,2,9,4,0,11,26,1
770,1,0,-1,0,3,3,0,3,3443,1,5,4,0,11,73,1
563,0,0,100,4,1,1,0,1,2568,2,0,4,0,11,30,1
569,1,0,-1,0,4,3,0,2,1644,1,5,7,0,11,64,1
281,0,0,97,2,3,2,0,2,1354,1,9,7,0,11,36,1
350,0,0,98,5,1,2,0,1,602,1,0,7,0,11,55,1
219,0,0,-1,0,1,3,0,2,1795,1,5,7,0,11,63,1
211,0,1,294,1,1,0,0,1,0,1,9,7,0,11,52,1
587,0,0,-1,0,1,3,0,2,268,2,4,7,0,11,34,1
351,0,1,95,6,1,2,0,1,52,1,7,7,0,11,36,1
231,0,0,94,3,1,2,0,2,924,2,4,7,0,11,31,1
293,0,0,-1,0,1,3,0,0,3033,2,5,8,0,11,47,1
495,0,0,92,3,1,2,0,2,6574,1,0,8,0,11,50,1
206,0,0,-1,0,1,3,0,1,0,0,5,8,0,11,70,1
169,0,0,-1,0,1,3,0,3,108,2,8,8,0,11,18,1
165,0,0,97,4,1,2,0,1,409,1,6,8,0,11,33,1
445,0,0,-1,0,2,3,0,1,726,2,9,8,0,11,24,1
260,0,0,96,1,1,2,0,1,1871,2,0,8,0,11,25,1
137,0,1,-1,0,1,3,0,2,1094,2,4,8,0,11,26,1
519,0,0,131,2,1,0,0,2,2915,2,4,8,0,11,32,1
140,0,0,-1,0,1,3,0,3,480,2,8,8,0,11,25,1
400,0,0,95,1,2,2,0,2,1227,1,4,8,0,11,58,1
376,1,0,-1,0,2,3,0,2,1205,1,4,8,0,11,42,1
298,1,0,-1,0,3,3,1,1,161,2,1,8,0,11,30,1
475,0,0,-1,0,5,3,0,0,802,0,5,9,0,11,76,1
276,1,0,79,3,1,0,0,1,723,1,5,9,0,11,79,1
394,0,0,-1,0,1,3,0,0,6538,1,5,9,0,11,70,1
234,0,0,100,1,1,0,0,2,147,2,4,9,0,11,30,1
408,0,0,-1,0,1,3,0,1,0,1,5,9,0,11,60,1
345,0,0,-1,0,1,3,0,1,1416,1,10,9,0,11,51,1
397,0,1,-1,0,1,3,0,2,14220,1,5,9,0,11,71,1
344,0,0,295,1,1,0,0,2,12569,2,4,9,0,11,31,1
344,0,1,-1,0,1,3,0,1,555,2,0,9,0,11,32,1
278,0,0,132,4,2,0,0,2,158,1,4,9,0,11,34,1
259,0,1,98,4,2,2,1,1,261,2,0,9,0,11,28,1
84,0,0,-1,0,3,3,0,2,786,1,4,10,0,11,45,1
230,1,1,-1,0,3,3,0,0,27,1,2,10,0,11,53,1
260,0,0,95,3,3,2,0,2,0,2,11,11,0,11,38,1
212,0,1,-1,0,1,3,0,1,2815,2,0,11,0,11,56,1
285,0,0,-1,0,1,3,0,1,3082,1,9,11,0,11,42,1
91,2,1,100,2,1,1,0,1,1233,1,9,11,0,11,47,1
210,0,0,-1,0,1,3,0,3,739,1,5,11,0,11,73,1
108,0,1,129,2,2,0,0,1,640,1,1,11,0,11,46,1
106,0,0,-1,0,2,3,0,2,1843,1,5,11,0,11,73,1
240,1,0,95,3,2,1,0,1,322,2,1,11,0,11,28,1
658,0,0,95,2,4,1,0,2,7331,1,4,11,0,11,46,1
290,1,0,-1,0,2,3,0,0,1765,1,5,11,0,11,74,1
335,0,1,-1,0,4,3,0,2,1236,0,5,14,1,11,71,1
185,1,1,-1,0,2,3,1,1,6046,0,0,14,0,11,41,1
961,0,0,-1,0,5,3,0,0,934,1,5,14,0,11,73,1
170,0,0,92,3,1,0,0,1,1013,0,9,15,0,11,47,1
722,1,1,-1,0,1,3,0,2,596,0,9,15,0,11,49,1
215,0,0,-1,0,1,3,0,1,4775,1,0,15,0,11,40,1
107,0,0,105,2,2,2,0,0,3109,1,1,15,0,11,57,1
173,0,0,99,4,2,0,0,1,388,1,3,15,0,11,50,1
89,0,0,106,1,2,2,0,1,262,1,1,15,0,11,34,1
875,0,0,-1,0,1,3,0,1,654,1,7,15,0,11,56,1
126,0,0,134,1,2,1,0,2,1855,2,9,15,0,11,32,1
91,0,0,103,3,1,2,0,2,810,0,4,15,0,11,50,1
106,0,0,105,3,1,2,0,1,1664,0,10,15,0,11,54,1
925,0,0,104,2,1,2,0,2,362,2,4,15,0,11,26,1
1702,0,0,105,2,3,2,0,2,1293,1,9,16,0,11,40,1
152,0,1,103,1,1,2,0,2,874,2,4,16,0,11,29,1
292,0,0,-1,0,1,3,0,0,10943,1,3,16,0,11,52,1
387,0,0,-1,0,1,3,0,1,4539,1,9,16,0,11,38,1
543,0,0,-1,0,1,3,0,2,2817,1,4,17,0,11,46,1
890,0,0,-1,0,5,3,0,2,1646,2,4,18,0,11,26,1
267,0,0,114,2,2,0,0,2,808,2,4,18,0,11,25,1
1104,0,0,88,2,2,1,0,2,44,1,5,18,0,11,70,1
773,1,0,92,2,1,2,0,0,425,1,5,22,0,11,83,1
83,0,0,113,3,1,2,0,2,2367,0,4,22,0,11,43,1
173,0,0,141,2,1,2,0,1,10252,1,1,22,0,11,45,1
239,0,1,99,2,1,2,0,2,1000,2,0,22,0,11,37,1
369,0,0,-1,0,1,3,0,1,4380,0,5,22,0,11,71,1
