 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Class
0.54857895,0.597197994,0.590127951,0.599316796,0.599403278,0.999030674,0.797548275,0.80943522,0.303672929,0.781704571,311000000.0,645000000.0,0.463442457,0.000441044,0.191618585,0.222114534,0.222114534,0.222114534,0.267372601,0.331435241,0.084819335,0.122954157,0.228515478,0.022144409,0.848082896,0.690043042,0.690043042,0.217668323,9080000000.0,0.000651759,0.264772206,0.385781081,0.007302317,0.006194112,0.630797866,0.012201461,0.169422862,0.830577138,0.005475232,0.371809038,0.005365848,0.122917583,0.220420783,0.402176782,0.178410795,0.000797379,0.007927691,0.000210945,0.00050534,0.05983871,0.026596948,0.398147939,0.007264727,0.781784873,0.559828125,0.629878626,0.059787815,0.006323655,0.001981675,0.159969516,0.346222514,0.277384604,0.002882776,0.900731543,0.734927094,0.336018885,0.001378674,0.942608712,0.002827699,0.00936651,0.000155882,0.000143033,0.593935597,4160000000.0,0.671579522,0.171084362,0.900731543,0.336018885,0.112838626,0.656348343,0.461300469,0.595033893,0.317482695,0.039645407,0,0.828741007,0.004596481,0.624458657,0.599316336,0.843581607,0.283627843,0.026839546,0.565379024,1,0.021051848,0
0.473504607,0.527365896,0.522779592,0.603734559,0.603734559,0.998987575,0.797334401,0.809271822,0.303389416,0.781522255,0.000143852,4720000000.0,0.462560076,0.000335034,0.0,0.174118242,0.174118242,0.174118242,0.212158457,0.318525854,0.01222076,0.096734794,0.167884311,0.022039208,0.847949222,0.689066947,0.689066947,0.217553972,6940000000.0,0.000439397,0.26353902,0.375852241,0.011546298,0.007026315,0.626027041,0.006634202,0.124376455,0.875623545,0.005680125,0.375592452,0.007003144,0.096715358,0.166940653,0.398930633,0.061469265,0.000888681,0.007117331,4800000000.0,0.000144491,0.02,0.009635298,0.392799801,0.009206582,0.800235301,0.238998571,0.376873874,0.045666618,0.007119326,0.003912216,0.061598797,0.34230585,0.277382582,0.011780568,0.46244789,0.735459794,0.328985949,0.016878425,0.930339184,0.002192355,0.015605352,0.000252023,0.000162225,0.594001401,8240000000.0,0.671546443,0.230894563,0.46244789,0.328985949,0.12134558,0.624400432,0.455499121,0.571271877,0.311584172,0.025338208,0,0.792508515,0.002414456,0.624021147,0.603732228,0.839765326,0.279590478,0.026271742,0.560287672,1,0.029950478,0
0.533174085,0.590002181,0.572300444,0.608577523,0.608577523,0.999028363,0.797652445,0.809497975,0.303860004,0.781771519,0.00018074,0.0,0.46069131,0.000262026,0.257414718,0.193628587,0.193628587,0.193628587,0.236361917,0.31686355,0.023776033,0.102678935,0.193266551,0.022083504,0.84799289,0.689327295,0.689327295,0.217585218,7420000000.0,0.000488133,0.263625273,0.371828546,0.010779374,0.007014462,0.630697525,0.003636728,0.084046316,0.915953684,0.010867789,0.37141202,0.006325558,0.102683733,0.192293191,0.399655423,0.109445277,0.000704047,0.008974583,8460000000.0,0.001593941,0.025806452,0.033926237,0.399595215,0.002706674,0.794327216,0.244823474,0.359520561,0.042754668,0.007139184,0.003587903,0.062893809,0.339187421,0.277365755,0.009750521,0.695407338,0.734448675,0.328500983,0.0,0.943891295,0.002484641,0.021640043,0.000133763,9300000000.0,0.593959203,4510000000.0,0.671566014,0.033033909,0.695407338,0.328500983,0.110933234,0.635215028,0.456985822,0.560485558,0.313558897,0.027112362,0,0.828219103,0.001230549,0.623786664,0.608572541,0.842133999,0.277416761,0.02681116,0.565252004,1,0.045619812,0
0.522839175,0.586513301,0.580277317,0.596650283,0.596650283,0.998932228,0.797597247,0.80950839,0.303964176,0.781784291,8560000000.0,3070000000.0,0.455556394,0.000274027,0.014171475,0.2218617,0.2218617,0.2218617,0.244681857,0.303883426,0.030854394,0.091116359,0.194772916,0.021989113,0.847844076,0.68941729,0.68941729,0.217595867,0.000122333,0.000622512,0.264096945,0.361443314,0.009719782,0.007363189,0.630859166,0.007182265,0.130181093,0.869818907,0.006276453,0.376049861,0.007352905,0.091683359,0.189729281,0.399128912,0.094452774,0.000584339,0.010806218,0.000273617,0.000388083,0.026935484,0.016459322,0.390380136,0.007305642,0.794189674,0.399878786,0.415978432,0.041954225,0.009078913,0.002759218,0.080383667,0.330368998,0.27707804,0.002010714,0.580538523,0.735136413,0.329967492,0.012519061,0.940107816,0.002706336,0.008783383,0.000223382,0.000220582,0.593976359,6140000000.0,0.671588576,0.132384084,0.580538523,0.329967492,0.119736551,0.657327077,0.462081951,0.521070398,0.316963419,0.030010015,0,0.820455709,0.004198238,0.625062675,0.596649475,0.842067744,0.279988075,0.026870543,0.565510479,1,0.0284731,0
0.492273193,0.557075883,0.547352642,0.602531025,0.602487784,0.999070307,0.797500686,0.809419856,0.303507124,0.781702045,4110000000.0,84900000.0,0.464611694,0.000188019,0.005263691,0.18284101,0.18284101,0.18284101,0.223692919,0.320258895,0.015094454,0.102923215,0.176470588,0.022119678,0.848086907,0.689595375,0.689595375,0.217626943,6620000000.0,0.000463153,0.264096945,0.380323013,0.007130087,0.00576179,0.630788619,0.003372272,0.079571908,0.920428092,0.005802567,0.371729634,0.006072682,0.102879151,0.175499585,0.397742299,0.08095952,0.000689844,0.009169275,0.000177125,0.000202741,0.021129032,0.053928293,0.411648312,0.033619978,0.761603277,0.20692526,0.246390976,0.008685605,0.005856365,0.000707132,0.064842949,0.348014163,0.277567565,0.003644695,0.756405313,0.732542831,0.328523504,0.003784242,0.936727942,0.002578347,0.007198221,0.000118557,0.000103662,0.593929246,1190000000.0,0.671566833,0.19877327,0.756405313,0.328523504,0.112157958,0.637763023,0.457660096,0.583993127,0.313905444,0.04057014,0,0.810636853,0.021798511,0.623569686,0.602526177,0.840973732,0.277225117,0.026847511,0.565413501,1,0.048285841,0
0.616194608,0.655037069,0.642914503,0.616324825,0.616324825,0.999191863,0.797712208,0.809545106,0.303622172,0.781821203,0.000141423,0.0,0.471873716,0.025923592,0.240408948,0.197842485,0.197842485,0.197842485,0.268128959,0.333804909,0.046962203,0.14583503,0.226105295,0.022134959,0.848091331,0.689577486,0.689577486,0.217612319,8270000000.0,0.000511465,0.264769098,0.387811557,0.010698875,0.010670167,0.63062595,0.005374844,0.109441606,0.890558394,0.005519642,0.3696383,0.005365848,0.144030811,0.22321846,0.395634915,0.185907046,0.002909519,0.002174052,19100000.0,0.000447847,0.041451613,0.006797585,0.397164243,0.002230924,0.806515067,0.486234223,0.465825044,0.017165516,0.010836599,0.001108533,0.081871568,0.362910594,0.27697486,0.0,0.70218124,0.735590691,0.329611291,0.0,0.953234586,0.002637266,0.027659621,0.00010199,0.000112912,0.59394933,1100000000.0,0.671573859,0.222771769,0.70218124,0.329611291,0.110933234,0.646073175,0.459999111,0.644243293,0.315032119,0.027313542,0,0.86191352,0.002909475,0.623981449,0.616319948,0.844897111,0.278677157,0.026794361,0.56517363,1,0.034457533,0
0.488178228,0.544592237,0.534557524,0.604995748,0.605096643,0.998987344,0.79742363,0.809342649,0.303545796,0.781595518,0.000165938,9510000000.0,0.469127601,0.000291029,0.304686709,0.184231596,0.184231596,0.184947958,0.219343859,0.326837377,0.035285933,0.099584724,0.175416133,0.022074986,0.848072144,0.689302452,0.689266846,0.21757809,6200000000.0,0.000455467,0.263734061,0.389217987,0.010804334,0.007517901,0.630797523,0.004289662,0.094355595,0.905644405,0.006089496,0.370720873,0.007238959,0.099508199,0.174391072,0.401197444,0.166416792,0.00085216,0.007417053,0.000124006,0.000571156,0.036290323,0.035110086,0.39506117,0.007559677,0.809579896,0.361987988,0.485542741,0.091411785,0.007813701,0.005721363,0.084490067,0.360199936,0.277296886,0.008073838,0.838407868,0.73550395,0.329456923,0.001663268,0.935931167,0.002277693,0.035510278,0.000106939,8210000000.0,0.593951254,5880000000.0,0.671584109,0.146126455,0.838407868,0.329456923,0.112055461,0.66669855,0.465590673,0.625253991,0.317827178,0.02705106,0,0.805873752,0.0045947,0.623816486,0.604992216,0.84071687,0.27789006,0.026831862,0.565345287,1,0.040400021,0
0.537074051,0.619712167,0.619519246,0.63336168,0.63336168,0.999458084,0.79797713,0.810226168,0.303528152,0.782534047,0.000148362,3500000000.0,0.474821134,0.000843084,0.0,0.208503645,0.208503645,0.208503645,0.237874634,0.324078659,0.005429768,0.10780881,0.184906229,0.023653571,0.85479492,0.691189662,0.691189662,0.217794153,0.00022919,0.001065328,0.266745926,0.3817667,0.01416033,0.013282811,0.630971494,0.002336334,0.060041721,0.939958279,0.00509406,0.37210764,0.005365848,0.107772729,0.180634945,0.394685051,0.032983508,0.000779118,0.008114697,19100000.0,2570000000.0,0.013387097,0.008727583,0.406401936,0.071057618,0.776599002,0.167882317,0.16083563,0.083385645,0.014297737,0.019939947,0.021761373,0.354248915,0.27697486,0.0,0.32639647,0.733270764,0.32689987,0.02684437,0.942628269,0.003249078,0.005423508,0.000311479,0.000332218,0.594042101,0.000420859,0.671715332,0.703708286,0.32639647,0.32689987,0.116215787,0.679593166,0.47420286,0.592098788,0.318870715,0.02070411,0,0.828336904,0.003092083,0.622884118,0.633360121,0.841929558,0.276473378,0.0269568,0.565841192,1,0.064248573,0
0.530931604,0.598342782,0.580063173,0.599655515,0.599655515,0.999026399,0.797525864,0.809427538,0.303642959,0.781694045,3970000000.0,3070000000.0,0.465787642,0.000577058,0.121672234,0.240824238,0.240824238,0.240824238,0.26160537,0.334406168,0.081749021,0.120267079,0.214807562,0.022132194,0.848093472,0.689499264,0.689499812,0.217604541,7540000000.0,0.000504378,0.264251579,0.383154502,0.012496685,0.011226632,0.630782113,0.005650243,0.112948575,0.887051425,0.070271037,0.371018357,0.005365848,0.120238735,0.211944801,0.400814284,0.193403298,0.001036795,0.006104595,0.000313933,0.028131882,0.044032258,0.15255497,0.425374822,0.000561501,0.86297198,0.747076587,0.794508799,0.339690371,0.01137641,0.015056504,0.119502834,0.353863863,0.277070952,0.003246873,0.999509882,0.739435137,0.331282185,0.0,0.94823286,0.002879225,0.009434055,0.000169933,0.000164994,0.593979669,0.000203469,0.671572447,0.002681319,0.999509882,0.331282185,0.110933234,0.643251729,0.459346601,0.613307964,0.314614922,0.02343407,0,0.831824849,0.011461462,0.624935821,0.599655396,0.842731519,0.278876822,0.026839079,0.565376986,1,0.033304627,0
0.506361819,0.568251199,0.55511537,0.608534283,0.608534283,0.999067765,0.797515212,0.809410482,0.303537578,0.78166794,0.000140614,3580000000.0,0.465636664,0.000328033,0.187670817,0.181787535,0.181787535,0.181787535,0.22511109,0.323371295,0.023065172,0.106750265,0.181441591,0.022098091,0.848115294,0.689445451,0.689445451,0.217643711,7200000000.0,0.000453721,0.264023902,0.380211244,0.01079123,0.004195951,0.630925604,0.004252273,0.093781177,0.906218823,0.00516525,0.373431779,0.005365848,0.105517286,0.179036272,0.403126645,0.12143928,0.001253893,0.005039771,3730000000.0,0.000136926,0.027580645,0.016021621,0.397650438,0.014900555,0.818966844,0.255759764,0.564625288,0.024697601,0.004726947,0.001330365,0.098249232,0.353197297,0.277614999,0.016005793,0.982579246,0.736062761,0.329979864,0.0,0.939865621,0.002397211,0.020026407,0.000192071,8590000000.0,0.593976794,232000000.0,0.671572428,0.431540093,0.982579246,0.329979864,0.110933234,0.643109293,0.45932262,0.603288434,0.314590861,0.027083787,0,0.815559921,0.001197603,0.62360854,0.608533057,0.841373398,0.277862741,0.026875707,0.565531683,1,0.04065907,0
0.48798323,0.532599215,0.542748541,0.601298664,0.601413973,0.998997974,0.797382128,0.809308668,0.30345105,0.781570255,9620000000.0,645000000.0,0.466470396,0.000168017,0.02540743,0.166069698,0.166069698,0.166069698,0.214805711,0.3219212,0.01324924,0.097467633,0.169993221,0.022220059,0.848255708,0.689704385,0.689704385,0.217629163,6160000000.0,0.000445536,0.264616795,0.383024105,0.013390286,0.006788632,0.633985151,0.004261392,0.09393234,0.90606766,0.005432156,0.372913978,0.005365848,0.097431889,0.169037026,0.399100778,0.089955022,0.001111866,0.005682764,6690000000.0,0.000155082,0.023548387,0.007846305,0.392901563,0.006034211,0.844648632,0.490589783,0.624768805,0.211224839,0.010173689,0.012706608,0.087925273,0.354066641,0.277200336,0.008656208,0.876789844,0.737623019,0.329583042,0.001655768,0.928641919,0.002233107,0.016083808,0.000272978,0.000218026,0.594022255,0.000249879,0.671573723,0.28358641,0.876789844,0.329583042,0.112363191,0.644488512,0.459690621,0.606033325,0.314779704,0.021885401,0,0.796241776,0.00308514,0.622162534,0.601298603,0.840060275,0.277869716,0.030674242,0.569119304,1,0.040592508,0
0.627163262,0.684419974,0.68558274,0.612973666,0.612973666,0.999158816,0.797604303,0.809514119,0.303503015,0.781791308,0.000120724,6470000000.0,0.46669854,0.000492049,0.018321692,0.208503645,0.208503645,0.208503645,0.298666919,0.344839782,0.083337115,0.17213582,0.246516532,0.022460644,0.848425027,0.690495152,0.690495152,0.217707706,0.00014237,0.000885207,0.266525243,0.398513468,0.009580625,0.00759089,0.630693758,0.010173356,0.155999637,0.844000363,0.005439081,0.372002514,0.006654602,0.172146498,0.236339643,0.408706591,0.260869565,0.000892739,0.007091714,0.000184577,0.000669501,0.075,0.005411042,0.395502137,0.001329788,0.832412407,0.697478931,0.804596476,0.257646679,0.008057636,0.008708504,0.156860003,0.355946443,0.277203229,0.004286138,0.958147978,0.739054939,0.334914346,0.000781545,0.952739058,0.002607371,0.030240037,0.000157493,0.000140646,0.593958226,0.000142164,0.671604232,0.194248929,0.958147978,0.334914346,0.11217958,0.717805014,0.471524357,0.641715618,0.329301402,0.030438188,0,0.86277346,0.00146521,0.623968889,0.612972221,0.846574505,0.282157319,0.026816307,0.565275529,1,0.023180164,0
0.487105738,0.547645007,0.536163606,0.607582986,0.607763156,0.998984687,0.797441753,0.809345774,0.303583017,0.78160408,0.000211384,6490000000.0,0.462511428,0.000365037,0.334041907,0.174328937,0.174328937,0.174328937,0.220100217,0.320471104,0.031973623,0.098770458,0.176771861,0.02207407,0.847960445,0.689489453,0.689489453,0.21759295,6770000000.0,0.000450152,0.264014578,0.379717596,0.007804656,0.004550292,0.632055383,0.014599805,0.182332134,0.817667866,0.005298675,0.380403639,0.00687823,0.098539254,0.175605158,0.40846946,0.106446777,0.000663468,0.009544995,5250000000.0,0.000211063,0.038548387,0.01431488,0.393082472,0.008629097,0.785152441,0.346727067,0.542747154,0.079955549,0.004837735,0.003272893,0.129440067,0.34294869,0.277807658,0.008013837,0.674834379,0.73562463,0.335035556,0.007661418,0.934449827,0.002269041,0.029125223,0.000205301,0.000132677,0.593949394,8320000000.0,0.671580594,0.252840405,0.674834379,0.335035556,0.121094912,0.653248465,0.460724652,0.578082714,0.31705971,0.037170497,0,0.80261268,0.002047778,0.623631175,0.607582537,0.84084072,0.285367282,0.027227245,0.566630337,1,0.019290562,0
0.432749963,0.498092019,0.494887307,0.592585653,0.592355035,0.998812406,0.797179321,0.809181725,0.303484646,0.78143229,0.000136567,4670000000.0,0.457733827,0.000320032,0.0,0.175045299,0.175045299,0.175045299,0.197693108,0.306182358,0.028449567,0.075563879,0.149356029,0.021923625,0.847609468,0.688230073,0.688230073,0.217453157,841000000.0,0.000411498,0.26325928,0.359012332,0.005892025,0.003863444,0.629983493,0.013552923,0.177041449,0.822958551,0.005090611,0.38122116,0.006005655,0.075545133,0.148367393,0.406402268,0.106446777,0.000628975,0.010059902,9570000000.0,0.000140709,0.032741935,0.005126096,0.389396441,0.004937346,0.749478547,0.359415647,0.493207267,0.085225383,0.004186951,0.002929758,0.154221864,0.331512982,0.256057723,0.004758235,0.830757375,0.731811347,0.336264572,0.005392735,0.925055574,0.002050409,0.018646364,0.000203477,0.000151043,0.593913421,9660000000.0,0.671575941,0.370588957,0.830757375,0.336264572,0.117155786,0.647086924,0.459875821,0.512470439,0.315526811,0.048737659,0,0.776340295,0.002592199,0.623270427,0.592580902,0.837789872,0.284608194,0.026678262,0.564555704,1,0.019983277,0
0.552186418,0.605811164,0.596445206,0.600159991,0.600159991,0.999020968,0.797446733,0.809359445,0.303515825,0.781622326,5310000000.0,321000000.0,0.479546732,550000000.0,0.162668286,0.197463234,0.197463234,0.197463234,0.246100028,0.343778737,0.122494971,0.129712564,0.199216691,0.022080597,0.848006266,0.689314167,0.689315148,0.217583735,6690000000.0,0.000436078,0.263449658,0.399510078,0.010505427,0.010188562,0.630620471,0.00368506,0.084832361,0.915167639,0.011359166,0.369637181,0.006662523,0.12886153,0.197730186,0.401272469,0.508245877,0.002030982,0.003114206,0.187319209,0.010734703,0.083870968,0.153512624,0.422842089,0.002324013,0.807816701,0.509616696,0.488429989,0.063609579,0.010638621,0.003851468,0.087353291,0.393100722,0.276975348,1150000000.0,0.961325099,0.735241298,0.32941599,0.0,0.946057791,0.002450766,0.033476644,2630000000.0,3360000000.0,0.593926516,1380000000.0,0.671576355,0.030476293,0.961325099,0.32941599,0.110933234,0.667148172,0.466395572,0.711725052,0.317740615,0.027808081,0,0.839229059,0.009114485,0.623962079,0.600160035,0.842858851,0.277451826,0.026793283,0.565168515,1,0.045171927,0
0.52225418,0.589784126,0.577546978,0.607806397,0.607806397,0.999023741,0.797797979,0.809680772,0.304123456,0.781965625,0.000172992,543000000.0,0.464281221,0.000325033,0.049701387,0.194260672,0.194260672,0.194260672,0.236929186,0.320188159,0.012583753,0.098933312,0.188898094,0.022157953,0.848259649,0.689526098,0.689526098,0.217609057,6060000000.0,0.00048676,0.264161441,0.377454268,0.00754943,0.006746834,0.630856769,0.003469847,0.081234695,0.918765305,0.006637408,0.372229541,0.005380472,0.098799811,0.187474549,0.396583439,0.053973013,0.000622889,0.010143585,0.000179035,0.000244349,0.017741935,0.006891588,0.39337645,0.003563376,0.7640073,0.212813445,0.233843028,0.038604722,0.006711047,0.003493143,0.058294942,0.34648045,0.277278249,0.002520596,0.66544856,0.732684904,0.328303045,0.005925479,0.942613828,0.002685958,0.01256619,0.000168894,0.000158987,0.593940467,765000000.0,0.671519548,0.11377064,0.66544856,0.328303045,0.112769966,0.608495652,0.448722801,0.580248965,0.310128274,0.038388489,0,0.82950579,0.003582548,0.623813041,0.607805508,0.842189188,0.277295302,0.026866986,0.565495757,1,0.047264112,0
0.515331741,0.568142172,0.575994432,0.6383704,0.6383704,0.99899289,0.797431101,0.809360877,0.303547246,0.781622887,0.000694282,0.0,0.46891791,0.000868087,0.0,0.172179849,0.172179849,0.172179849,0.224543821,0.333875645,0.038658741,0.101050403,0.181140318,0.022100777,0.848511809,0.716820007,0.690707573,0.217738175,60400000.0,0.000632993,0.264438073,0.39557021,0.006248966,0.002071774,0.631581417,0.00650927,0.123015993,0.876984007,0.007724918,0.370785738,0.005365848,0.1010064,0.176065153,0.398610439,0.194902549,0.109240867,5810000000.0,4450000000.0,0.001534934,0.056129032,0.006362822,0.392618891,0.000461475,0.75515541,0.145032155,0.352310738,0.097009498,0.002497351,0.004909952,0.104594692,0.358878741,0.283204197,0.010040191,0.802866983,0.732243704,0.330904511,0.002779077,0.936699191,0.002248781,0.160453273,6020000000.0,2230000000.0,0.593916963,5270000000.0,0.671587048,0.058188096,0.802866983,0.330904511,0.112525374,0.678028557,0.466503162,0.63758967,0.320170876,0.046065199,0,0.813653488,0.000911244,0.62370132,0.638367935,0.841445058,0.279500066,0.027218758,0.566609942,1,0.03032045,0
0.583922391,0.63622983,0.630547674,0.611164762,0.611171968,0.999052744,0.798037447,0.80985797,0.304481412,0.782154818,0.000197854,0.000146185,0.481546346,0.00019902,0.110638729,0.204711137,0.204711137,0.204711137,0.251110901,0.326412959,0.013944976,0.101213256,0.20305792,0.022064114,0.847994984,0.689522289,0.689522289,0.217607458,8310000000.0,0.000493573,0.264466047,0.380686264,0.012774999,0.008669511,0.630617389,0.001558468,0.042930133,0.957069867,0.00594592,0.369978281,0.009666569,0.101169248,0.201983259,0.396271283,0.068965517,0.000758828,0.008325613,0.000105854,0.000162647,0.017419355,0.008892088,0.39466543,0.007029943,0.778557317,0.141883565,0.189183658,0.012657438,0.009363414,0.002341464,0.028270345,0.376575479,0.27723491,0.009159245,0.586916698,0.733274526,0.327051856,0.0,0.952707543,0.002926816,0.013714834,0.000117303,9130000000.0,0.593962078,2220000000.0,0.671570446,0.196960865,0.586916698,0.327051856,0.110933234,0.641560877,0.458516113,0.618006463,0.314416345,0.022929549,0,0.851918861,0.003759331,0.623923194,0.611164482,0.843086014,0.275909272,0.026792603,0.565165281,1,0.089062502,0
0.55540389,0.608264283,0.591894641,0.611705271,0.611647617,0.999087292,0.797633216,0.809485606,0.3037029,0.781758747,0.000171026,0.0,0.466462008,0.000566057,0.252657152,0.202688467,0.202688467,0.202688467,0.24553276,0.323795713,0.03592117,0.116440029,0.202681329,0.022094266,0.848019841,0.68946865,0.68946865,0.217600874,758000000.0,0.000479299,0.264183199,0.380742148,0.014582794,0.010338908,0.630686908,0.003118759,0.0750975,0.9249025,0.007226867,0.370189652,0.005639441,0.116395525,0.201734409,0.402230371,0.152923538,0.000631004,0.010020622,8940000000.0,0.000876024,0.031129032,0.037612914,0.407815291,0.005509604,0.840211743,0.416454777,0.55716787,0.08491043,0.010546875,0.006218088,0.072142184,0.35426173,0.277216714,0.010770539,0.891157377,0.736893861,0.328734645,0.0,0.954640513,0.002475553,0.029175317,0.000149716,0.000114486,0.593980288,6440000000.0,0.671582336,0.084318463,0.891157377,0.328734645,0.110933234,0.66006244,0.464930132,0.598569624,0.316713589,0.020107784,0,0.837902537,0.000677176,0.623915685,0.611703675,0.842652859,0.277041089,0.026808735,0.565240843,1,0.05125346,0
0.502705601,0.55031618,0.550029445,0.603107569,0.603107569,0.998967008,0.7974228,0.80934317,0.303586884,0.781605203,0.000154375,8930000000.0,0.453779891,0.00050405,0.098795425,0.178205722,0.178205722,0.178205722,0.219911128,0.30536889,0.029901538,0.096083381,0.174512315,0.022060242,0.848384323,0.703000752,0.703000752,0.217719045,8230000000.0,0.000443938,0.264380571,0.35547297,0.012370008,0.00834948,0.631771483,0.007245187,0.130815975,0.869184025,0.010812227,0.376650421,0.005365848,0.096072109,0.173516326,0.40271535,0.143928036,0.000689844,0.009160736,0.000145216,0.001960086,0.034193548,0.055758413,0.393139006,0.003323164,0.845641068,0.608160141,0.677581854,0.092132253,0.010749907,0.004733628,0.103029175,0.323561972,0.277111742,0.004535492,0.744130685,0.738957326,0.331051823,0.005288073,0.931421115,0.002276577,0.028570642,0.000203842,0.000187743,0.593990875,7640000000.0,0.67158685,0.031340497,0.744130685,0.331051823,0.116974269,0.665619812,0.463678175,0.491928499,0.318358501,0.023672326,0,0.803746481,0.001267483,0.624200075,0.603109159,0.840687954,0.280033439,0.027223778,0.566622034,1,0.028318487,0
0.486228246,0.548026603,0.544140479,0.598444774,0.598444774,0.998953142,0.797404401,0.8093433,0.303583742,0.781533062,9340000000.0,0.0,0.471709318,0.00079708,0.0,0.177110109,0.177110109,0.177110109,0.212253002,0.321426045,0.01553307,0.094617702,0.171273631,0.021998263,0.847911507,0.689186893,0.689186893,0.217555432,5990000000.0,0.000443315,0.263811766,0.379484743,0.016869838,0.012083789,0.632810167,0.003403277,0.08008586,0.91991414,0.005169226,0.373058246,0.005365848,0.094639048,0.17031144,0.39710861,0.088455772,0.000927232,0.006816755,0.00015133,8090000000.0,0.022258065,0.022898521,0.391363832,0.034779773,0.80096655,0.233810832,0.282635083,0.025434432,0.013530715,0.004185023,0.031842533,0.352231644,0.277134163,0.008970362,0.363594538,0.734779649,0.327333169,0.016820574,0.934363318,0.002295431,0.014152417,0.000118848,0.000102166,0.593973107,3050000000.0,0.671573638,0.55225808,0.363594538,0.327333169,0.117170462,0.644374223,0.459723278,0.595318141,0.314751487,0.017390013,0,0.80137157,0.003424982,0.623089158,0.598440277,0.840385757,0.277247091,0.028872766,0.56850055,1,0.047959942,0
0.495880661,0.557293938,0.542266717,0.601298664,0.601269837,0.999010222,0.797417405,0.809333926,0.303486821,0.781594255,8160000000.0,2460000000.0,0.463739379,0.000954095,0.229577892,0.188361215,0.188361215,0.188361215,0.220289307,0.323194454,0.043846515,0.105366013,0.175868042,0.022113435,0.848040357,0.689428226,0.689428226,0.217597363,7720000000.0,0.000458736,0.26405887,0.384682016,0.011944425,0.008113045,0.633047835,0.008245561,0.140369441,0.859630559,0.006044168,0.378068502,0.005365848,0.105338154,0.174858608,0.409008029,0.163418291,0.000444341,0.014203068,0.000107383,0.000938814,0.040967742,0.071477461,0.403767441,0.015223401,0.855848546,0.673890771,0.77740027,0.055733185,0.010024774,0.002415318,0.122235511,0.346505441,0.27714646,0.005310238,0.825774982,0.740185888,0.332310652,0.003260196,0.936561583,0.002285372,0.020861505,0.000201255,0.000178767,0.593987432,3990000000.0,0.671579932,0.12986456,0.825774982,0.332310652,0.11545937,0.656732394,0.461776606,0.591222466,0.317013012,0.02450423,0,0.802715464,0.00125197,0.624293244,0.601294416,0.840636437,0.280758836,0.028036581,0.567884288,1,0.026159701,0
