age,job,balance,contact,day,month,duration,pdays,deposit
34,1,262,0,15,11,89,106,1
56,7,654,0,15,11,875,-1,1
32,9,1855,0,15,11,126,134,1
50,4,810,0,15,11,91,103,1
54,10,1664,0,15,11,106,105,1
26,4,362,0,15,11,925,104,1
40,9,1293,0,16,11,1702,105,1
29,4,874,0,16,11,152,103,1
52,3,10943,0,16,11,292,-1,1
38,9,4539,0,16,11,387,-1,1
46,4,2817,0,17,11,543,-1,1
26,4,1646,0,18,11,890,-1,1
25,4,808,0,18,11,267,114,1
70,5,44,0,18,11,1104,88,1
83,5,425,1,22,11,773,92,1
43,4,2367,0,22,11,83,113,1
45,1,10252,0,22,11,173,141,1
37,0,1000,0,22,11,239,99,1
71,5,4380,0,22,11,369,-1,1
27,4,20585,0,23,11,299,100,1
47,0,2601,0,24,11,261,-1,1
42,4,238,0,25,11,692,-1,1
77,5,0,0,25,11,210,-1,1
61,4,3371,0,28,11,299,-1,1
57,4,10583,0,28,11,341,98,1
34,4,16,1,29,11,316,119,1
40,1,1451,0,30,11,117,121,1
84,2,0,1,30,11,992,-1,1
26,8,132,0,1,10,194,119,1
37,9,189,0,1,10,238,107,1
47,4,288,0,1,10,101,-1,1
37,4,1027,0,1,10,137,119,1
28,4,6784,0,1,10,502,115,1
54,4,1464,0,2,10,194,94,1
54,4,8295,0,2,10,849,119,1
61,5,2917,0,6,10,215,-1,1
30,9,158,0,6,10,144,-1,1
60,5,1588,0,6,10,728,-1,1
44,4,282,0,6,10,296,-1,1
33,4,5437,0,7,10,201,58,1
25,0,1185,0,7,10,290,114,1
54,11,895,0,7,10,335,-1,1
24,1,1857,0,8,10,147,92,1
36,9,4596,0,8,10,234,175,1
58,5,565,1,8,10,153,93,1
33,4,1781,0,8,10,611,183,1
27,0,3415,0,9,10,266,184,1
60,0,12039,1,12,10,261,187,1
56,10,12,0,12,10,511,187,1
25,9,139,0,12,10,138,-1,1
21,8,2488,0,12,10,180,-1,1
73,5,7111,0,12,10,146,-1,1
67,4,361,0,13,10,411,-1,1
51,2,2109,0,13,10,79,-1,1
48,4,1093,0,13,10,1226,-1,1
35,4,2646,0,13,10,221,182,1
61,6,6,0,13,10,210,182,1
35,9,670,0,13,10,301,-1,1
36,0,592,0,13,10,204,99,1
83,5,1965,1,13,10,1003,-1,1
50,4,313,1,14,10,958,-1,1
66,3,40,1,14,10,290,-1,1
58,9,4198,0,15,10,441,246,1
30,4,536,0,15,10,244,105,1
54,1,1311,1,15,10,485,184,1
26,0,766,0,15,10,457,-1,1
43,7,2557,1,15,10,166,183,1
40,10,79,0,15,10,570,135,1
57,4,1318,0,16,10,115,185,1
75,5,3771,1,16,10,186,183,1
77,5,0,0,16,10,847,60,1
31,4,6138,0,16,10,154,119,1
22,7,129,0,16,10,258,-1,1
50,4,469,0,16,10,170,183,1
27,4,893,0,16,10,154,-1,1
73,5,519,1,16,10,434,57,1
37,7,4017,0,16,10,156,-1,1
44,9,643,0,16,10,324,143,1
40,9,2338,0,16,10,717,-1,1
61,4,0,0,16,10,136,-1,1
61,9,6481,0,19,10,131,-1,1
47,1,820,0,19,10,98,-1,1
47,7,1784,0,19,10,385,-1,1
76,3,1411,1,19,10,233,187,1
30,8,7529,0,19,10,328,-1,1
39,9,206,0,20,10,148,195,1
72,5,1388,1,20,10,513,-1,1
77,5,1807,1,20,10,373,-1,1
36,9,480,0,20,10,213,-1,1
65,5,571,0,20,10,349,183,1
54,9,3994,0,20,10,595,187,1
46,0,1693,0,20,10,427,-1,1
28,4,80,0,20,10,676,146,1
61,4,267,0,21,10,192,184,1
53,3,2581,0,21,10,828,189,1
27,8,1134,0,21,10,825,183,1
55,10,309,0,21,10,467,184,1
33,4,6807,0,21,10,512,184,1
87,5,6746,1,21,10,749,-1,1
57,4,375,0,21,10,135,-1,1
33,6,658,0,21,10,307,208,1
51,9,371,0,21,10,287,-1,1
76,5,2693,0,21,10,107,-1,1
19,8,329,0,22,10,252,-1,1
33,0,79,0,22,10,249,335,1
55,4,0,0,22,10,360,-1,1
31,1,6281,0,22,10,257,128,1
92,5,775,0,22,10,313,-1,1
30,9,411,0,22,10,127,149,1
68,5,2144,0,22,10,277,184,1
41,9,431,0,22,10,133,107,1
29,6,123,0,22,10,247,184,1
27,1,3792,0,22,10,504,183,1
78,5,4807,1,22,10,1002,-1,1
82,5,8603,0,22,10,306,107,1
29,9,2178,0,22,10,260,139,1
76,5,2991,0,22,10,344,183,1
38,4,4174,0,23,10,336,184,1
60,9,10925,0,23,10,270,185,1
33,7,2411,0,23,10,130,161,1
43,1,14646,0,23,10,210,-1,1
61,5,86,0,23,10,149,-1,1
43,9,11115,0,23,10,476,74,1
57,4,6900,0,23,10,255,185,1
33,4,5878,0,23,10,438,430,1
77,4,1780,0,23,10,221,183,1
35,9,183,0,23,10,281,52,1
59,5,3648,1,23,10,257,126,1
76,5,4112,1,23,10,282,-1,1
73,5,542,0,26,10,355,180,1
81,5,243,0,27,10,131,-1,1
41,11,942,0,27,10,143,188,1
57,9,254,0,27,10,207,-1,1
28,9,0,0,27,10,96,267,1
38,1,0,0,27,10,297,75,1
52,7,992,0,27,10,424,515,1
22,8,23,0,27,10,137,-1,1
53,11,732,0,27,10,759,-1,1
60,0,4629,0,27,10,624,-1,1
56,4,0,0,27,10,298,111,1
38,3,70,0,27,10,255,148,1
44,4,5063,0,27,10,418,-1,1
69,5,4572,1,27,10,146,56,1
36,8,129,0,27,10,149,-1,1
75,6,4984,1,28,10,509,-1,1
65,5,1004,0,28,10,371,-1,1
64,5,4787,0,28,10,501,-1,1
30,0,914,0,28,10,524,272,1
57,3,2326,0,28,10,207,194,1
31,4,81,0,29,10,164,-1,1
36,4,203,0,29,10,139,-1,1
64,4,3951,0,29,10,164,-1,1
54,9,240,0,29,10,142,-1,1
26,0,338,0,29,10,209,188,1
51,6,0,0,29,10,1707,-1,1
72,5,0,0,29,10,189,-1,1
30,4,944,0,29,10,251,-1,1
60,1,5,0,29,10,401,-1,1
30,4,697,0,29,10,215,80,1
66,5,1948,0,29,10,106,269,1
50,9,3654,0,29,10,215,78,1
47,4,551,0,29,10,124,-1,1
80,5,997,0,29,10,746,86,1
61,4,477,0,29,10,377,520,1
47,4,3663,0,29,10,424,213,1
30,9,853,0,29,10,279,148,1
21,8,8278,0,29,10,445,-1,1
62,4,7458,0,30,10,212,-1,1
26,9,44,0,30,10,217,-1,1
36,1,1193,0,30,10,640,-1,1
87,5,230,0,30,10,144,-1,1
61,5,8729,0,30,10,480,-1,1
70,5,2384,0,30,10,196,-1,1
60,4,3401,0,30,10,294,270,1
41,7,881,0,30,10,257,-1,1
22,8,1522,0,30,10,368,-1,1
60,5,4243,0,30,10,416,-1,1
54,9,473,0,2,9,182,81,1
35,6,5462,0,2,9,188,186,1
59,4,4412,0,2,9,162,-1,1
29,8,10332,0,2,9,46,-1,1
48,4,0,0,3,9,1233,351,1
37,4,238,0,3,9,149,-1,1
36,4,62,0,3,9,566,182,1
52,0,2398,0,3,9,412,-1,1
67,5,704,0,3,9,537,-1,1
36,6,506,0,3,9,217,70,1
64,4,2352,0,3,9,181,183,1
29,9,938,0,3,9,358,-1,1
27,4,1720,0,3,9,284,273,1
76,5,1492,1,3,9,383,-1,1
34,4,1778,0,4,9,358,162,1
54,9,0,0,6,9,464,192,1
67,5,942,0,6,9,455,84,1
24,9,556,0,6,9,368,80,1
53,0,10541,0,9,9,178,-1,1
33,8,1536,0,9,9,262,94,1
24,8,235,0,9,9,118,-1,1
32,4,935,0,9,9,165,91,1
60,6,10861,0,9,9,98,91,1
64,2,2331,1,9,9,201,-1,1
35,4,1228,0,9,9,696,88,1
24,8,125,0,9,9,263,90,1
42,4,2816,0,10,9,193,-1,1
40,4,0,0,10,9,147,96,1
33,4,22867,0,10,9,266,92,1
71,3,1311,0,10,9,301,91,1
52,10,94,0,10,9,293,190,1
47,0,0,0,10,9,213,190,1
49,4,3371,0,11,9,269,-1,1
26,4,943,0,11,9,166,195,1
40,4,9366,0,11,9,69,-1,1
32,9,6746,0,11,9,199,-1,1
33,7,1076,0,11,9,131,96,1
35,4,0,0,11,9,229,96,1
53,4,1624,0,11,9,166,97,1
20,8,801,0,11,9,244,-1,1
44,6,1070,0,11,9,172,91,1
21,8,123,1,11,9,513,91,1
36,1,3623,2,12,9,71,378,1
31,4,533,0,12,9,90,93,1
42,9,994,0,12,9,227,93,1
33,7,386,0,12,9,253,92,1
29,4,1026,0,12,9,226,92,1
30,10,2424,0,12,9,110,279,1
32,4,1331,0,12,9,126,92,1
54,11,2206,0,12,9,104,99,1
82,5,0,1,12,9,226,-1,1
47,4,4693,0,12,9,89,97,1
48,1,1230,0,12,9,169,196,1
77,5,3417,0,12,9,134,-1,1
38,0,1767,0,12,9,893,-1,1
27,8,5291,0,12,9,192,92,1
43,7,3403,0,12,9,707,97,1
33,9,133,0,12,9,627,192,1
27,0,4745,1,12,9,411,192,1
76,5,3324,0,13,9,122,92,1
81,5,5220,1,13,9,135,94,1
71,5,2600,0,13,9,186,98,1
39,0,260,0,13,9,226,94,1
18,8,608,0,13,9,210,93,1
58,7,462,0,13,9,495,93,1
44,9,14,0,13,9,167,92,1
67,5,1146,0,13,9,259,92,1
31,7,181,0,13,9,239,93,1
61,5,3114,0,13,9,381,-1,1
36,9,376,0,13,9,193,92,1
56,5,9367,1,13,9,271,92,1
24,8,382,0,13,9,256,92,1
33,0,920,0,16,9,130,95,1
34,1,129,0,16,9,295,200,1
58,0,169,0,16,9,301,94,1
64,5,679,1,16,9,167,-1,1
27,1,535,0,16,9,183,94,1
63,4,3115,0,16,9,432,-1,1
23,8,1234,0,16,9,250,-1,1
37,9,197,0,16,9,175,200,1
43,4,3186,0,16,9,380,88,1
35,9,3160,0,16,9,445,95,1
33,1,195,0,16,9,984,-1,1
75,5,6027,0,16,9,1248,94,1
40,0,764,2,17,9,85,-1,1
52,4,583,0,17,9,209,91,1
55,9,0,0,17,9,134,91,1
71,5,5715,0,17,9,747,-1,1
78,5,1204,1,17,9,135,-1,1
35,9,4922,0,17,9,393,201,1
52,9,234,0,17,9,255,-1,1
31,4,9421,0,25,9,372,-1,1
31,0,4198,0,25,9,234,-1,1
38,4,3576,0,25,9,349,183,1
28,8,1925,0,25,9,487,97,1
72,5,1129,0,25,9,208,91,1
29,0,265,0,25,9,414,184,1
46,3,38,0,25,9,541,-1,1
53,9,1982,0,27,9,160,-1,1
58,9,3399,1,30,9,1628,188,1
22,8,691,0,30,9,260,103,1
28,0,330,0,2,2,357,188,1
31,9,318,0,2,2,310,-1,1
26,1,644,0,2,2,346,-1,1
60,5,4,0,2,2,415,190,1
29,9,1165,0,3,2,244,184,1
36,0,4708,0,3,2,284,171,1
68,5,2820,0,3,2,154,97,1
48,4,1147,0,3,2,155,120,1
53,10,980,0,3,2,352,-1,1
39,9,2983,0,3,2,472,-1,1
28,7,339,0,3,2,350,182,1
72,5,1940,1,4,2,705,-1,1
29,4,1445,0,4,2,271,-1,1
26,8,294,0,4,2,208,-1,1
49,4,5887,0,4,2,439,185,1
43,4,11891,0,4,2,821,242,1
28,8,78,0,4,2,232,310,1
44,0,733,0,4,2,360,105,1
73,5,5028,0,4,2,696,-1,1
39,4,481,0,7,2,929,189,1
29,8,314,0,7,2,415,116,1
31,9,684,0,7,2,620,-1,1
30,8,1681,0,7,2,329,-1,1
50,0,10250,0,7,2,254,385,1
42,4,254,0,9,2,288,183,1
37,0,0,0,9,2,179,190,1
49,9,307,0,9,2,854,-1,1
59,10,957,0,9,2,479,-1,1
80,5,155,1,9,2,343,-1,1
86,5,614,1,9,2,595,-1,1
69,5,426,1,9,2,395,-1,1
79,5,8304,0,9,2,456,275,1
36,7,4721,0,9,2,149,-1,1
49,4,395,0,10,2,336,-1,1
69,5,3588,0,10,2,429,-1,1
66,5,2540,1,10,2,441,156,1
32,4,883,0,10,2,798,185,1
47,4,4402,1,10,2,805,190,1
58,4,256,0,10,2,422,188,1
64,5,43,0,10,2,232,-1,1
72,5,3856,0,10,2,582,115,1
79,5,3025,0,11,2,166,126,1
30,9,2326,0,14,2,420,175,1
36,4,925,0,14,2,321,189,1
53,2,1961,0,15,2,351,-1,1
34,4,2037,0,15,2,324,-1,1
29,8,459,0,15,2,279,189,1
29,4,572,0,16,2,314,195,1
81,5,452,1,16,2,443,-1,1
57,5,5313,0,16,2,283,196,1
72,5,1533,0,16,2,546,-1,1
34,7,1337,0,17,2,330,127,1
57,4,2986,0,17,2,222,231,1
66,3,1230,0,17,2,726,-1,1
27,8,538,0,18,2,170,197,1
50,4,5108,0,18,2,406,182,1
75,5,1341,0,18,2,415,-1,1
50,7,320,1,21,2,294,315,1
32,0,131,0,21,2,322,189,1
59,5,2074,0,21,2,467,186,1
68,5,1443,1,21,2,2062,257,1
31,9,3338,0,21,2,264,-1,1
64,6,661,0,21,2,367,294,1
30,10,7105,0,22,2,321,-1,1
60,0,3735,0,22,2,190,188,1
35,4,538,0,22,2,410,165,1
72,5,4657,0,22,2,305,309,1
30,1,5,0,23,2,282,203,1
52,10,230,0,24,2,422,-1,1
33,4,1808,0,28,2,250,-1,1
84,5,81204,1,28,2,679,313,1
43,4,3518,0,28,2,206,196,1
39,9,25,0,28,2,315,210,1
25,9,2551,0,28,2,400,-1,1
38,0,11303,0,28,2,473,216,1
44,4,2724,0,28,2,893,-1,1
20,8,755,0,29,2,284,-1,1
32,4,718,0,29,2,155,197,1
23,7,870,0,29,2,296,176,1
35,10,978,0,29,2,1370,209,1
61,4,544,0,29,2,63,200,1
46,4,461,0,30,2,369,-1,1
70,5,2795,0,8,4,301,-1,1
25,9,139,0,11,4,202,91,1
57,5,1044,1,11,4,585,192,1
55,0,1633,0,11,4,210,192,1
33,4,6513,0,11,4,170,343,1
73,5,1388,1,11,4,767,83,1
34,10,15,0,12,4,377,-1,1
31,9,2544,0,12,4,229,279,1
25,1,2007,0,12,4,265,-1,1
30,9,2166,0,12,4,316,-1,1
28,6,4579,0,12,4,409,-1,1
21,8,2488,1,12,4,661,92,1
87,5,2190,1,12,4,512,-1,1
22,8,254,0,13,4,143,-1,1
28,6,1579,0,13,4,163,91,1
31,10,330,0,13,4,260,194,1
60,5,938,0,13,4,380,-1,1
41,9,5372,0,13,4,248,-1,1
24,8,3176,0,13,4,108,-1,1
54,4,496,0,13,4,452,-1,1
35,9,0,0,14,4,187,-1,1
70,5,482,1,14,4,372,196,1
62,1,180,0,14,4,183,90,1
59,9,4198,0,14,4,309,91,1
48,10,817,0,14,4,517,282,1
45,0,5021,0,14,4,233,-1,1
36,0,991,0,14,4,589,-1,1
33,7,133,0,14,4,305,274,1
32,0,366,0,14,4,366,-1,1
60,5,979,0,15,4,295,347,1
39,4,2939,0,15,4,348,-1,1
37,0,4803,0,15,4,396,-1,1
85,5,1255,0,15,4,233,-1,1
79,5,8556,1,18,4,326,272,1
64,5,588,0,18,4,366,91,1
42,9,994,0,18,4,453,67,1
47,1,820,0,18,4,262,91,1
66,5,203,0,18,4,353,195,1
61,5,86,0,25,4,639,94,1
27,0,2855,0,25,4,240,301,1
63,5,474,0,25,4,423,-1,1
36,4,203,0,25,4,255,88,1
38,10,7005,0,25,4,696,202,1
92,5,775,0,26,4,164,96,1
77,5,4112,1,26,4,1616,95,1
30,0,255,0,27,4,143,-1,1
81,5,243,0,27,4,340,92,1
42,11,942,0,27,4,245,92,1
48,0,1180,0,27,4,142,238,1
52,7,992,0,27,4,342,92,1
38,3,70,0,27,4,164,92,1
61,0,4629,0,27,4,181,92,1
20,8,829,0,27,4,196,202,1
39,0,0,0,27,4,366,436,1
44,9,2776,0,27,4,701,-1,1
73,5,279,0,28,4,399,-1,1
36,8,129,0,28,4,918,93,1
48,4,157,0,28,4,417,-1,1
52,7,659,0,28,4,390,93,1
30,1,2493,0,28,4,293,-1,1
36,4,3949,0,28,4,130,-1,1
80,5,997,0,28,4,151,91,1
33,9,1699,0,28,4,202,83,1
56,9,1181,0,28,4,186,433,1
54,0,0,0,28,4,161,98,1
34,0,0,0,28,4,155,-1,1
66,5,1948,0,28,4,216,91,1
52,1,306,0,28,4,223,-1,1
60,5,18967,0,29,4,177,-1,1
28,0,261,0,29,4,254,142,1
56,5,694,0,29,4,144,102,1
36,9,202,0,29,4,313,120,1
45,4,4831,0,29,4,479,-1,1
60,4,264,1,1,3,265,-1,1
33,2,278,0,1,3,563,-1,1
77,5,7802,1,1,3,483,-1,1
66,5,3629,0,2,3,474,172,1
45,4,547,0,2,3,577,-1,1
30,8,4468,0,2,3,204,-1,1
56,7,1989,0,3,3,336,281,1
64,3,2645,1,3,3,219,-1,1
30,9,4060,0,3,3,179,93,1
33,9,303,0,3,3,355,301,1
72,5,2600,0,3,3,443,82,1
44,9,1818,0,3,3,508,92,1
37,0,728,0,3,3,129,174,1
52,1,955,0,3,3,153,48,1
37,9,265,0,3,3,140,366,1
34,4,123,0,3,3,301,-1,1
78,5,4807,1,3,3,892,104,1
45,0,205,0,3,3,373,92,1
68,5,2812,0,3,3,279,181,1
53,4,6571,0,3,3,208,-1,1
39,7,2758,0,4,3,658,-1,1
55,4,2037,0,4,3,305,94,1
32,8,0,0,4,3,233,276,1
76,5,2223,1,4,3,429,-1,1
35,0,1085,0,4,3,195,97,1
55,0,602,0,4,3,390,150,1
41,9,1646,0,4,3,261,184,1
35,10,415,0,4,3,649,176,1
80,5,2354,1,4,3,739,181,1
38,9,318,0,4,3,383,181,1
48,1,1730,0,4,3,489,178,1
25,4,448,0,5,3,151,297,1
36,0,994,0,5,3,195,176,1
29,3,19,0,5,3,110,64,1
58,10,1625,0,5,3,286,-1,1
46,1,1144,0,8,3,376,129,1
23,0,897,0,8,3,190,280,1
67,5,704,0,8,3,186,97,1
30,4,1996,0,8,3,1133,101,1
22,8,216,0,8,3,363,187,1
45,0,1206,1,8,3,309,446,1
40,4,1855,1,8,3,78,-1,1
35,4,62,0,8,3,469,185,1
33,8,1536,0,9,3,359,92,1
60,9,824,0,9,3,127,558,1
24,8,235,0,9,3,98,92,1
18,8,108,0,9,3,92,183,1
65,2,2331,1,9,3,290,92,1
27,4,390,0,9,3,120,104,1
35,0,-32,0,9,3,63,182,1
39,1,172,0,9,3,125,183,1
53,0,10541,0,9,3,164,92,1
23,8,480,0,9,3,742,182,1
34,0,2374,0,9,3,243,92,1
36,4,479,0,9,3,629,-1,1
52,10,94,0,10,3,153,92,1
36,8,417,0,10,3,151,-1,1
61,5,2557,0,10,3,158,92,1
58,9,589,0,10,3,511,183,1
48,10,201,0,10,3,406,92,1
34,4,2885,0,10,3,314,156,1
58,4,2155,0,10,3,135,92,1
39,9,902,0,10,3,691,180,1
44,4,1791,0,11,3,71,190,1
54,11,2206,0,11,3,449,91,1
27,8,5291,0,11,3,293,91,1
77,5,638,0,11,3,288,188,1
30,0,4448,0,11,3,112,-1,1
61,5,5267,0,11,3,226,-1,1
76,5,3324,0,11,3,309,90,1
28,1,61,0,11,3,253,174,1
35,4,0,0,11,3,391,92,1
59,9,116,0,11,3,268,183,1
42,1,413,0,11,3,456,184,1
35,6,353,0,11,3,352,183,1
71,5,1712,0,11,3,660,-1,1
60,5,523,0,11,3,467,182,1
34,1,1454,0,11,3,231,297,1
57,5,9367,0,11,3,981,90,1
75,5,291,0,11,3,515,183,1
64,5,846,0,11,3,671,181,1
36,9,341,0,12,3,419,183,1
29,9,113,0,12,3,328,183,1
34,4,13014,0,12,3,637,183,1
26,10,632,0,12,3,218,-1,1
41,4,27696,0,12,3,138,184,1
47,1,3715,0,12,3,171,182,1
52,4,4675,0,12,3,181,-1,1
32,9,3271,0,12,3,375,374,1
21,8,123,1,12,3,379,93,1
54,9,10185,0,12,3,251,186,1
29,4,1026,0,12,3,138,92,1
32,4,905,0,12,3,666,-1,1
38,7,775,0,12,3,1835,182,1
48,10,926,0,15,3,382,185,1
46,4,349,0,15,3,295,616,1
32,9,484,0,15,3,83,187,1
49,7,1830,0,15,3,136,-1,1
37,4,2987,0,15,3,93,91,1
37,9,197,0,15,3,531,91,1
23,8,431,0,15,3,201,186,1
58,0,169,0,15,3,216,91,1
45,4,226,0,15,3,91,185,1
30,10,2424,0,15,3,337,95,1
23,8,1234,0,15,3,379,91,1
34,4,271,0,15,3,308,94,1
27,4,-69,0,15,3,205,-1,1
28,8,1562,0,15,3,659,-1,1
61,6,52587,0,15,3,394,189,1
27,1,535,0,15,3,171,91,1
34,4,2159,2,18,3,386,-1,1
52,9,195,0,18,3,220,63,1
28,9,154,0,18,3,416,-1,1
35,4,681,0,18,3,737,561,1
66,5,2326,0,18,3,232,181,1
52,7,961,0,18,3,222,553,1
26,0,2532,0,18,3,269,-1,1
38,4,455,0,19,3,255,555,1
59,6,2013,0,19,3,222,94,1
47,1,1568,0,19,3,388,262,1
22,8,1215,0,19,3,145,192,1
82,5,121,1,19,3,330,-1,1
60,5,1,0,19,3,302,184,1
53,4,597,2,22,3,392,-1,1
39,4,763,0,22,3,543,189,1
27,11,326,0,22,3,326,-1,1
35,4,1380,0,23,3,155,-1,1
80,3,0,0,23,3,639,189,1
47,0,368,0,23,3,269,187,1
72,5,438,0,23,3,279,-1,1
45,4,483,0,23,3,95,265,1
37,10,7620,1,23,3,367,176,1
29,6,805,0,23,3,132,103,1
40,4,0,0,23,3,228,182,1
32,4,302,2,23,3,61,384,1
20,8,215,0,24,3,175,92,1
48,3,5473,0,24,3,127,184,1
60,0,106,0,24,3,137,187,1
70,5,2346,0,24,3,694,184,1
78,5,3219,0,24,3,151,-1,1
52,0,2227,0,24,3,242,-1,1
61,6,6610,0,24,3,481,-1,1
27,7,195,0,25,3,416,-1,1
63,9,973,0,25,3,318,388,1
59,9,7766,0,25,3,1422,461,1
22,8,948,1,25,3,169,191,1
66,4,2149,0,25,3,98,87,1
74,5,1413,0,25,3,385,-1,1
52,9,117,0,26,3,959,186,1
71,5,0,0,26,3,771,171,1
33,4,71,0,26,3,335,102,1
56,9,1938,0,26,3,229,192,1
30,4,5359,0,26,3,427,191,1
73,5,519,1,26,3,270,133,1
28,1,-46,0,2,7,525,89,1
27,9,1075,0,2,7,658,-1,1
38,7,91,0,2,7,207,-1,1
28,9,598,0,2,7,177,288,1
37,4,1027,0,2,7,313,152,1
47,9,235,0,2,7,136,203,1
60,5,2,0,2,7,228,390,1
42,9,4945,0,2,7,311,-1,1
27,8,311,1,2,7,187,322,1
25,8,154,0,3,7,141,180,1
90,5,712,1,3,7,557,-1,1
29,8,7585,0,3,7,145,198,1
29,9,2489,0,3,7,355,86,1
63,5,2896,0,4,7,180,-1,1
32,4,354,0,4,7,177,133,1
32,4,2667,0,4,7,251,181,1
42,4,144,0,4,7,148,87,1
26,0,760,0,4,7,456,281,1
73,5,1050,0,4,7,562,181,1
26,8,5296,0,5,7,229,205,1
60,0,12980,0,5,7,115,-1,1
25,1,509,0,5,7,418,-1,1
64,5,1644,1,5,7,341,179,1
68,5,451,0,5,7,373,-1,1
39,7,53,2,5,7,257,394,1
40,10,334,0,5,7,219,91,1
37,4,6771,0,5,7,319,-1,1
36,7,52,0,5,7,498,179,1
33,4,2240,0,8,7,264,278,1
83,5,4761,1,8,7,659,-1,1
31,9,1570,0,8,7,277,286,1
64,10,588,0,8,7,409,-1,1
59,10,957,0,8,7,301,89,1
33,4,224,0,8,7,241,-1,1
35,4,2161,0,9,7,139,181,1
69,5,426,1,9,7,225,90,1
31,4,147,0,9,7,469,181,1
73,5,508,0,9,7,176,-1,1
35,9,294,0,9,7,301,90,1
28,4,1825,0,9,7,236,-1,1
34,4,158,0,9,7,212,181,1
33,4,0,0,9,7,305,326,1
36,7,4721,0,9,7,288,90,1
44,4,282,0,9,7,700,154,1
19,8,108,0,9,7,273,182,1
28,4,187,0,9,7,295,-1,1
51,1,3764,1,9,7,450,181,1
52,10,1416,0,10,7,436,182,1
61,5,2801,0,10,7,239,-1,1
39,4,494,0,10,7,106,478,1
37,10,1978,0,11,7,335,-1,1
80,5,155,1,12,7,290,93,1
61,0,4608,0,12,7,212,-1,1
72,5,951,0,12,7,229,339,1
36,4,495,0,12,7,213,182,1
74,5,1843,0,15,7,192,185,1
35,1,262,0,15,7,427,181,1
82,5,0,1,15,7,506,195,1
71,5,3561,1,15,7,577,-1,1
38,3,465,0,16,7,180,302,1
38,4,76,0,16,7,261,-1,1
53,0,1796,1,16,7,295,91,1
29,4,874,0,16,7,231,181,1
64,5,2140,0,16,7,881,155,1
35,10,295,2,17,7,473,-1,1
35,0,304,0,18,7,237,-1,1
46,4,624,0,18,7,420,276,1
25,1,303,0,18,7,265,-1,1
46,4,273,0,18,7,910,184,1
59,4,3342,0,18,7,467,188,1
35,9,1227,0,18,7,593,90,1
22,9,283,0,22,7,254,-1,1
31,4,3384,0,22,7,247,187,1
43,4,2367,0,22,7,173,181,1
35,4,5958,0,22,7,215,-1,1
60,0,3735,0,22,7,248,90,1
54,4,2693,0,22,7,222,188,1
29,6,655,0,23,7,273,-1,1
30,8,1681,0,23,7,128,106,1
28,4,866,0,23,7,191,-1,1
43,7,774,0,25,7,101,421,1
37,7,2678,0,25,7,156,-1,1
62,4,3371,0,25,7,187,178,1
57,4,10583,0,25,7,272,178,1
33,4,4176,0,26,7,288,-1,1
47,4,334,0,26,7,360,326,1
39,9,393,0,26,7,281,-1,1
30,6,916,0,29,7,92,90,1
28,0,832,1,29,7,433,342,1
57,4,3287,0,30,7,277,337,1
23,7,488,0,30,7,236,92,1
56,3,1947,2,30,7,110,-1,1
44,0,558,0,31,7,262,-1,1
80,5,235,0,31,7,577,223,1
47,4,288,0,31,7,193,181,1
27,8,6036,0,31,7,175,181,1
26,4,3,0,1,0,149,350,1
50,9,0,0,1,0,280,184,1
84,5,81204,1,1,0,390,94,1
86,5,5236,1,1,0,558,-1,1
46,4,2466,1,1,0,216,370,1
45,9,1348,0,1,0,358,-1,1
60,1,7929,2,1,0,111,-1,1
47,0,70,0,5,0,144,374,1
53,0,459,0,5,0,558,-1,1
54,9,2102,0,5,0,547,626,1
19,8,394,0,5,0,327,-1,1
24,8,4126,0,5,0,907,185,1
39,4,224,0,5,0,208,-1,1
53,9,9001,0,5,0,170,-1,1
29,4,560,0,5,0,459,307,1
30,4,102,0,5,0,470,426,1
32,4,1088,0,6,0,317,363,1
33,6,562,0,6,0,196,363,1
33,4,718,0,6,0,122,98,1
57,5,230,0,6,0,177,210,1
27,9,-67,0,6,0,604,236,1
55,4,3848,0,8,0,222,-1,1
36,4,579,2,12,0,481,-1,1
26,4,1646,0,12,0,524,206,1
31,0,1229,0,12,0,176,-1,1
25,10,129,0,12,0,176,-1,1
49,0,197,0,13,0,223,182,1
30,4,3779,0,13,0,1093,-1,1
32,4,2016,0,13,0,232,348,1
36,4,436,0,13,0,567,595,1
38,4,413,0,13,0,240,179,1
45,1,116,2,13,0,122,-1,1
36,4,62,0,13,0,398,-1,1
23,8,107,0,13,0,256,181,1
38,9,497,2,14,0,173,-1,1
44,7,2557,0,14,0,250,181,1
35,4,2646,0,14,0,133,183,1
75,5,3771,1,15,0,185,181,1
26,9,1066,0,15,0,200,-1,1
59,9,1,0,15,0,159,378,1
30,4,232,0,15,0,141,-1,1
36,1,1177,0,15,0,330,311,1
39,9,603,0,15,0,214,-1,1
24,4,736,0,15,0,442,246,1
22,7,129,0,15,0,218,181,1
36,4,-115,0,16,0,297,182,1
22,4,104,0,16,0,330,-1,1
34,4,589,0,19,0,125,-1,1
22,8,3472,0,19,0,529,181,1
57,4,2845,1,19,0,1143,-1,1
30,8,7529,0,20,0,175,183,1
55,10,309,0,20,0,167,181,1
38,1,0,1,20,0,162,181,1
39,1,1672,0,20,0,462,648,1
38,9,1711,0,20,0,379,202,1
24,0,1295,0,21,0,476,-1,1
30,8,2046,1,21,0,595,254,1
