wip,over_time,smv,quarter,incentive,idle_men,no_of_workers,team,targeted_productivity,no_of_style_change,department,idle_time,actual_productivity
,2700,4.15,4,0,0,15,5,0.7,0,2,0,0.966666667
,1800,3.94,4,0,0,10,10,0.75,0,2,0,0.937242424
,1620,2.9,4,0,0,9,8,0.8,0,2,0,0.910521886
1606,10260,22.94,4,94,0,57,2,0.75,0,1,0,0.90064806
727,10260,22.52,4,94,0,57,4,0.75,0,1,0,0.900321106
,1800,4.15,4,0,0,10,11,0.75,0,2,0,0.896022727
,1440,3.94,4,0,0,8,3,0.75,0,2,0,0.895454545
,2160,3.94,4,0,0,12,7,0.65,0,2,0,0.870580808
,1620,4.08,4,0,0,9,12,0.7,0,2,0,0.858585859
1472,10260,22.94,4,75,0,57,1,0.7,0,1,0,0.800643806
1332,10080,22.52,4,69,0,56,10,0.75,0,1,0,0.80062987
1009,5640,11.61,4,63,0,32,6,0.8,0,1,0,0.800537143
1266,10260,22.52,4,69,0,57,3,0.75,0,1,0,0.80035194
1316,6120,15.26,4,40,0,34,12,0.75,0,1,0,0.750079323
1282,10260,42.97,4,56,0,57,11,0.75,0,1,0,0.750041201
1382,10440,20.4,4,50,0,58,5,0.7,0,1,0,0.700250784
,2160,4.3,4,0,0,12,4,0.75,0,2,0,0.651515152
1295,10170,22.52,4,26,0,56.5,7,0.65,0,1,0,0.650416734
925,6660,29.12,4,23,0,58,9,0.6,0,1,0,0.600125217
,1440,3.94,4,0,0,8,2,0.75,0,2,0,0.578314394
,1440,3.94,4,0,0,8,1,0.7,0,2,0,0.578314394
1448,9360,15.09,4,23,0,52,8,0.35,0,1,0,0.34998951
,1440,3.94,4,0,0,8,9,0.6,0,2,0,0.261174242
,3060,4.15,4,0,0,17,5,0.7,0,2,0,0.973796791
,1440,3.94,4,0,0,8,2,0.75,0,2,0,0.970075758
,1440,3.94,4,0,0,8,1,0.7,0,2,0,0.970075758
,1620,3.94,4,0,0,9,3,0.75,0,2,0,0.961784512
,3420,3.94,4,0,0,19,10,0.75,0,2,0,0.955151515
,2160,4.3,4,0,0,12,4,0.75,0,2,0,0.952020202
867,10260,22.52,4,94,0,57,4,0.75,0,1,0,0.900321106
1636,10530,22.94,4,81,0,58.5,2,0.75,0,1,0,0.850223776
1682,10530,22.94,4,75,0,58.5,1,0.7,0,1,0,0.800909609
1495,10350,22.52,4,55,0,57.5,3,0.75,0,1,0,0.800513307
1181,5760,11.61,4,63,0,32,6,0.8,0,1,0,0.800386364
1413,10080,22.52,4,69,0,56,10,0.75,0,1,0,0.800020563
,2520,3.94,4,0,0,14,7,0.65,0,2,0,0.749188312
360,10170,22.52,4,40,0,56.5,7,0.7,0,1,0,0.7005417
1296,6120,15.26,4,40,0,34,12,0.7,0,1,0,0.70043672
1217,10440,20.4,4,50,0,58,5,0.7,0,1,0,0.700250784
1086,10440,29.12,4,26,0,58,9,0.65,0,1,0,0.650407524
,1620,4.08,4,0,0,9,12,0.7,0,2,0,0.618181818
532,10260,42.97,4,40,0,57,11,0.75,0,1,0,0.59114168
1557,720,15.09,4,23,0,52,8,0.5,0,1,0,0.500061916
,720,2.9,4,0,0,4,8,0.8,0,2,0,0.329545455
,1800,3.94,4,0,0,10,3,0.75,0,2,0,1.059621212
,3780,3.94,4,0,0,21,10,0.75,0,2,0,0.997792208
,2160,4.3,4,0,0,12,4,0.75,0,2,0,0.963699495
,2700,4.15,4,0,0,15,5,0.7,0,2,0,0.959191919
,1800,3.94,4,0,0,10,2,0.75,0,2,0,0.910378788
,1800,3.94,4,0,0,10,1,0.7,0,2,0,0.910378788
1016,10170,22.52,4,60,0,56.5,4,0.8,0,1,0,0.850312684
1072,5760,11.61,4,50,0,32,6,0.8,0,1,0,0.800386364
1584,10260,22.52,4,69,0,57,3,0.75,0,1,0,0.80035194
1764,10260,22.94,4,55,0,57,2,0.75,0,1,0,0.800034024
1745,10440,22.94,4,60,0,58,1,0.7,0,1,0,0.800023511
1250,10080,22.52,4,55,0,56,10,0.75,0,1,0,0.800020563
,1620,4.08,4,0,0,9,12,0.7,0,2,0,0.769292929
1118,10320,20.4,4,56,0,58,5,0.75,0,1,0,0.750031447
1143,10440,29.12,4,40,0,58,9,0.7,0,1,0,0.70061442
1337,6120,15.26,4,40,0,34,12,0.7,0,1,0,0.70043672
,1440,3.94,4,0,0,8,7,0.65,0,2,0,0.646306818
1519,360,15.09,4,23,0,52,8,0.6,0,1,0,0.600143365
749,10260,28.08,4,23,0,57,11,0.35,0,1,0,0.350066986
1635,6840,22.52,4,119,0,57,2,0.75,0,1,0,1.000230409
1299,6840,22.52,4,119,0,57,3,0.75,0,1,0,1.000230409
,1440,3.94,4,0,0,12,10,0.8,0,2,0,0.979527778
,1440,4.3,4,0,0,12,4,0.8,0,2,0,0.940625
,1440,4.15,4,0,0,12,5,0.5,0,2,0,0.926388889
1134,6720,22.52,4,70,0,56,10,0.8,0,1,0,0.900129762
,1440,3.94,4,0,0,12,3,0.75,0,2,0,0.861875
1106,6780,22.52,4,60,0,56.5,4,0.8,0,1,0,0.850312684
,960,3.94,4,0,0,8,8,0.65,0,2,0,0.845458333
,1080,4.15,4,0,0,9,12,0.7,0,2,0,0.823555556
,960,4.15,4,0,0,8,7,0.5,0,2,0,0.803541667
1871,6960,22.94,4,55,0,58,1,0.75,0,1,0,0.800263218
,1200,3.94,4,0,0,10,2,0.75,0,2,0,0.788
,1200,3.94,4,0,0,10,1,0.75,0,2,0,0.77815
1294,6960,29.12,4,50,0,58,9,0.7,0,1,0,0.700386207
1462,4080,15.26,4,40,0,34,12,0.7,0,1,0,0.700164706
976,240,15.09,4,23,0,52,8,0.65,0,1,0,0.650307143
338,3840,30.4,4,34,0,32,6,0.8,0,1,0,0.622828125
,960,2.9,4,0,0,8,6,0.8,0,2,0,0.6225
1455,6960,20.79,4,30,0,58,5,0.5,0,1,0,0.500035345
1282,6480,48.18,4,23,0,54,11,0.5,0,1,0,0.37046657
1559,6840,22.52,4,90,0,57,2,0.8,0,1,0,1.000230409
1350,6840,22.52,4,113,0,57,3,0.8,0,1,0,1.000230409
,1800,2.9,4,0,0,15,6,0.35,0,2,0,0.977555556
,1200,3.94,4,0,0,10,1,0.75,0,2,0,0.9456
,1800,3.94,4,0,0,15,2,0.8,0,2,0,0.902222222
1175,6720,22.52,4,60,0,56,10,0.8,0,1,0,0.850532143
1868,6960,22.94,4,81,0,58,1,0.75,0,1,0,0.850362069
,1200,3.94,4,0,0,10,10,0.8,0,2,0,0.840533333
1045,6960,20.79,4,88,0,58,5,0.6,0,1,0,0.800534483
1342,6780,22.52,4,50,0,56.5,4,0.8,0,1,0,0.800489676
,1080,4.08,4,0,0,9,12,0.75,0,2,0,0.755555556
1340,6960,29.12,4,63,0,58,9,0.7,0,1,0,0.750593103
1429,3600,15.26,4,45,0,35,12,0.75,0,1,0,0.750283333
,1440,4.3,4,0,0,12,4,0.8,0,2,0,0.722638889
,960,4.15,4,0,0,8,8,0.65,0,2,0,0.553333333
1413,5880,20.1,4,46,0,54,11,0.5,0,1,0,0.500567308
336,6240,38.09,4,0,0,52,8,0.7,0,1,0,0.467693269
511,1800,18.79,4,23,0,32,6,0.35,0,1,0,0.437995338
,960,3.94,4,0,0,8,7,0.6,0,2,0,0.406354167
958,6600,23.54,4,0,0,55,7,0.6,0,1,0,0.285333333
,960,2.9,4,0,0,8,11,0.5,0,2,0,0.259375
1416,6840,22.52,5,113,0,57,2,0.8,0,1,0,1.000230409
,1200,4.3,5,0,0,10,4,0.8,0,2,0,0.989
1287,6840,22.52,5,100,0,57,3,0.8,0,1,0,0.950185965
1444,6900,22.52,5,88,0,57.5,4,0.8,0,1,0,0.9008
1088,6720,22.52,5,88,0,56,10,0.8,0,1,0,0.900129762
,1200,2.9,5,0,0,10,6,0.5,0,2,0,0.899
,960,4.15,5,0,0,8,8,0.65,0,2,0,0.877552083
,960,2.9,5,0,0,8,11,0.6,0,2,0,0.864583333
,1200,3.94,5,0,0,10,10,0.8,0,2,0,0.85695
,1200,3.94,5,0,0,10,1,0.75,0,2,0,0.853666667
1579,6960,22.94,5,81,0,58,1,0.75,0,1,0,0.850362069
1170,6960,29.12,5,53,0,58,9,0.7,0,1,0,0.850170115
1015,7080,20.79,5,81,0,59,5,0.65,0,1,0,0.800473729
,1200,3.94,5,0,0,10,2,0.8,0,2,0,0.773333333
1436,4200,15.26,5,45,0,35,12,0.75,0,1,0,0.750646667
,1080,4.08,5,0,0,9,12,0.75,0,2,0,0.634666667
1601,4320,20.1,5,46,0,51,11,0.6,0,1,0,0.60059761
717,3960,18.79,5,23,0,33,6,0.5,0,1,0,0.500117677
,960,3.94,5,0,0,8,3,0.8,0,2,0,0.4925
830,6600,23.54,5,0,0,55,7,0.65,0,1,0,0.48792
1136,6960,22.52,5,113,0,58,3,0.8,0,1,0,1.000457471
1397,6840,22.52,5,113,0,57,2,0.8,0,1,0,1.000230409
,1200,3.94,5,0,0,10,2,0.8,0,2,0,0.971866667
,960,3.94,5,0,0,8,3,0.8,0,2,0,0.971866667
,1200,3.94,5,0,0,10,4,0.8,0,2,0,0.971866667
,1200,3.94,5,0,0,10,10,0.8,0,2,0,0.971866667
,1800,3.94,5,0,0,15,1,0.75,0,2,0,0.971866667
,240,3.94,5,0,0,2,9,0.75,0,2,0,0.971866667
,1080,4.08,5,0,0,9,12,0.75,0,2,0,0.971866667
,240,3.94,5,0,0,2,5,0.7,0,2,0,0.971866667
,1200,3.94,5,0,0,10,7,0.7,0,2,0,0.971866667
,960,3.94,5,0,0,8,8,0.65,0,2,0,0.971866667
,600,3.94,5,0,0,5,11,0.65,0,2,0,0.971866667
,1200,3.94,5,0,0,10,6,0.6,0,2,0,0.971866667
1116,6720,22.52,5,93,0,56,10,0.8,0,1,0,0.920236905
1432,6660,22.52,5,88,0,57.5,4,0.8,0,1,0,0.900537069
1082,6840,29.12,5,81,0,57,9,0.75,0,1,0,0.850610526
1502,6960,22.94,5,81,0,58,1,0.75,0,1,0,0.850362069
1209,4200,15.26,5,45,0,35,12,0.75,0,1,0,0.750646667
282,5880,50.89,5,56,0,59,5,0.7,0,1,0,0.656763743
1417,6480,20.1,5,49,0,54,11,0.65,0,1,0,0.650148148
799,3960,18.79,5,23,0,33,6,0.6,0,1,0,0.600710606
1109,6720,23.54,5,0,0,56,7,0.7,0,1,0,0.388830357
1144,6480,23.54,5,0,0,54,8,0.5,0,1,0,0.286984568
,960,4.15,1,0,0,8,8,0.65,0,2,0,1.0115625
1396,6900,22.52,1,113,0,57.5,2,0.8,0,1,0,1.000671304
1582,3060,22.94,1,113,0,58.5,1,0.8,0,1,0,1.000402055
,2280,3.94,1,0,0,19,1,0.75,0,2,0,0.950438596
1124,6840,22.52,1,100,0,57,3,0.8,0,1,0,0.950185965
,1200,3.94,1,0,0,10,2,0.8,0,2,0,0.912766667
,2160,3.94,1,0,0,18,7,0.7,0,2,0,0.892194444
,1200,3.94,1,0,0,10,10,0.8,0,2,0,0.8865
1282,6720,22.52,1,75,0,56,10,0.8,0,1,0,0.850532143
1472,7020,22.52,1,60,0,58.5,4,0.8,0,1,0,0.85011396
,1440,4.3,1,0,0,12,4,0.8,0,2,0,0.845069444
1282,6960,29.12,1,45,0,58,9,0.75,0,1,0,0.750593103
1276,1440,15.26,1,45,0,35,12,0.75,0,1,0,0.750450658
,1080,4.08,1,0,0,9,12,0.75,0,2,0,0.702666667
1192,6120,20.1,1,75,0,54,11,0.7,0,1,0,0.700508929
881,3960,18.79,1,26,0,33,6,0.65,0,1,0,0.651007071
1196,6600,24.26,1,0,0,55,8,0.6,0,1,0,0.466821212
1400,6720,24.26,1,0,0,56,7,0.7,0,1,0,0.411553571
,1200,2.9,1,0,0,10,6,0.6,0,2,0,0.314166667
16882,7020,22.94,1,113,0,58.5,1,0.8,0,1,0,1.000602279
,960,3.94,1,0,0,8,9,0.75,0,2,0,0.994270833
21385,7020,22.52,1,88,0,58.5,2,0.8,0,1,0,0.900158405
21266,6840,22.52,1,70,0,57,3,0.8,0,1,0,0.90014152
21540,6720,22.52,1,88,0,56,10,0.8,0,1,0,0.900129762
,1200,3.94,1,0,0,10,10,0.8,0,2,0,0.85695
,1440,4.3,1,0,0,12,4,0.8,0,2,0,0.809236111
12261,3600,15.26,1,63,0,35,12,0.8,0,1,0,0.800401961
23122,5940,22.52,1,50,0,56.5,4,0.8,0,1,0,0.800393224
8992,6960,29.12,1,55,0,58,9,0.75,0,1,0,0.799963218
,1080,4.08,1,0,0,9,12,0.75,0,2,0,0.740444444
9792,6480,20.55,1,60,0,54,11,0.7,0,1,0,0.700398148
2984,3960,18.79,1,30,0,33,6,0.7,0,1,0,0.700354545
,960,4.15,1,0,0,8,8,0.65,0,2,0,0.561979167
,2280,3.94,1,0,0,19,1,0.75,0,2,0,0.504596491
839,6960,30.1,1,0,0,58,5,0.5,0,1,0,0.500801724
2698,6720,24.26,1,0,0,56,7,0.7,0,1,0,0.295307738
,1200,2.9,1,0,0,10,6,0.6,0,2,0,0.280333333
1435,6600,24.26,1,0,0,55,8,0.65,0,1,0,0.260978788
,2400,3.94,1,0,0,20,2,0.8,0,2,0,1.001416667
1500,6900,22.52,1,113,0,57.5,1,0.8,0,1,0,1.000018551
1188,6720,22.52,1,90,0,56,10,0.8,0,1,0,0.999995238
,1200,3.94,1,0,0,10,1,0.8,0,2,0,0.99485
,960,4.15,1,0,0,8,8,0.7,0,2,0,0.976979167
1112,6840,22.52,1,100,0,57,3,0.8,0,1,0,0.950185965
1452,6960,22.52,1,100,0,58,2,0.8,0,1,0,0.949981609
,1320,3.94,1,0,0,11,9,0.75,0,2,0,0.919954545
340,5460,22.52,1,63,0,56.5,4,0.8,0,1,0,0.800434622
1029,2040,15.26,1,50,0,35,12,0.8,0,1,0,0.800259023
,1080,4.08,1,0,0,9,12,0.8,0,2,0,0.778222222
1070,6960,29.12,1,34,0,58,9,0.75,0,1,0,0.750593103
946,5760,25.31,1,60,0,54,11,0.7,0,1,0,0.700513566
913,4020,18.79,1,30,0,33.5,6,0.7,0,1,0,0.700184577
1363,6660,24.26,1,0,0,55.5,8,0.7,0,1,0,0.586465465
1639,6720,24.26,1,0,0,56,7,0.7,0,1,0,0.541517857
,1440,4.3,1,0,0,12,4,0.8,0,2,0,0.5375
,960,2.9,1,0,0,8,6,0.7,0,2,0,0.495416667
415,6960,30.1,1,0,0,58,5,0.6,0,1,0,0.415172414
1263,6900,22.52,1,100,0,57.5,2,0.8,0,1,0,1.05028058
968,6840,22.52,1,113,0,57,3,0.8,0,1,0,1.000230409
1108,6720,22.52,1,113,0,56,10,0.8,0,1,0,0.999995238
,2160,3.94,1,0,0,18,2,0.8,0,2,0,0.966759259
,1200,3.94,1,0,0,10,1,0.8,0,2,0,0.929183333
,3000,4.15,1,0,0,25,8,0.7,0,2,0,0.915766667
1532,6900,22.52,1,88,0,57.5,1,0.8,0,1,0,0.900147246
1094,4080,15.26,1,38,0,34,12,0.8,0,1,0,0.800401961
1086,6960,22.52,1,50,0,58,9,0.8,0,1,0,0.799963218
,960,3.94,1,0,0,8,7,0.7,0,2,0,0.779791667
,960,3.94,1,0,0,8,9,0.75,0,2,0,0.755166667
941,3360,18.79,1,30,0,33,6,0.7,0,1,0,0.700710417
1471,6960,24.26,1,0,0,58,7,0.7,0,1,0,0.700612069
1042,6120,10.05,1,60,0,53,11,0.7,0,1,0,0.700278846
1248,6840,29.12,1,0,0,57,8,0.7,0,1,0,0.700135088
,1080,4.08,1,0,0,9,12,0.8,0,2,0,0.687555556
326,5820,30.1,1,0,10,58.5,5,0.65,0,1,90,0.650834808
,960,2.9,1,0,0,8,6,0.7,0,2,0,0.531666667
287,6060,30.1,1,23,15,55.5,4,0.35,0,1,150,0.350706422
1300,6780,22.52,1,113,0,56.5,2,0.8,0,1,0,1.000446018
1485,6900,22.52,1,113,0,57.5,1,0.8,0,1,0,1.000018551
1039,6720,22.52,1,113,0,56,10,0.8,0,1,0,0.999995238
,2640,3.94,1,0,0,22,2,0.8,0,2,0,0.999924242
1063,6840,22.52,1,100,0,57,3,0.8,0,1,0,0.950185965
,960,2.9,1,0,0,8,6,0.7,0,2,0,0.9425
,1080,4.08,1,0,0,9,12,0.8,0,2,0,0.906666667
,1200,3.94,1,0,0,10,7,0.7,0,2,0,0.8471
,1440,3.94,1,0,0,12,1,0.8,0,2,0,0.845458333
1083,720,15.26,1,38,0,34,12,0.8,0,1,0,0.800612676
1069,6960,29.12,1,50,0,58,9,0.8,0,1,0,0.799963218
,960,3.94,1,0,0,8,10,0.8,0,2,0,0.771583333
668,2520,10.05,1,34,0,26,11,0.75,0,1,0,0.7504
766,2760,18.79,1,30,0,33,6,0.7,0,1,0,0.700079032
557,6960,30.1,1,0,0,58,5,0.7,0,1,0,0.562212644
1608,6960,24.26,1,0,0,58,7,0.07,0,1,0,0.522844828
417,6360,30.1,1,23,0,53,4,0.5,1,1,0,0.500720126
1167,6840,24.26,1,0,0,57,8,0.7,0,1,0,0.496549708
,3000,3.94,1,0,0,25,2,0.8,0,2,0,1.050666667
1186,6900,22.52,1,113,0,58,2,0.8,0,1,0,1.000018551
1060,6840,22.52,1,100,0,57,3,0.8,0,1,0,0.950185965
1534,6780,22.52,1,88,0,57,1,0.8,0,1,0,0.900135693
1142,6720,22.52,1,88,0,56,10,0.8,0,1,0,0.900129762
,1080,4.08,1,0,0,9,12,0.8,0,2,0,0.899111111
,1200,3.94,1,0,0,10,1,0.8,0,2,0,0.870083333
,960,2.9,1,0,0,8,6,0.75,0,2,0,0.845833333
1021,4080,15.26,1,63,0,34,12,0.8,0,1,0,0.800401961
829,6960,29.12,1,50,0,58,9,0.8,0,1,0,0.799963218
,960,3.94,1,0,0,8,9,0.8,0,2,0,0.771583333
813,1560,18.79,1,34,0,33,6,0.75,0,1,0,0.750520115
677,3240,10.05,1,45,0,27,11,0.75,0,1,0,0.750027778
,1200,3.94,1,0,0,10,7,0.7,0,2,0,0.715766667
658,6960,24.26,1,0,45,58,7,0.7,0,1,270,0.662270115
486,6780,30.1,1,30,0,57,4,0.6,1,1,0,0.600224189
687,7500,30.1,1,0,0,59,5,0.7,0,1,0,0.545657673
,960,4.3,1,0,0,8,4,0.8,0,2,0,0.447916667
652,6840,24.26,1,0,37,57,8,0.7,0,1,300,0.365318713
1233,6900,22.52,2,113,0,57.5,2,0.8,0,1,0,1.000018551
,1440,4.15,2,0,0,12,7,0.7,0,2,0,0.928680556
1388,6720,22.52,2,88,0,56,10,0.8,0,1,0,0.9008
1615,6780,22.52,2,88,0,56.5,1,0.8,0,1,0,0.900135693
1283,6720,22.52,2,88,0,56,3,0.8,0,1,0,0.900129762
,1200,3.94,2,0,0,10,1,0.8,0,2,0,0.893066667
,1080,4.08,2,0,0,9,12,0.8,0,2,0,0.891555556
,2160,3.94,2,0,0,18,2,0.8,0,2,0,0.875555556
,1800,4.15,2,0,0,15,8,0.7,0,2,0,0.840888889
1026,2880,15.26,2,63,0,34,12,0.8,0,1,0,0.800355208
909,6960,29.12,2,50,0,58,9,0.8,0,1,0,0.799963218
670,3960,18.79,2,34,0,33,6,0.75,0,1,0,0.75065101
629,3240,10.05,2,45,0,27,11,0.75,0,1,0,0.750027778
754,7020,30.1,2,0,0,58.5,5,0.7,0,1,0,0.700618234
,960,2.9,2,0,0,8,6,0.75,0,2,0,0.610208333
,960,3.94,2,0,0,8,9,0.8,0,2,0,0.607416667
712,6780,30.1,2,44,0,56.5,4,0.65,1,1,0,0.568259587
148,6960,24.26,2,0,0,58,7,0.7,0,1,0,0.355534483
154,6840,24.26,2,0,0,57,8,0.7,0,1,0,0.353259649
,2160,3.94,2,0,0,18,2,0.8,0,2,0,1.057962963
,1200,3.94,2,0,0,10,1,0.8,0,2,0,0.962016667
1127,120,22.52,2,88,0,56,10,0.8,0,1,0,0.9008
1506,3600,22.52,2,70,0,57,1,0.8,0,1,0,0.900509044
1413,360,22.52,2,70,0,57,2,0.8,0,1,0,0.900477825
,960,2.9,2,0,0,8,6,0.75,0,2,0,0.888125
970,4080,15.26,2,63,0,34,12,0.8,0,1,0,0.800401961
1271,5400,22.52,2,50,0,57,3,0.8,0,1,0,0.800161172
1073,6960,29.12,2,50,0,58,9,0.8,0,1,0,0.799963218
767,3300,30.1,2,50,0,57,4,0.7,1,1,0,0.790003236
103,0,10.05,2,45,0,54,11,0.75,0,1,0,0.750648148
,1800,4.15,2,0,0,15,8,0.35,0,2,0,0.707111111
773,7020,30.1,2,40,0,58,5,0.7,0,1,0,0.700618234
,960,3.94,2,0,0,8,9,0.8,0,2,0,0.697708333
708,4080,18.79,2,0,0,34,6,0.75,0,1,0,0.612517157
842,6960,30.1,2,0,0,58,7,0.35,1,1,0,0.350301724
901,6960,30.1,2,0,0,58,8,0.35,1,1,0,0.350301724
,1080,4.08,2,0,0,9,12,0.8,0,2,0,0.272
,1080,4.08,2,0,0,9,12,0.8,0,2,0,1.004888889
,2160,3.94,2,0,0,18,2,0.8,0,2,0,0.966759259
1268,0,22.52,2,88,0,56,10,0.8,0,1,0,0.90063244
1546,0,22.52,2,88,0,57,1,0.8,0,1,0,0.90047076
813,0,22.52,2,88,0,57,3,0.8,0,1,0,0.90047076
1512,0,22.52,2,88,0,57,2,0.8,0,1,0,0.899984058
,1440,3.94,2,0,0,12,1,0.8,0,2,0,0.853666667
1263,2160,29.12,2,38,0,58,9,0.8,0,1,0,0.8008
900,4080,15.26,2,50,0,34,12,0.8,0,1,0,0.800401961
,1800,4.15,2,0,0,15,4,0.7,0,2,0,0.796755556
640,2400,18.79,2,0,0,34,6,0.75,0,1,0,0.750797009
13,3240,10.05,2,34,0,54,11,0.8,0,1,0,0.750648148
855,7020,30.1,2,45,0,58,5,0.75,0,1,0,0.750356125
,960,4.15,2,0,0,8,8,0.35,0,2,0,0.703770833
855,7020,30.1,2,40,0,58,4,0.7,1,1,0,0.700618234
,960,3.94,2,0,0,8,9,0.8,0,2,0,0.6895
,960,2.9,2,0,0,8,6,0.75,0,2,0,0.628333333
1025,6960,30.1,2,23,0,58,7,0.5,1,1,0,0.500801724
1061,6960,30.1,2,30,0,58,8,0.5,1,1,0,0.393548851
,1800,4.15,2,0,0,15,4,0.7,0,2,0,1.033155556
,1080,4.08,2,0,0,9,12,0.8,0,2,0,1.02
1557,0,22.52,2,90,0,57.5,2,0.8,0,1,0,1.000344928
1498,0,22.52,2,113,0,57,1,0.8,0,1,0,1.000065789
,1440,4.15,2,0,0,12,8,0.35,0,2,0,0.994375
,2160,3.94,2,0,0,18,2,0.8,0,2,0,0.912037037
,240,4.15,2,0,0,2,5,0.7,0,2,0,0.87
598,0,22.52,2,75,0,56,10,0.8,0,1,0,0.850364583
656,3480,18.79,2,38,0,34,6,0.8,0,1,0,0.800947475
854,4080,15.26,2,50,0,34,12,0.8,0,1,0,0.800401961
609,3240,29.12,2,50,0,58,9,0.8,0,1,0,0.800144144
788,7380,30.1,2,56,0,59.5,5,0.75,0,1,0,0.750406233
1069,4560,30.1,2,30,0,58,8,0.6,1,1,0,0.714410494
667,5940,30.1,2,40,0,59.5,4,0.7,1,1,0,0.700588406
,1440,3.94,2,0,0,12,1,0.8,0,2,0,0.618361111
829,3360,30.1,2,23,0,58,7,0.6,1,1,0,0.600070513
,960,3.94,2,0,0,8,9,0.8,0,2,0,0.54175
11,6840,22.52,2,0,0,57,3,0.8,1,1,0,0.536901754
434,3240,11.41,2,0,0,52,11,0.35,1,1,0,0.507903226
1397,0,22.52,2,138,0,57,1,0.8,0,1,0,1.100483918
,1800,4.15,2,0,0,15,4,0.7,0,2,0,1.096633333
1327,0,22.52,2,113,0,57.5,2,0.8,0,1,0,1.000344928
,1080,4.08,2,0,0,9,12,0.8,0,2,0,0.838666667
894,4080,15.26,2,50,0,34,12,0.8,0,1,0,0.800401961
,1440,4.15,2,0,0,12,8,0.35,0,2,0,0.755486111
610,7080,30.1,2,56,0,59,5,0.75,0,1,0,0.750799435
779,3960,18.79,2,0,0,33,6,0.8,0,1,0,0.688017677
,1440,3.94,2,0,0,12,1,0.8,0,2,0,0.664875
,960,3.94,2,0,0,8,9,0.8,0,2,0,0.656666667
419,7080,30.1,2,0,0,59,4,0.7,1,1,0,0.637711864
,2160,3.94,2,0,0,18,2,0.8,0,2,0,0.601944444
,240,4.15,2,0,0,2,5,0.7,0,2,0,0.58
909,7080,30.1,2,0,0,59,7,0.65,1,1,0,0.535677966
1039,2280,11.41,2,0,0,55,11,0.5,2,1,0,0.50012336
14,6960,29.12,2,0,0,58,9,0.8,0,1,0,0.497885057
1193,7080,30.1,2,0,0,59,8,0.65,1,1,0,0.463403955
10,6000,22.52,2,0,0,50,10,0.8,0,1,0,0.441392
770,6960,30.1,2,0,0,58,3,0.35,1,1,0,0.350301724
1416,6840,22.52,2,113,0,57,1,0.8,0,1,0,1.000230409
,1800,4.15,2,0,0,15,7,0.7,0,2,0,0.929277778
,2400,4.15,2,0,0,20,4,0.75,0,2,0,0.902916667
,1080,4.08,2,0,0,9,12,0.8,0,2,0,0.800888889
942,4080,15.26,2,63,0,34,12,0.8,0,1,0,0.800401961
674,3660,22.52,2,63,0,57,2,0.8,0,1,0,0.80037492
,1440,3.94,2,0,0,12,1,0.8,0,2,0,0.796208333
481,7140,30.1,2,0,0,59,4,0.75,1,1,0,0.750392157
664,7140,30.1,2,56,0,59,5,0.75,0,1,0,0.750392157
,960,4.15,2,0,0,8,8,0.7,0,2,0,0.725625
824,5160,30.1,2,0,0,60,8,0.7,1,1,0,0.700206125
957,7200,30.1,2,0,0,60,7,0.7,1,1,0,0.602
1039,2280,11.41,2,23,0,55,11,0.6,2,1,0,0.600447507
822,4080,18.79,2,0,0,34,6,0.8,0,1,0,0.557252451
1261,6960,30.1,2,30,0,58,3,0.5,1,1,0,0.500801724
,960,2.9,2,0,0,8,6,0.8,0,2,0,0.483333333
,960,3.94,2,0,0,8,9,0.8,0,2,0,0.238041667
,960,3.94,3,0,0,8,1,0.8,0,2,0,1.1204375
,960,3.94,3,0,0,8,2,0.8,0,2,0,1.108125
1420,6840,22.52,3,113,0,57,1,0.8,0,1,0,1.000230409
,1080,4.08,3,0,0,9,12,0.8,0,2,0,0.876444444
1120,1440,15.26,3,50,0,34,12,0.8,0,1,0,0.800806306
,240,4.15,3,0,0,2,5,0.75,0,2,0,0.760833333
679,7140,30.1,3,0,0,59.5,5,0.8,0,1,0,0.722568627
,1200,2.9,3,0,0,10,11,0.6,0,2,0,0.715333333
881,7080,30.1,3,0,0,59,7,0.7,1,1,0,0.700632768
507,5880,30.1,3,40,10,59,8,0.7,1,1,2,0.700573099
814,4080,18.79,3,0,0,34,6,0.75,0,1,0,0.681598039
700,2640,11.41,3,23,0,53,11,0.65,2,1,0,0.650223718
,960,4.15,3,0,0,8,8,0.7,0,2,0,0.605208333
,960,2.9,3,0,0,8,6,0.8,0,2,0,0.604166667
919,7140,30.1,3,0,0,59.5,4,0.75,1,1,0,0.598627451
1361,6960,30.1,3,30,0,58,3,0.6,1,1,0,0.475718391
12,6900,22.52,3,0,0,57.5,2,0.8,0,1,0,0.432122899
,2400,4.15,3,0,0,20,4,0.75,0,2,0,0.287041667
1688,5280,18.79,3,0,0,54,9,0.5,1,1,0,0.283054487
1422,6840,22.52,3,113,0,57,1,0.8,0,1,0,1.000230409
,1200,3.94,3,0,0,10,9,0.8,0,2,0,0.960433333
,1080,4.08,3,0,0,9,12,0.8,0,2,0,0.891555556
,960,4.15,3,0,0,8,3,0.5,0,2,0,0.864583333
1263,600,30.1,3,63,0,58,3,0.65,1,1,0,0.802243319
461,0,30.1,3,0,0,59,5,0.8,0,1,0,0.800980392
1079,3720,15.26,3,38,0,34,12,0.8,0,1,0,0.800312375
