review,target,title,airline
"Biman Bangladesh Airlines is good for domestic routes according to me but never travelled out of Bangladesh so can't tell about it. This airlines is owned by government and price is quite reasonable. It has timing issues, get delayed moat of the time. ",Mixed,Average,Biman_Bangladesh_Airlines
"the flight was rescheduled a night before to be delayed by little under 5 hours, we could not informed, the check in was smooth, we got lunch at the airport lounge, in flight meal was poor. flight was smooth. seats and comfort average. no in flight entertainmemnt.",Mixed,delayed by 5 hours,Biman_Bangladesh_Airlines
Not a very good experience on Check in counter at Kolkata Airport as the service man and the supervisor woman was not help full at all.,Mixed,Not a very good experience to share,Biman_Bangladesh_Airlines
"I am lost for words; everything is so, very terrible at both ends, Dhaka and Yangon (check-in, punctuality, attitude) and of course the food - I would have paid extra not to eat! Left late from Dhaka and also several hours delayed back from Yangon. Bombardier aircraft, not the best for comfort! To add insult to injury, I had already purchased a return ticket on Biman for Kolkata. I must say they maintain consistency: being really, really awful in everything. Will I fly Biman again? Have a guess.",Negative,Fly Biman if you enjoy insults,Biman_Bangladesh_Airlines
"Well, I didn't expected this much from Biman Bangladesh Airlines. Apart from the annoying fellow flyers the trip was smooth and i really enjoyed it.",Positive,Didn't expect,Biman_Bangladesh_Airlines
"The flight was so good, i enjoyed and it was a nice and comfortable journey. the hospitality of the flight crews were also very good.",Positive,Flying from Sylhet to Dhaka,Biman_Bangladesh_Airlines
Inflight entertainment not working both outward and inward. Realised it was going to be a long flight back to Heathrow.Delays both ends. Took away the meaning of direct. Food average. 2 reasonable meal 2 below average.,Negative,Disappointing after giving BB another go after many years of avoiding.,Biman_Bangladesh_Airlines
"I travelled BG 072 today, flight time was changed yesterday so I would not call it a delay. The flight was very smooth with little or no turbulence. Crew was nice. Seats good. Meal was below average.But would recommend for the sector.",Positive,Smooth but for meal,Biman_Bangladesh_Airlines
"Avoid Biman Bangladesh Airlines if you have any other choice. Both our flights were delayed - except they weren't, technically, because the airline 'rescheduled' them without giving any notice. This exonerates them of any obligation to passengers and unfortunately may mean you are unable to make a claim on your travel insurance for expenses incurred by the delay. Ground staff were completely unhelpful and repeatedly lied to my face about the reason for delay and the length of delay. They said we had not been contacted in advance because we do not have a Bangladeshi phone number - however, booking had been made online, and an email was sent to us the day before departure inviting us to upgrade - so why not inform us via email, or through our foreign simcards, which we had entered in contact information, including the country code? We ended up having to spend 10 hours in Dhaka airport as a result and I was genuinely worried we wouldn't fly that day. I checked the small print of the T&C and Biman basically say they have no responsibility to the passengers of any kind - they can reschedule and cancel flights with no notice and no obligation to passengers. Absolutely awful experience.",Negative,An airline so terrible it is almost criminal.,Biman_Bangladesh_Airlines
Never buy biman business class...no pleasure at all.I found so many cockroaches there and my lady just screaming so many times. The cabin crews are just careless about all these....they dont even know how to behave with a business class passenger...foods are terrible.... totally waste of money...,Negative,Do not Go for Business Class,Biman_Bangladesh_Airlines
Great! Food and service was too good. I loved the tour. I recommend my friends and family to fly with Biman Bangladesh Airlines.,Positive,Great!,Biman_Bangladesh_Airlines
This is a kind of an Airline thatâ€™s never on time with horrible Time Table & horribly Dirty.Our flight was delayed by 10h & 20m without an apology and an proper explanation.Was not aware of the fact that this type of delay is just a common phenomenon for this airline (a national carrier)!!It just spoiled my entire planned day of Bangkok.You can chose this airline to completely mess up your travel schedule.,Negative,Simply Horrible,Biman_Bangladesh_Airlines
"Donâ€™t get me wrong, it is business class but not as you know it! (if you are used to other major carriers that is). Itâ€™s the only direct, albeit with a 1hr stop in Sylet (you donâ€™t get off) flight from LHR to DAC, and for Â£1K and change, itâ€™s hard to complain. The aircraft is a 777-ER I believe, seats are ample with â€˜almostâ€™ fully flat for sleeping. The food is not bad, itâ€™s not what you would normally expect on business class, but again, itâ€™s cheap in comparison. Media is provided in the usual 10inch or so screen in the seat in front, some modern western films but I would recommend the Bollywood ones, much more modern and better quality. Headphones are hilarious giant ear muffs that crackle lots, if you have a headphone adaptor use it with your own set, standard two pin airline affair. USB in seat for charging along but rarely works. Only complaint I have, and itâ€™s a minor one, is that the staff do seem to give off the impression that they are doing you a favour by allowing you onto their plane! If you are a frequent visitor of Bangladesh then you get used to it and so I pay no attention, however if this is your first trip with Biman, bear with it, they are very friendly and helpful, just try to look past the time it takes for them to do anything, it does eventually get done I promise! I travel Biman on average three times a year, and I would always recommend the national carrier of Bangladesh for both work and tourist visits. Note: expect the flight to be delayed by around 2hours leaving Heathrow and also returning from Dhaka. No idea why, itâ€™s never on time! You can get Visa on arrival quite easily now and security at Dhaka is very intensive when leaving for the UK, so prepare for a very long Security queue on the way back. ",Mixed,Business class for £1K...can’t complain!,Biman_Bangladesh_Airlines
"I had no other choice to flight to Chittagong that day, so I booked a business class seat with Biman in 5 hours flight, I really enjoyed the flat seat, the excellent service, the nice food, and the well trained cabin crew.I will definitely repeat this experience",Positive,I really surprised to taste the Business Class here,Biman_Bangladesh_Airlines
"Services was ok, the food was good, inflight entertainment was good and working. Flight was on time and not delayed. Landed in Bangladesh on time.",Positive,Only thing that was good was the food,Biman_Bangladesh_Airlines
"Biman would be an emotional choice and was not an exception while returning from Umrah. But service was hard to accept in many counts. Cabin was hot after boarding (could not start AC without starting the engine as one of the APUs was bad!) and had to sustain for sometime. Didn't quite like the food. As usual, flight was delayed by an hour without any intimation. I hate to write such a review but Biman lags a good deal in terms of service compared to many other careers. Hoping against hope that Biman will really serve and will regain its lost glory.",Mixed,We need to learn Service to progress as a nation,Biman_Bangladesh_Airlines
"Delayed flight is synonimous of Biman!! The flight was delayed and then delayed again. There was mismanagement among the cabin crew. But the I got the shock when I received my luggage. They were 45 mins late to put the luggages in the belt. I found my lock was broken in one suitcase. When I came home, I found that they thoroughly went through my stuffs in the suitcase and They stole my gold chain and bracelet. I am so traumatised!!! I shall never ever travel in Biman again. My wife gave the same opinion. And I shall not recommend biman to any of my friends and family.",Negative,Never ever again,Biman_Bangladesh_Airlines
"The operatives and staff are frauds. Wanted to dupe me into obtaining an medical certificate from one of their own in house doctor (fraud) with a fee otherwise I will not be able to obtain a wheel chair at the airports despite my ticket stating access to wheelchair. The fruad doctor then changed his story and made it like as if it was not them, rather heathrow who will deny a wheelchair user a wheelchair. He became hostile after challenging him. Lack of professionalism, one has to doubt if he really is a doctor or a butcher. I feel disgusted that this idiot thinks it is alright to insult my intelligence.After countless of complaints and emails, and also to the Managing Director, they totally ignored my complaint. They think that if you ignore the complaint, then the problem does not exist. I believe they are all in this fraudulent syndicate including the MD. No respect for paying customers, people with disability and reduced mobility and no regards to complaints. Greedy company with avaricious individual staff from bottom to the top. Avoid at all cost as should there be a problem, believe me your complaint will not be heard and ignored.In addition to this, don't expect get back on your return journey on time. They have links with hotels where individuals at the top get paid from hotel workers for sending clients their way. They will keep you overnight at hotel for no apparent reason and send you on the flight a day after. They food is disgusting, the cabin crew are hostile and the seats are dirty and lack hygiene in every sense. Head cloth and blankets not provided at times on the seats. Staff lock up a few toilets and make it seem like it is out of order because they want to keep the toilets for themselves.",Negative,Frauludent operatives and non existent customer Services,Biman_Bangladesh_Airlines
"Our flight was two hours late, we had been waiting in the airport. There was no apology or announcement for the passengers to update timing of the flight. I chose the flight because it was cheaper but I would travel by biman again. The meal and other services were ok.",Negative,Very poor customer care,Biman_Bangladesh_Airlines
"Surprisingly it has enough leg room. besides that the rest is just average, no entertainment at all, not even usb ports to charge a phone, ours bus transport back in Zimbabwe are better on those fronts!",Mixed,Surprisingly good leg room,Biman_Bangladesh_Airlines
Though I am a Bangladeshi. Our Air services is more or less good. Timely departure & Arrival. Flight services are good.,Positive,Flight comfortableness,Biman_Bangladesh_Airlines
I took a flight by Bangladesh Biman today morning in Business class. It was an excellent experience for me in the air. The flight was in time and reached safely. Take off and landing was really good. Snacks could be a bit better.Well behaved cabin crew.Quick delivery of luggage.An excellent experience with Biman Bangladesh Airlines.,Positive,A good experience in the air,Biman_Bangladesh_Airlines
"Though this is our national airlines, it is a pity that I could not talk good about the airlines. They still are maintaining the tradition of late departure. No mention of being late. Very poor food. Not a clean aircraft. Old, lazy air hostesses somehow do their jobs. No care for the passengers. It is a pity that the national carrier does not take any effort to improve their professional behaviour and aircraft.",Negative,Very Poor performance,Biman_Bangladesh_Airlines
Biman bangladesh airlines. Origin bangladesh This airline company not bad service On time fligh. Good food . But check in counter staff not smart people Not quickly..,Mixed,Cheap & Good,Biman_Bangladesh_Airlines
"better than expected, good service, flight was on time, attentive air crew, decent meal, legroom average",Positive,good option,Biman_Bangladesh_Airlines
I was traveling from nepal to Auh this was my first flight of Biman Bangladesh.The way they serv to Guest in flight this is my first time I have seen this kind of behavior from cabin crew to the Guest.Even in the airport we wait long time like al must 35 minuets in our side the on the sun thatâ€™s also During summer time can you amazing this ??? After waiting long time bus come to pick up us .After a waiting like 1 hour and 30 minuets we ahed to AUH.. I was little sick when I aske for penadol to refill my headache they give me after 20 minuets but they didnâ€™t provide the water do I need to mention that one also when u ask for medicine?? ??This will be my first and last of Biman Bangladesh Thank you..,Negative,Bad service &very poor behavior,Biman_Bangladesh_Airlines
"Pros:1. Departs on time.2. Umrah passengers get some advantages.3. In flight entertainment platform is good.4. Seats are comfortable.5. Blankets are fresh.Cons:1.The female Cabin crews were too much aged, lazy and bad behaved.2. The aircraft interior is old shaped.One of the seat was faulty and they didn't even bother after complaining.3. Food was very average.4. None of the cabin crews responded at alarm caller. Rather you have to raise your hand and shout to call them.5. The cabin became smelly and uncomfortable once.6. As this is a national airliner so as the citizen we could have hoped better in this price range which is higher than others.",Negative,Need much Improvements!! :(,Biman_Bangladesh_Airlines
"Travelled with young children for two weeks to visit family. Going there, check in was quick, service on plane was poor, food was nasty, plane was dirty. Coming back was painfully worse, check in took 2 hours waiting in the queue, staff are always rude, transit in Dhaka is appalling, long queues and unprofessional staff doing checks, plane was again dirty, stuck up air hostesses. Put me off going to Bangladesh for life!",Negative,Worst airline ever,Biman_Bangladesh_Airlines
"Short trip and I need to do that often, as early morning flight to catch the business hour, and choose the flight. Boeing 777-200 on a domestic flight as I hoped in, Dhaka bound from Dubai.Less than 3 minutes check-in, and I particularly appreciate getting me as usual my favorite spot, seat in the emergency exit aisle. Best part when the Hostess stopping other passengers rushing to offload after landing and making way for me to exit, and moving the water bottle (some irresponsible passenger) on the floor, simply outstanding. Above all, last September 2017 in another flight the ticket I paid for, payment was returned into my card and I did inform the management but was never charged again, bless you guys for the free flight.There are some staffs who are trying their best amongst all the odds, and that is highly commendable, including appreciated! I endorsed 5-star as an encouragement and motivation to those who should follow some of their best performing peers in Biman and move forward, becoming a leading airlines.I know it is possible!!",Positive,Outstanding Service,Biman_Bangladesh_Airlines
"On time departure. Check in was relatively quick. Was upgraded to business from optiontown. A pretty sweet deal if i say so myself. I am not comparing it with other airlines but with biman itself. New plane. Comfortable seats and good food. Air crew were extremely helpful and attended to ones needs. Smooth landing in Singapore. Given the price and timing of Biman, I'd highly recommend biman. ",Positive,Excellent job Biman!,Biman_Bangladesh_Airlines
"1.The Flight BG84(DAC-SIN) departed Dhaka just on time(8:35 AM) and arrived at Singapore one time( 14:35 hrs). Similarly the return flight BG85 departed Singapore on time(15:50 hrs) and and arrived Dhaka on time(18:00 hrs). 2. The aircraft Boeing 737-800 NG is super. The flight was noiseless and very comfortable.3. This is a full service airline and served good hot meal. The ticket price is only USD 300, cheaper than Budget Airlines like Air Asia or Scoot.4. The services of the flight crews was good and they were helpful5. The negative point- the toilets during return flight (SIN-DAC) was dirty, no water and flush did not work!Overall the flight was good (except the point at 5 above). And, this is a day time flight with convenient timing for business travelers.",Positive,Value for Money,Biman_Bangladesh_Airlines
"Was dreading the 10 hour direct flight from Heathrow to Dhaka so upgraded to Business class. Loads of leg space, seats a lot wider, the remote control seat turns into a bed. Slept for 7 hours!!!!!! Got my full sleep lol! Downpoints, still delays, food was hit n miss, service was on an off. ",Positive,Best sleep iv ever had lolz,Biman_Bangladesh_Airlines
I wont recommend Biman to anyone. It doesn't maintain its schedule and is often delayed. The service is terrible. The planes are old and dirty. In-flight entertainment is poor and may not even work. Their food is good though. Travel with Biman if you have no other options left.,Negative,Travel with Biman if its your last option,Biman_Bangladesh_Airlines
"If you are planning to take a flight through Biman Bangladesh, please don't !! I reached Dhaka from Delhi at 3 pm and my flight to Chittagong was at 7 pm. I went at 5pm to the counter to check in. The customer services people told me very curtly to come back at 6pm. When i went at 6pm, they said the flight is delayed by one hour. The personnel were busy lazing around and eating something and no uniform. Later when I went back to the counter they said there is a further delay. There were NO announcements. This went on and on and finally the flight left at 10pm. I later came to know from others that this a regular situation with Biman Bangladesh airlines. For my return, I promptly cancelled my Biman flight and took a local one. The other private airlines are not listed on the web when we make the booking. So if you are planning to travel, then search for Novoair, US Bangla or Regent airways. Apparently, these are much better. I returned by US Bangla which was quite good.",Negative,Never travel by Biman Bangladesh,Biman_Bangladesh_Airlines
As this is National Carrier of Bangladesh they should provide good service. Basically their cabin Crew (Air hostess) seems too illiterate and are too direct to the passengers. Its keeps on changing their flight schedule too which leads me to wait full 12 Hours a days at Airport. Please choose Biman bangladesh Kathmandu/Dhaka flight if you like to fly on Boeing only rest is not recommended.,Negative,Horrible service,Biman_Bangladesh_Airlines
"I along with my family and relatives traveled by this airlines for holy Hajj. The craft was new, crews were helpful, food was good, the craft was initially clean. But the passengers were dirty, unclean and they made the toilets nasty with facets and urine.",Mixed,Good Aircraft: Dirty hajj passengers,Biman_Bangladesh_Airlines
"Words you do not want to hear on a plane:""Inshallah, we will be arrive in Dhaka"". Biman Bangladesh Airlines (Bengali: à¦¬à¦¿à¦®à¦¾à¦¨ à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶ à¦à¦¯à¦¼à¦¾à¦°à¦²à¦¾à¦‡à¦¨à§à¦¸), partly transcribed from English into Bengali and the other way around, commonly known as Biman à¦¬à¦¿à¦®à¦¾à¦¨), is the flag carrier of Bangladesh. Its main hub is at Shahjalal International Airport in Dhaka and flies to16 countries.",Mixed,"Let's take God out of the equation, shall we?",Biman_Bangladesh_Airlines
"Not anything special but every thing was as expected. The aircraft was smaller and old. Service was good, food was good. Baggage handling was slow.",Mixed,National career,Biman_Bangladesh_Airlines
"At first glance the airplane is secondhand brought from Egypt, the flight crew are so big headed and arrogant no smile was shown during the 12 hour flight.Passengers was brushing past constantly, food and drink was not great, cramped seating.Its connecting domestic flight again the airplane was secondhand this time brought from Italy, the pilot was terrible as it jerked on its descend.Will not be flying with Biman again.",Negative,Rude passengers and rude flight crew.,Biman_Bangladesh_Airlines
Due to good price I use business class flight. Service is okay. Food selection is also good. Entertainment is not up to the mark,Mixed,So so,Biman_Bangladesh_Airlines
"Was on flight number BG0088 on August 27,2017 (Dhaka to Thailand)and it was delayed for more than 2 hours and no one could say anything. The staff were rude, unprofessional and very dismissive. They were just laughing and telling people to stay away and could not provide information. Airline is not well maintained. Plane was a mess and no security. ",Negative,Horrible airlines. Try to avoid,Biman_Bangladesh_Airlines
It is one of the best and economical flight I've ever experienced with a best service and in time landing on my destination.I would recommend to take at least once flight.It takes hardly 20 minutes to reach Dhaka from Kolkata.,Positive,Business trip,Biman_Bangladesh_Airlines
"I was enjoying my holiday in bangladesh until the time came to fly back to london (heathrow). On 19 August 2017 my flight departure was at 09:55 in which myself and family (wife & 3 children) left premise at 05:00 in the morning so we can arrive at dhaka airport on time for checkin which is 3 hours before departure. Upon arriving at dhaka airport we found our flight was 3 hours delayed which I was extremely angry as I has bear the waiting with 2 children and a toddler. And we could not check-in until 10:00. After check-in we got our boarding passes and then we made toward the boarding gate. While waiting at the boarding gate we was hoping to leave at 13:00 (3 hours delayed) but unfortunately it did not happen. We was there until 15:00 (5 hours delayed) in which I was extremely angry. The airline was 5 hours delayed and did not provide any refreshments. After boarding on the plane myself and other passengers was complaining to cabin crew to serve lunches immediately as we have not eaten anything since early morning. On return to london I tried to make a claim for compensation on 5 hours delayed but the terms and condition for flight der claim is that you either have to be travelling from EU country or the airline must be a EU airline. I and my family have suffered heavily on this airline. I can't believe I paid Â£3500 for 3 adult, 1 child and a toddler. The service is extremely poor as the plane looks 20 years old inside.",Negative,Jamal,Biman_Bangladesh_Airlines
"I was due to fly back to Heathrow from Sylhet via Dhaka. My domestic flight (operated by Biman) got cancelled so they asked us to take the flight the day before from Sylhet to Dhaka. They advised that they would put us up in a hotel for the night before our international flight the day after. I was travelling with my Elderly mother and wife, my mother needs a wheelchair as she had multiple operations on her knee so she is unable to walk long distances. We got to Dhaka Airport, there was no wheelchair available for my mum when we got there so I had to find someone myself to assist us and being Bangladesh everything comes at a price so I had to pay. Eventually we found out that we had to take multiple minivans along with other passengers to the hotel. The wheelchair advisor just left us outside the airport, there was no guidance from the Biman representative. I struggled to get my mother on to the vehicle as it was crammed with people, it was like being in a tin of sardines. The next day it was the same coming back to Dhaka Airport. We also got stopped by the police as our minivan driver did not have the proper paper work to drive (police man were paid off by the driver so he let us continue). When we got to the airport we were dumped outside again without any guidance. We managed to find the Biman transfers desk and I also managed to find a decent wheelchair assistant to help my mother. The flight was then delayed by 5 hours, there was no apology from Biman, there was no refreshment vouchers for the inconvenience.  Most of the passengers behave like animals on the flight, they have no common courtesy for fellow human beings. No respect for the flight attendants and absolutely no manners.The only thing good about the flight was there was no turbulence.The only reason people take Biman is due to the fact that it goes direct to Sylhet. I would recommend traveling with any middle eastern airline to Dhaka if you are going on a holiday. Thank you Biman for the worst airline experience ever. You never fail to disappoint. ",Negative,The Worlds most useless airline,Biman_Bangladesh_Airlines
"I had a nice flight on biman. The cabin was neat and clean. The airconditioning was very good, I needed a blanket. The piloting of the plane was smooth except some turbulence during landing. The food was alright and ample in quantity. The crew was polite. All in all a satisfactory flight. I would fly Biman again if I travel to Singapore. ",Positive,A pleasant flight,Biman_Bangladesh_Airlines
We made a last minute plan to go to cox's bazaar and had a tough time to find any means of travel to go there. All flights were booked and there was only biman flight left. We took the tickets and the service during ticket booking and onboard service was really good.,Positive,Good Service,Biman_Bangladesh_Airlines
The flight was about 30 minutes long. Tasty on-board meal was provided. IFE seemed to be disabled throughout the flight. Me and my nephews really enjoyed the 777-300ER experience.,Positive,Only to experience the mighty Boeing 777-300ER,Biman_Bangladesh_Airlines
"Although Biman has many criticisms about the service, mainly for lack of on time departures, the flight I took to KL from Dhaka was fine. The plane was new and clean. Service was ok, food was tasty, although portion was less. The reason the flights are sometime delayed is due to the lack of planes in the fleet. Any delay due to bad weather or mechanical issues cascades to many other flights. If the fare is low and schedule is convenient than other airlines, I would fly Biman again. ",Mixed,Liked the trip,Biman_Bangladesh_Airlines
"Travelled for a few weeks to BD with Biman Airlines.Had a pleasant journey this time around! Service was better than last time including the food which was better quality too.ALSO TO POINT OUT THE AIR HOSTESS DID HAVE A SMILE ON THEIR FACES WHICH WAS REFRESHING Plane was fairly empty both ways returning back. Hence maybe why the staff were maybe more chilled out.However improvements are required on service, food, hospitality, hygiene levels on the plane and staff few training issues dealing with passengers.Also to back the staff, a long hard training is required to educate and change customer behaviour for atleast 70% of the Biman passengers.Keep up the good work.",Positive,Better journey with improved service,Biman_Bangladesh_Airlines
"There are many complaints about this airline. I've taken multiple flights, both domestic and international and have seen both best and worse. Worse thing would be flight delays and not so helpful staffs and best things would be friendly helpful staffs with on time flight with nice experiences. So bottom line is, it's not really certain that what kind of service you're going to get. Though things are starting to improve recently in my experience.",Mixed,Not the best always,Biman_Bangladesh_Airlines
"It was of the worst experience I got in my life. Even though it was my first international flight I was not under god`s grace. I had to wait for about 20-25 minz after getting down from the delivery bus to enter the flight since nobody took over the seating and it was same like a Railway Station. The problem are the people and how they treat the flight like their own property. Using slangs in front of ladies plus inclining the seat at every sec. Plus there was half eaten peanut packets in the back seat pockets. In one word, Bad complete Bad",Negative,Horrific,Biman_Bangladesh_Airlines
"It would be fair to say that Bangladesh Biman are trying to make the sort of improvements which are needed if they are to attract a more diverse passenger group and shake off their reputation for delays and poor customer service. My flight out from LHR left 30 mins late although did arrive on time in Dhaka, via Sylhet, and overall the attitude and performance of the cabin crew were good. The return journey was quite the opposite, with delayed flight and no apology or clear announcements - disinterested cabin staff and unattractive menu. Disappointing that they cannot organise priority boarding for business class passengers. Key problem for Biman is they they simply cannot provide consistency or continuity in standards and your never entirely sure or confident about what quality and standard of journey it will prove to be. They really must have a more corporate strategy if they are ever to deliver a comparable brand and service to most other flying in/out of Dhaka. One of its strong points are the direct flight to/from LHR and good value for money on a business/executive class ticket.",Mixed,Gradual Improvements - but must do better if they really aree to be taken seriously as a global airline.,Biman_Bangladesh_Airlines
Excellent in flight service and comfortable seat. No priority boarding and hence queue with all the economy passengers for boarding. No fast track pass for faster immigration upon arrival.,Mixed,Average business class,Biman_Bangladesh_Airlines
Although a 5 hour flight is certainly not a long one but is enough to tire one out after a hectic couple of days at Singapore. Its like your job is over you are on lower stress zone and want to get a relaxed few hours as you fly back home. Biman is in a way home in the air for Bangladeshis. The flight attendants did their best to give a good service. There was a sincere effort and I for one appreciated that. The food was regional with a choices. I am not sure which particular aircraft model we flew but the seats didnt recline as much as I would have wanted it to. For the difference in fare from Economy the quality of seats did nnot justify the fare. I would have been happier if the fare was 15% less closer to what the private sector Bangladeshi carriers charge.I would have rated 'very good' but the fare pricing reduces them to a lower value for many and therefore Average - 3 star.,Negative,"The airline attendants rated a four, but overall average value for money",Biman_Bangladesh_Airlines
"Last I traveled by this airline from Dhaka to Bangkok made two hours late departure, for which I missed my Pattaya trip on that day. In flight service is average. Food was good, smooth take off and Landing. Except timing overall not bad experience.",Mixed,"Loving Aircraft, Timing need improvement.",Biman_Bangladesh_Airlines
"It was on time. The boarding bus was very much old and never seen this kind of bus in airlines service but for a short time it was ok. The crews did not provide us food as it was Ramadan. Only children got meal. It was also not seen before. The good this was fast boarding, on time flight and nice landing.",Positive,On time service,Biman_Bangladesh_Airlines
"As it's the state owned airlines, I didn't expect much from this airline. Btw, the aircraft is good, but the atmosphere and service are not up to the mark. infact, bad. The interior and crews looked like 80s :D",Negative,"Good Aircraft, worse service",Biman_Bangladesh_Airlines
"This airline is a joke, even the office in kathmandu seems be stuck in the 90`s, price is cheap but lack of safety, organization, nothing is really taken serious. I urge brazilians to think twice before booking them. Plane also old but at least crew were friendly.",Mixed,fear for your life!,Biman_Bangladesh_Airlines
Worst Airline ever. They delay on every flight. The whole flight was terrible it's self they are horrible to passengers I don't like this airline,Negative,Worst airline,Biman_Bangladesh_Airlines
Biman was delayed for 2 hours 30 minutes. When we boarded on the plane I was separated from my wife and child. The toilets were poor in heigyne. The food was revolting. The air hostess were mean. I feel like they been forced to serve us. If you ask for something they don't do anything. They don't have a smile at all at the destination you're flying to.,Negative,Awful,Biman_Bangladesh_Airlines
I had to travel 3 times for the past 3 years in International flights. Not a single time I have felt it has developed even 1% than last time. Negative sides of this Airlines is endless to be mentioned. It's better to withdraw International Flight facility until they come up with something better.,Negative,"Even words like Terrible would be ashamed to be referred to this so called ""Airlines""",Biman_Bangladesh_Airlines
"To begin with the FFP program of Biman Bangladesh airlines is nothing but a joke, it's FFP team members are unbelievably rude: addressing any issues they never reply with their name or designation stating it's against policy and they way they treat you as if you are working for them. The program keeps on changing its rules when even they want . Only airline in the world perhaps who requires 50000 to be in silver tier and 75000 for gold. Most interestingly they have no clear guidelines or news letters given to members about their policy or activities. No online redemption. Milage expires without any advance warning and the policy of earning Milage is one of the hardest. There are a lot to improve and learn from other carriers and must improve customer service. It's the worst in the world that is for sure. Instead of serving passengers wasting government and people's tax payers money with total incompetent FFP team. They should win one award "" The Worst FFP of the World"" ",Negative,World worst loyalty program and the most incompetent management running FFP,Biman_Bangladesh_Airlines
Biman has improved over the years. However there is still a long way to go. The flight from London to Sylhet was delayed. They couldn't find an aircraft. Biman had to borrow an Italian carrier with Italian staff. Some of the Bengali men were sexually harassing female flight crew. Awful. Then a mid air fight broke out between passengers. Disgraceful. We the Bangladeshi people are our own worse enemy. Flight from Bangladesh to London wasn't much better. 1st the woman on x-ray machine wanted a bribe to let our luggage through. Said she wanted money for breakfast. Then the bloke operating the metal detector in Dhaka wanted to confiscate our money as he didn't think we would be having any use of Bangladesh currency in London. Appalling behaviour for a man in uniform. Flight on the way back was good. Lots of empty spaces to stretch out. Nice modern plane with good food. Cabin crew were quite stuck up though and treated the passengers with contempt. Sadly Biman is a reflection of all that is wrong with Bangladesh.,Negative,Staff lack integrity and thrive on corruption,Biman_Bangladesh_Airlines
They have improved their services a lot. I love their take-off and landing that are so smooth. Customer service is still very poor.,Negative,Take-off and landing was good,Biman_Bangladesh_Airlines
The best thing about the flight was that it was on-time and arrived about 10 minutes early. I bought the ticket at very last moment from airport and was in a rush. One of the flight crew was very rude to everyone and seemed like not in a mood for duty. Otherwise the whole flight was very pleasant.,Positive,Flight was on-time,Biman_Bangladesh_Airlines
"Biman is the only flight that runs direct flight from London to Bangladesh. It takes only 10 - 12 hours to reach Dhaka. I have used Bimanâ€™s International flights many times.First of all I love the take-off and landing of Biman, it is so smooth. All the Boeings are great but once due to some issues they have rented Turkish airlines and I think the size was a bit smaller than our Boeings, where at the end hours I had breathing issues. I have never called the flight attendants for any issues but all of them were fine with their regular duties.Now the bad sides - as a flight I could not find any issues but the main problems are with ourselves. We the Bangladeshi people are so manner less and stupid.People are smoking in the toilets and risking our lives, attendants are running after them. Passengers are ready with their luggages during the time of landing, they are not listening and not seating and taking out their cabin luggages what can cause serious accidents. Even after landing they start fighting that who can get off first...is it a local bus or what? That is why I always keep seated and get off when all these passengers in a hurry get off first. Our respected passengers shout for food, ask for medicines, block the alleys, and make the toilets dirty like hell. There is a big problem with the people who work for Biman. I was in Bangladesh and needed to change the date of my return flight with the mentioned fine but the officers said there is nothing left. After some requests they asked bribe and offer seats. I have to bribe them because I have to go back to London. But the funny thing is the flight was not full at all and they lied about the seats.Lastly, comfort at some points depend on you. I like to book 3 seats in a row (they have offers) though we are two. Most of the times the back seat TV does not work and you can keep some movies in your gadgets. Overall it is not great but not bad at all.",Mixed,Great Pilots,Biman_Bangladesh_Airlines
This air lines has a very bad attitude from their ground support staff and the way of treating people is very rude in along of no support at all and slow serviceRecommend to weight your buggage before entering and prepare extra amount,Negative,One of the worse airlines,Biman_Bangladesh_Airlines
"Great flight food was great comfortable seat and size cabin crew look tired overal can't complain.i would recommend this airline to any one speacily traveling to sylhet due to by road from Dhaka can take up to 8 hour, bit of extra fare you save your self lot time on road.",Positive,Miah,Biman_Bangladesh_Airlines
"8 of us booked to fly direct to Sylhet. On our return local flight BG608 took us from Sylhet to Dhaka for connecting flight next day BG001 to London Heathrow.At Sylhet there is no business class lounge. When arrived at Dhaka we were allocated hotel. We had to wait over 4 hours to be taken to hotel, Biman staff did not inform us what was happening, simply told us to go and wait.When finally arrived at hotel, the hotel was so poor, it can be classed as *0* Zero star or even less. At checkin, the staff tried to allocate us in 2 rooms (8 people). We did not accept, finally 3 rooms were given instead of 4 rooms. The rooms had no towel or hot water, Insects crawling everywhere. Food served could be eaten.All the airline passengers regardless of class where treated like animals.We paid good money for the business Class (8 people) but service was not given. I experience this service 20 years ago, sadly there is no change.Biman air staff still rude and arrogant, they do not know customer service , sadly they donâ€™t care. also to add there is no order in boarding the plane regardless if you are a business passenger",Negative,Passangers are treated like animals,Biman_Bangladesh_Airlines
